model_label,sample,flow,dimension,metric,outcome,row_type,label,export_level_bin,term,coefficient,std_error,t_stat,p_value,ci_low,ci_high,nobs,clusters,r_squared,status,candidate_rows,dropped_rows,dropped_regressors,fixed_effects,se_method,cluster_col,p_value_reference,low_middle_export_cutoff,middle_high_export_cutoff,horizon,bh_q_value,leveling_off_supported
growth_by_lagged_export_level_tercile,rd2_countries,Exports,partner,top_5pct_share,partner_top_5pct_share,difference,high_minus_low,high_minus_low,high_minus_low_growth_slope,-0.06856007899250177,0.05196718684351248,-1.3192955623893028,0.19243928039265032,-0.17266286372140138,0.03554270573639784,1231,57,0.8105965457548775,ok,1231,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",26333739048.965607,171579326936.8483,1,0.610026784321347,False
growth_by_lagged_export_level_tercile,rd2_countries,Imports,product,gini,product_gini,slope,low,low,prior_export_growth_low,0.0031877668523386075,0.005333851655998992,0.5976482020742592,0.5524839200365994,-0.007497221973252725,0.01387275567792994,1234,57,0.9282926390882508,ok,1237,3,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",26333739048.965607,171579326936.8483,5,0.9323166150617614,False
growth_by_lagged_export_level_tercile,rd2_countries,Imports,product,gini,product_gini,slope,middle,middle,prior_export_growth_middle,0.0024488915829043584,0.009848929663835727,0.2486454535152627,0.8045446731438648,-0.01728088535676005,0.022178668522568768,1234,57,0.9282926390882508,ok,1237,3,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",26333739048.965607,171579326936.8483,5,0.9763519831575631,False
growth_by_lagged_export_level_tercile,rd2_countries,Imports,product,gini,product_gini,slope,high,high,prior_export_growth_high,0.015169612127349595,0.010982404917199718,1.3812650545776386,0.17268440455807774,-0.006830788593659969,0.03717001284835916,1234,57,0.9282926390882508,ok,1237,3,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",26333739048.965607,171579326936.8483,5,0.5473646442898807,False
growth_by_lagged_export_level_tercile,rd2_countries,Imports,product,gini,product_gini,difference,high_minus_low,high_minus_low,high_minus_low_growth_slope,0.011981845275010988,0.012021194385887076,0.9967266887454806,0.3231846885135965,-0.01209950080798344,0.03606319135800541,1234,57,0.9282926390882508,ok,1237,3,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",26333739048.965607,171579326936.8483,5,0.6267001351969449,False
growth_by_lagged_export_level_tercile,rd2_countries,Imports,partner,gini,partner_gini,slope,low,low,prior_export_growth_low,-0.007892541167485556,0.00467023186327678,-1.6899677357663143,0.0965943263625346,-0.01724813980246237,0.0014630574674912578,1237,57,0.8598534436580126,ok,1237,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",26333739048.965607,171579326936.8483,5,0.5095226834488428,False
growth_by_lagged_export_level_tercile,rd2_countries,Imports,partner,gini,partner_gini,slope,middle,middle,prior_export_growth_middle,0.008414291917512168,0.00833113870282582,1.0099810143189842,0.31684853655190404,-0.008274984366357954,0.02510356820138229,1237,57,0.8598534436580126,ok,1237,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",26333739048.965607,171579326936.8483,5,0.8346254133562351,False
growth_by_lagged_export_level_tercile,rd2_countries,Imports,partner,gini,partner_gini,slope,high,high,prior_export_growth_high,-0.0004808897084166222,0.012182282417062752,-0.039474516511214544,0.96865246620355,-0.0248849338947812,0.023923154477947954,1237,57,0.8598534436580126,ok,1237,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",26333739048.965607,171579326936.8483,5,0.9954981269631591,False
growth_by_lagged_export_level_tercile,rd2_countries,Imports,partner,gini,partner_gini,difference,high_minus_low,high_minus_low,high_minus_low_growth_slope,0.007411651459068934,0.012010543107216673,0.6170954463013049,0.5396728217210048,-0.016648357548785145,0.03147166046692301,1237,57,0.8598534436580126,ok,1237,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",26333739048.965607,171579326936.8483,5,0.9232810007811081,False
growth_by_lagged_export_level_tercile,rd2_countries,Imports,product,top_1pct_share,product_top_1pct_share,slope,low,low,prior_export_growth_low,0.00015086241118695588,0.022184231491559927,0.006800434409654986,0.994598248528997,-0.044289493429053146,0.044591218251427055,1234,57,0.8523303423369436,ok,1237,3,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",26333739048.965607,171579326936.8483,5,0.9954981269631591,False
