model_label,sample,exposure,exposure_label,flow,dimension,metric,outcome,term,coefficient,std_error,t_stat,p_value,ci_low,ci_high,nobs,clusters,r_squared,status,candidate_rows,dropped_rows,dropped_regressors,fixed_effects,se_method,cluster_col,p_value_reference,bh_q_value
contemporaneous_growth,rd2_countries,gdp_pc,Real GDP per capita,Imports,partner,top_5pct_share,partner_top_5pct_share,log_population_lag,0.04408552286510803,0.029322668696818145,1.5034621616787502,0.13805419601592747,-0.014589001670438598,0.10276004740065466,1892,60,0.7791982302948832,ok,1892,0,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",
future_growth_placebo,rd2_countries,gdp_pc,Real GDP per capita,Imports,partner,top_5pct_share,partner_top_5pct_share,gdp_pc_growth_future,0.08931500035568782,0.05740262492763068,1.5559393053591206,0.12507083409479614,-0.025547386814635545,0.20417738752601117,1836,60,0.7851063432111423,ok,1892,56,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",0.25014166818959227
future_growth_placebo,rd2_countries,gdp_pc,Real GDP per capita,Imports,partner,top_5pct_share,partner_top_5pct_share,log_gdp_pc_level_lag,0.04845146687776869,0.03200442522803851,1.5138989852978588,0.13539044266325626,-0.015589240081907915,0.1124921738374453,1836,60,0.7851063432111423,ok,1892,56,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",
future_growth_placebo,rd2_countries,gdp_pc,Real GDP per capita,Imports,partner,top_5pct_share,partner_top_5pct_share,log_population_lag,0.04402127022481095,0.03102234366781569,1.41901819850191,0.16115522833485033,-0.018054296071954072,0.10609683652157598,1836,60,0.7851063432111423,ok,1892,56,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",
region_year_fe,rd2_countries,gdp_pc,Real GDP per capita,Imports,partner,top_5pct_share,partner_top_5pct_share,gdp_pc_growth_lag,-0.015294370509703623,0.06767184343843323,-0.22600788943511194,0.8219764093307897,-0.15070541645672136,0.12011667543731412,1892,60,0.8163551059557949,ok,1892,0,"reporter_code_442,region_year_Latin_America_Caribbean_1989,region_year_Middle_East_North_Africa_Afghanistan_Pakistan_1991,region_year_North_America_1989,region_year_South_Asia_1989,region_year_Sub_Saharan_Africa_1995","reporter_code,region_year",clustered by reporter_code,reporter_code,"Student t, df=59",0.8219764093307896
region_year_fe,rd2_countries,gdp_pc,Real GDP per capita,Imports,partner,top_5pct_share,partner_top_5pct_share,log_gdp_pc_level_lag,0.04945603099995044,0.035784346179567,1.3820576950541021,0.17216432321775776,-0.022148280313273677,0.12106034231317456,1892,60,0.8163551059557949,ok,1892,0,"reporter_code_442,region_year_Latin_America_Caribbean_1989,region_year_Middle_East_North_Africa_Afghanistan_Pakistan_1991,region_year_North_America_1989,region_year_South_Asia_1989,region_year_Sub_Saharan_Africa_1995","reporter_code,region_year",clustered by reporter_code,reporter_code,"Student t, df=59",
region_year_fe,rd2_countries,gdp_pc,Real GDP per capita,Imports,partner,top_5pct_share,partner_top_5pct_share,log_population_lag,-0.005121685289379563,0.0684969029334244,-0.07477250897544356,0.9406486644656168,-0.14218367147252248,0.13194030089376335,1892,60,0.8163551059557949,ok,1892,0,"reporter_code_442,region_year_Latin_America_Caribbean_1989,region_year_Middle_East_North_Africa_Afghanistan_Pakistan_1991,region_year_North_America_1989,region_year_South_Asia_1989,region_year_Sub_Saharan_Africa_1995","reporter_code,region_year",clustered by reporter_code,reporter_code,"Student t, df=59",
two_way_country_year_cluster,rd2_countries,gdp_pc,Real GDP per capita,Exports,product,gini,product_gini,gdp_pc_growth_lag,0.012310339651659822,0.012944233087717187,0.951028892035414,0.347931392780362,-0.013941781820832057,0.0385624611241517,1878,37,0.921365412297689,ok,1887,9,,"reporter_code,year",two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=36",0.6735812679127215
two_way_country_year_cluster,rd2_countries,gdp_pc,Real GDP per capita,Exports,product,gini,product_gini,log_gdp_pc_level_lag,-0.00885962706217821,0.005677701485188545,-1.5604249510634496,0.1274084446757628,-0.02037453938364689,0.0026552852592904696,1878,37,0.921365412297689,ok,1887,9,,"reporter_code,year",two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=36",
two_way_country_year_cluster,rd2_countries,gdp_pc,Real GDP per capita,Exports,product,gini,product_gini,log_population_lag,-0.019208607548540643,0.013629015132328871,-1.4093907272123156,0.16730007191303276,-0.0468495313776886,0.008432316280607317,1878,37,0.921365412297689,ok,1887,9,,"reporter_code,year",two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=36",
contemporaneous_growth,rd2_countries,gdp_pc,Real GDP per capita,Exports,product,gini,product_gini,gdp_pc_growth_current,0.013553143781242638,0.011802453975760163,1.1483326949698796,0.25546584877410594,-0.010063512074352942,0.03716979963683822,1878,60,0.9213695909811942,ok,1887,9,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",0.5109316975482119
contemporaneous_growth,rd2_countries,gdp_pc,Real GDP per capita,Exports,product,gini,product_gini,log_gdp_pc_level_lag,-0.008448680092483193,0.005601423700373986,-1.5083094128228698,0.13681194112644246,-0.019657103027645617,0.0027597428426792327,1878,60,0.9213695909811942,ok,1887,9,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",
contemporaneous_growth,rd2_countries,gdp_pc,Real GDP per capita,Exports,product,gini,product_gini,log_population_lag,-0.01949853843859376,0.013393598936173529,-1.4558102367790011,0.15074591039906074,-0.04629906800584493,0.007301991128657405,1878,60,0.9213695909811942,ok,1887,9,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",
future_growth_placebo,rd2_countries,gdp_pc,Real GDP per capita,Exports,product,gini,product_gini,gdp_pc_growth_future,-0.0037720872246957554,0.010156227579218054,-0.3714063312655874,0.7116653558987288,-0.024094651669523674,0.016550477220132163,1822,60,0.9227383213686671,ok,1887,65,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",0.7763622064349769
future_growth_placebo,rd2_countries,gdp_pc,Real GDP per capita,Exports,product,gini,product_gini,log_gdp_pc_level_lag,-0.008364382648222462,0.005758726696459361,-1.4524708480027602,0.1516684697580248,-0.01988756815151116,0.003158802855066237,1822,60,0.9227383213686671,ok,1887,65,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",
future_growth_placebo,rd2_countries,gdp_pc,Real GDP per capita,Exports,product,gini,product_gini,log_population_lag,-0.02054571381326865,0.013315608384924503,-1.5429797287016818,0.1281827593800973,-0.047190184647935965,0.00609875702139866,1822,60,0.9227383213686671,ok,1887,65,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",
region_year_fe,rd2_countries,gdp_pc,Real GDP per capita,Exports,product,gini,product_gini,gdp_pc_growth_lag,0.01392248806081558,0.017759188791690868,0.7839596855532953,0.43619987494200907,-0.02161356662995481,0.04945854275158597,1878,60,0.9301126083422553,ok,1887,9,"reporter_code_442,region_year_Latin_America_Caribbean_1989,region_year_Middle_East_North_Africa_Afghanistan_Pakistan_1991,region_year_North_America_1989,region_year_South_Asia_2021,region_year_Sub_Saharan_Africa_1995","reporter_code,region_year",clustered by reporter_code,reporter_code,"Student t, df=59",0.624690333125817
region_year_fe,rd2_countries,gdp_pc,Real GDP per capita,Exports,product,gini,product_gini,log_gdp_pc_level_lag,-0.008026215402005168,0.006257975964832861,-1.282557722674081,0.20466318018911137,-0.02054839638382319,0.004495965579812852,1878,60,0.9301126083422553,ok,1887,9,"reporter_code_442,region_year_Latin_America_Caribbean_1989,region_year_Middle_East_North_Africa_Afghanistan_Pakistan_1991,region_year_North_America_1989,region_year_South_Asia_2021,region_year_Sub_Saharan_Africa_1995","reporter_code,region_year",clustered by reporter_code,reporter_code,"Student t, df=59",
region_year_fe,rd2_countries,gdp_pc,Real GDP per capita,Exports,product,gini,product_gini,log_population_lag,-0.023979772115769293,0.0219698975499083,-1.0914831105286324,0.27949763731860255,-0.06794143557020856,0.01998189133866997,1878,60,0.9301126083422553,ok,1887,9,"reporter_code_442,region_year_Latin_America_Caribbean_1989,region_year_Middle_East_North_Africa_Afghanistan_Pakistan_1991,region_year_North_America_1989,region_year_South_Asia_2021,region_year_Sub_Saharan_Africa_1995","reporter_code,region_year",clustered by reporter_code,reporter_code,"Student t, df=59",
two_way_country_year_cluster,rd2_countries,gdp_pc,Real GDP per capita,Exports,partner,gini,partner_gini,gdp_pc_growth_lag,0.033874623029355,0.024272517138570347,1.395595802279871,0.17138542877177246,-0.015352323368074683,0.08310156942678468,1887,37,0.7352356935201482,ok,1887,0,,"reporter_code,year",two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=36",0.6735812679127215
two_way_country_year_cluster,rd2_countries,gdp_pc,Real GDP per capita,Exports,partner,gini,partner_gini,log_gdp_pc_level_lag,-0.007808707838548062,0.010984995987055367,-0.7108521339242893,0.4817562870814771,-0.03008731230068937,0.014469896623593246,1887,37,0.7352356935201482,ok,1887,0,,"reporter_code,year",two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=36",
two_way_country_year_cluster,rd2_countries,gdp_pc,Real GDP per capita,Exports,partner,gini,partner_gini,log_population_lag,0.03668997594534096,0.01572616028714902,2.3330536682449425,0.025349629105770696,0.004795844608517036,0.06858410728216488,1887,37,0.7352356935201482,ok,1887,0,,"reporter_code,year",two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=36",
contemporaneous_growth,rd2_countries,gdp_pc,Real GDP per capita,Exports,partner,gini,partner_gini,gdp_pc_growth_current,0.0581717714144076,0.01848025869827969,3.1477790632780893,0.002579952199145105,0.021192859173274438,0.09515068365554077,1887,60,0.737216959970469,ok,1887,0,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",0.03095942638974126
contemporaneous_growth,rd2_countries,gdp_pc,Real GDP per capita,Exports,partner,gini,partner_gini,log_gdp_pc_level_lag,-0.006370341887404901,0.010915309060697187,-0.583615347213816,0.5617036894249436,-0.02821182486826496,0.015471141093455158,1887,60,0.737216959970469,ok,1887,0,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",
contemporaneous_growth,rd2_countries,gdp_pc,Real GDP per capita,Exports,partner,gini,partner_gini,log_population_lag,0.03592819166624095,0.015289720912045102,2.349826518935153,0.02214745197649807,0.00533353078897917,0.06652285254350274,1887,60,0.737216959970469,ok,1887,0,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",
future_growth_placebo,rd2_countries,gdp_pc,Real GDP per capita,Exports,partner,gini,partner_gini,gdp_pc_growth_future,0.03922197013060014,0.018733870352235428,2.0936394558703646,0.040598981388399194,0.0017355821420722214,0.07670835811912805,1831,60,0.7375089815755894,ok,1887,56,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",0.16239592555359678
future_growth_placebo,rd2_countries,gdp_pc,Real GDP per capita,Exports,partner,gini,partner_gini,log_gdp_pc_level_lag,-0.007089003311876507,0.011120827506901932,-0.6374528610822218,0.5262960045021308,-0.029341727753704142,0.015163721129951128,1831,60,0.7375089815755894,ok,1887,56,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",
future_growth_placebo,rd2_countries,gdp_pc,Real GDP per capita,Exports,partner,gini,partner_gini,log_population_lag,0.038048525850653214,0.015050055947620706,2.5281318543316367,0.014163701118204424,0.007933433459494342,0.06816361824181208,1831,60,0.7375089815755894,ok,1887,56,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",
region_year_fe,rd2_countries,gdp_pc,Real GDP per capita,Exports,partner,gini,partner_gini,gdp_pc_growth_lag,0.030572798774139417,0.02738193175468089,1.116531844723229,0.2687211060494334,-0.024218320110105405,0.08536391765838425,1887,60,0.7821729870691609,ok,1887,0,"region_year_Europe_Central_Asia_1988,region_year_Latin_America_Caribbean_1990,region_year_Middle_East_North_Africa_Afghanistan_Pakistan_1991,region_year_North_America_1990,region_year_South_Asia_2021,region_year_Sub_Saharan_Africa_1995","reporter_code,region_year",clustered by reporter_code,reporter_code,"Student t, df=59",0.624690333125817
region_year_fe,rd2_countries,gdp_pc,Real GDP per capita,Exports,partner,gini,partner_gini,log_gdp_pc_level_lag,-0.006292410846949759,0.012153591966308165,-0.517740834511591,0.6065750651284012,-0.030611692198703095,0.018026870504803578,1887,60,0.7821729870691609,ok,1887,0,"region_year_Europe_Central_Asia_1988,region_year_Latin_America_Caribbean_1990,region_year_Middle_East_North_Africa_Afghanistan_Pakistan_1991,region_year_North_America_1990,region_year_South_Asia_2021,region_year_Sub_Saharan_Africa_1995","reporter_code,region_year",clustered by reporter_code,reporter_code,"Student t, df=59",
region_year_fe,rd2_countries,gdp_pc,Real GDP per capita,Exports,partner,gini,partner_gini,log_population_lag,0.042598500899335034,0.025057109881593355,1.7000564351049667,0.09438683515232167,-0.007540660161983126,0.0927376619606532,1887,60,0.7821729870691609,ok,1887,0,"region_year_Europe_Central_Asia_1988,region_year_Latin_America_Caribbean_1990,region_year_Middle_East_North_Africa_Afghanistan_Pakistan_1991,region_year_North_America_1990,region_year_South_Asia_2021,region_year_Sub_Saharan_Africa_1995","reporter_code,region_year",clustered by reporter_code,reporter_code,"Student t, df=59",
two_way_country_year_cluster,rd2_countries,gdp_pc,Real GDP per capita,Exports,product,top_1pct_share,product_top_1pct_share,gdp_pc_growth_lag,0.09867008031653945,0.0585163639368766,1.6861963676174054,0.10040732957104942,-0.02000660634302874,0.21734676697610766,1878,37,0.8897890786726569,ok,1887,9,,"reporter_code,year",two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=36",0.6735812679127215
two_way_country_year_cluster,rd2_countries,gdp_pc,Real GDP per capita,Exports,product,top_1pct_share,product_top_1pct_share,log_gdp_pc_level_lag,0.012193342691673104,0.027596136695396668,0.44184962649888176,0.6612409630395278,-0.04377421659049734,0.06816090197384356,1878,37,0.8897890786726569,ok,1887,9,,"reporter_code,year",two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=36",
two_way_country_year_cluster,rd2_countries,gdp_pc,Real GDP per capita,Exports,product,top_1pct_share,product_top_1pct_share,log_population_lag,-0.0463963632747022,0.04794085406771858,-0.9677834109748084,0.33960971006314866,-0.14362492181132147,0.05083219526191707,1878,37,0.8897890786726569,ok,1887,9,,"reporter_code,year",two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=36",
contemporaneous_growth,rd2_countries,gdp_pc,Real GDP per capita,Exports,product,top_1pct_share,product_top_1pct_share,gdp_pc_growth_current,0.14658951446298712,0.058446324339482346,2.5081049342218646,0.014908005310625184,0.029638689593435144,0.2635403393325391,1878,60,0.8901334699750537,ok,1887,9,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",0.05963202124250074
contemporaneous_growth,rd2_countries,gdp_pc,Real GDP per capita,Exports,product,top_1pct_share,product_top_1pct_share,log_gdp_pc_level_lag,0.01611189743196363,0.026561861566314373,0.6065801296245239,0.5464566426445612,-0.03703826479565182,0.06926205965957907,1878,60,0.8901334699750537,ok,1887,9,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",
contemporaneous_growth,rd2_countries,gdp_pc,Real GDP per capita,Exports,product,top_1pct_share,product_top_1pct_share,log_population_lag,-0.048999282114935316,0.04676905760349445,-1.047685898021478,0.29905639692060004,-0.14258395021707165,0.04458538598720102,1878,60,0.8901334699750537,ok,1887,9,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",
future_growth_placebo,rd2_countries,gdp_pc,Real GDP per capita,Exports,product,top_1pct_share,product_top_1pct_share,gdp_pc_growth_future,0.07333229657816345,0.051086222988291956,1.4354613100868683,0.15643621525345258,-0.02889099950539535,0.17555559266172227,1822,60,0.8908662788175304,ok,1887,65,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",0.26817636900591874
future_growth_placebo,rd2_countries,gdp_pc,Real GDP per capita,Exports,product,top_1pct_share,product_top_1pct_share,log_gdp_pc_level_lag,0.018074644137547294,0.02752254506947795,0.6567213930223255,0.5139135730655439,-0.036997841339704116,0.0731471296147987,1822,60,0.8908662788175304,ok,1887,65,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",
future_growth_placebo,rd2_countries,gdp_pc,Real GDP per capita,Exports,product,top_1pct_share,product_top_1pct_share,log_population_lag,-0.05562664654848065,0.048688775776643274,-1.1424942537817018,0.2578638617314574,-0.15305266184231983,0.04179936874535853,1822,60,0.8908662788175304,ok,1887,65,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",
region_year_fe,rd2_countries,gdp_pc,Real GDP per capita,Exports,product,top_1pct_share,product_top_1pct_share,gdp_pc_growth_lag,0.10515369786875067,0.08512879909623508,1.2352306033341098,0.22164099594819894,-0.0651886356650204,0.27549603140252177,1878,60,0.9039406559987062,ok,1887,9,"reporter_code_442,region_year_Latin_America_Caribbean_1989,region_year_Middle_East_North_Africa_Afghanistan_Pakistan_1991,region_year_North_America_1989,region_year_South_Asia_2021,region_year_Sub_Saharan_Africa_1995","reporter_code,region_year",clustered by reporter_code,reporter_code,"Student t, df=59",0.624690333125817
region_year_fe,rd2_countries,gdp_pc,Real GDP per capita,Exports,product,top_1pct_share,product_top_1pct_share,log_gdp_pc_level_lag,0.01409473818844989,0.03215257825713769,0.4383703874609477,0.6627187677462749,-0.05024242229770394,0.07843189867460372,1878,60,0.9039406559987062,ok,1887,9,"reporter_code_442,region_year_Latin_America_Caribbean_1989,region_year_Middle_East_North_Africa_Afghanistan_Pakistan_1991,region_year_North_America_1989,region_year_South_Asia_2021,region_year_Sub_Saharan_Africa_1995","reporter_code,region_year",clustered by reporter_code,reporter_code,"Student t, df=59",
region_year_fe,rd2_countries,gdp_pc,Real GDP per capita,Exports,product,top_1pct_share,product_top_1pct_share,log_population_lag,-0.05740741361813456,0.08657722852005954,-0.6630775158716652,0.5098633242698642,-0.23064804773446543,0.1158332204981963,1878,60,0.9039406559987062,ok,1887,9,"reporter_code_442,region_year_Latin_America_Caribbean_1989,region_year_Middle_East_North_Africa_Afghanistan_Pakistan_1991,region_year_North_America_1989,region_year_South_Asia_2021,region_year_Sub_Saharan_Africa_1995","reporter_code,region_year",clustered by reporter_code,reporter_code,"Student t, df=59",
two_way_country_year_cluster,rd2_countries,gdp_pc,Real GDP per capita,Exports,product,top_5pct_share,product_top_5pct_share,gdp_pc_growth_lag,0.032825222247936686,0.03301402791734615,0.9942810471390477,0.32672247253972,-0.03413032971943415,0.09978077421530752,1878,37,0.9181751139781993,ok,1887,9,,"reporter_code,year",two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=36",0.6735812679127215
two_way_country_year_cluster,rd2_countries,gdp_pc,Real GDP per capita,Exports,product,top_5pct_share,product_top_5pct_share,log_gdp_pc_level_lag,-0.02000305043431698,0.015539402928887934,-1.2872470406910597,0.20622312801007053,-0.05151842029321264,0.011512319424578678,1878,37,0.9181751139781993,ok,1887,9,,"reporter_code,year",two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=36",
two_way_country_year_cluster,rd2_countries,gdp_pc,Real GDP per capita,Exports,product,top_5pct_share,product_top_5pct_share,log_population_lag,-0.04169873475158674,0.03321239743658627,-1.255517155339471,0.21737942280424866,-0.10905659875090584,0.025659129247732365,1878,37,0.9181751139781993,ok,1887,9,,"reporter_code,year",two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=36",
contemporaneous_growth,rd2_countries,gdp_pc,Real GDP per capita,Exports,product,top_5pct_share,product_top_5pct_share,gdp_pc_growth_current,0.03971828811756363,0.02851665043397051,1.3928104287539027,0.16890354911380684,-0.017343397599370147,0.09677997383449741,1878,60,0.9182011066860536,ok,1887,9,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",0.4053685178731364
contemporaneous_growth,rd2_countries,gdp_pc,Real GDP per capita,Exports,product,top_5pct_share,product_top_5pct_share,log_gdp_pc_level_lag,-0.018848363544436083,0.015261008816883722,-1.2350666833757125,0.22170154686004967,-0.049385571651984705,0.011688844563112543,1878,60,0.9182011066860536,ok,1887,9,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",
contemporaneous_growth,rd2_countries,gdp_pc,Real GDP per capita,Exports,product,top_5pct_share,product_top_5pct_share,log_population_lag,-0.042498141580500026,0.03288670543442031,-1.2922590152803837,0.20130601314155533,-0.10830428715532536,0.02330800399432531,1878,60,0.9182011066860536,ok,1887,9,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",
future_growth_placebo,rd2_countries,gdp_pc,Real GDP per capita,Exports,product,top_5pct_share,product_top_5pct_share,gdp_pc_growth_future,-0.0011245619947801572,0.026112904493931395,-0.04306537386683675,0.9657948388087204,-0.05337636319559723,0.051127239206036915,1822,60,0.9197189504102117,ok,1887,65,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",0.9657948388087204
future_growth_placebo,rd2_countries,gdp_pc,Real GDP per capita,Exports,product,top_5pct_share,product_top_5pct_share,log_gdp_pc_level_lag,-0.01833894140789236,0.0156370140241798,-1.1727904943702498,0.2455932356348917,-0.04962853419737756,0.012950651381592845,1822,60,0.9197189504102117,ok,1887,65,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",
future_growth_placebo,rd2_countries,gdp_pc,Real GDP per capita,Exports,product,top_5pct_share,product_top_5pct_share,log_population_lag,-0.04511469191936565,0.032367599000827904,-1.393822628555541,0.16859906230241925,-0.10988210791983671,0.01965272408110541,1822,60,0.9197189504102117,ok,1887,65,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",
region_year_fe,rd2_countries,gdp_pc,Real GDP per capita,Exports,product,top_5pct_share,product_top_5pct_share,gdp_pc_growth_lag,0.03492469927707734,0.04512789343288945,0.7739049315256544,0.4420770808983949,-0.05537600690499432,0.125225405459149,1878,60,0.9279805213752885,ok,1887,9,"reporter_code_442,region_year_Latin_America_Caribbean_1989,region_year_Middle_East_North_Africa_Afghanistan_Pakistan_1991,region_year_North_America_1989,region_year_South_Asia_2021,region_year_Sub_Saharan_Africa_1995","reporter_code,region_year",clustered by reporter_code,reporter_code,"Student t, df=59",0.624690333125817
region_year_fe,rd2_countries,gdp_pc,Real GDP per capita,Exports,product,top_5pct_share,product_top_5pct_share,log_gdp_pc_level_lag,-0.019186104316874425,0.016931973657901028,-1.1331286419714894,0.26174394616042923,-0.05306690534824668,0.014694696714497829,1878,60,0.9279805213752885,ok,1887,9,"reporter_code_442,region_year_Latin_America_Caribbean_1989,region_year_Middle_East_North_Africa_Afghanistan_Pakistan_1991,region_year_North_America_1989,region_year_South_Asia_2021,region_year_Sub_Saharan_Africa_1995","reporter_code,region_year",clustered by reporter_code,reporter_code,"Student t, df=59",
region_year_fe,rd2_countries,gdp_pc,Real GDP per capita,Exports,product,top_5pct_share,product_top_5pct_share,log_population_lag,-0.051935441239079456,0.056188618192222387,-0.9243053648588986,0.35909236411903167,-0.1643686065428828,0.060497724064723875,1878,60,0.9279805213752885,ok,1887,9,"reporter_code_442,region_year_Latin_America_Caribbean_1989,region_year_Middle_East_North_Africa_Afghanistan_Pakistan_1991,region_year_North_America_1989,region_year_South_Asia_2021,region_year_Sub_Saharan_Africa_1995","reporter_code,region_year",clustered by reporter_code,reporter_code,"Student t, df=59",
two_way_country_year_cluster,rd2_countries,gdp_pc,Real GDP per capita,Exports,partner,top_1pct_share,partner_top_1pct_share,gdp_pc_growth_lag,0.05358686587604621,0.0876569096017202,0.6113250640425796,0.5448256404102114,-0.12418958663168816,0.2313633183837806,1887,37,0.7190654770175839,ok,1887,0,,"reporter_code,year",two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=36",0.8172384606153171
two_way_country_year_cluster,rd2_countries,gdp_pc,Real GDP per capita,Exports,partner,top_1pct_share,partner_top_1pct_share,log_gdp_pc_level_lag,-0.03957296939765956,0.038965815957677695,-1.0155816944945106,0.3166058498638018,-0.11859930698473399,0.039453368189414875,1887,37,0.7190654770175839,ok,1887,0,,"reporter_code,year",two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=36",
two_way_country_year_cluster,rd2_countries,gdp_pc,Real GDP per capita,Exports,partner,top_1pct_share,partner_top_1pct_share,log_population_lag,0.02115002045783107,0.06354171904890961,0.33285250657999016,0.7411762898196287,-0.1077185587572477,0.15001859967290984,1887,37,0.7190654770175839,ok,1887,0,,"reporter_code,year",two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=36",
contemporaneous_growth,rd2_countries,gdp_pc,Real GDP per capita,Exports,partner,top_1pct_share,partner_top_1pct_share,gdp_pc_growth_current,0.08249291414188065,0.07939872443377606,1.0389702697388463,0.3030577879256058,-0.07638356647620925,0.24136939475997055,1887,60,0.7192291243411701,ok,1887,0,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",0.5195276364438957
contemporaneous_growth,rd2_countries,gdp_pc,Real GDP per capita,Exports,partner,top_1pct_share,partner_top_1pct_share,log_gdp_pc_level_lag,-0.03745106305340846,0.03852372980901167,-0.9721556879118104,0.3349419598625726,-0.11453686834796203,0.03963474224114511,1887,60,0.7192291243411701,ok,1887,0,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",
contemporaneous_growth,rd2_countries,gdp_pc,Real GDP per capita,Exports,partner,top_1pct_share,partner_top_1pct_share,log_population_lag,0.01999583875460908,0.06406198130047025,0.3121326931932138,0.7560401442638248,-0.10819188973880889,0.14818356724802706,1887,60,0.7192291243411701,ok,1887,0,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",
future_growth_placebo,rd2_countries,gdp_pc,Real GDP per capita,Exports,partner,top_1pct_share,partner_top_1pct_share,gdp_pc_growth_future,0.06993819177269296,0.0807071808106569,0.8665671514009573,0.38968975402078443,-0.09155650400796563,0.23143288755335156,1831,60,0.7221598675771351,ok,1887,56,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",0.5195863386943792
future_growth_placebo,rd2_countries,gdp_pc,Real GDP per capita,Exports,partner,top_1pct_share,partner_top_1pct_share,log_gdp_pc_level_lag,-0.03902249100656764,0.03876024643909575,-1.0067658126963654,0.318158557924254,-0.11658156498476047,0.03853658297162518,1831,60,0.7221598675771351,ok,1887,56,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",
future_growth_placebo,rd2_countries,gdp_pc,Real GDP per capita,Exports,partner,top_1pct_share,partner_top_1pct_share,log_population_lag,0.019168836018505872,0.06375196082679382,0.30067837553397336,0.7647167763149948,-0.10839854293997285,0.14673621497698458,1831,60,0.7221598675771351,ok,1887,56,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",
region_year_fe,rd2_countries,gdp_pc,Real GDP per capita,Exports,partner,top_1pct_share,partner_top_1pct_share,gdp_pc_growth_lag,0.05560212739637044,0.09800421424951233,0.5673442496545205,0.5726328053653322,-0.14050385235007606,0.25170810714281694,1887,60,0.7521235503763144,ok,1887,0,"region_year_Europe_Central_Asia_1988,region_year_Latin_America_Caribbean_1990,region_year_Middle_East_North_Africa_Afghanistan_Pakistan_1991,region_year_North_America_1990,region_year_South_Asia_2021,region_year_Sub_Saharan_Africa_1995","reporter_code,region_year",clustered by reporter_code,reporter_code,"Student t, df=59",0.624690333125817
