model_label,sample,flow,dimension,metric,outcome,row_type,label,term,coefficient,std_error,t_stat,p_value,ci_low,ci_high,nobs,clusters,r_squared,status,candidate_rows,dropped_rows,dropped_regressors,fixed_effects,se_method,cluster_col,p_value_reference,threshold_percentile,threshold_log_exports,threshold_exports_constant_2015_usd,exploratory,horizon,bh_q_value
exploratory_export_level_threshold_scan,rd2_countries,Imports,partner,gini,partner_gini,slope,above_threshold,prior_export_growth_above_threshold,0.007956900554444882,0.0061224339225512655,1.2996302867617033,0.19905235187117376,-0.00430780837766531,0.020221609486555076,1237,57,0.8564858848248652,ok,1237,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",30,23.74797675652169,20588052247.97918,True,5,
exploratory_export_level_threshold_scan,rd2_countries,Imports,partner,gini,partner_gini,difference,above_minus_below,above_minus_below_growth_slope,0.015314854404913876,0.0072565814134041675,2.1104778589853175,0.0392966509253592,0.0007781750379480066,0.029851533771879747,1237,57,0.8564858848248652,ok,1237,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",30,23.74797675652169,20588052247.97918,True,5,0.6912768042972615
exploratory_export_level_threshold_scan,rd2_countries,Imports,product,top_1pct_share,product_top_1pct_share,slope,below_threshold,prior_export_growth_below_threshold,-0.0006737062332328033,0.02308035902507515,-0.029189590703544516,0.9768171627867451,-0.04690922123789131,0.0455618087714257,1234,57,0.8517681693268983,ok,1237,3,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",30,23.74797675652169,20588052247.97918,True,5,
exploratory_export_level_threshold_scan,rd2_countries,Imports,product,top_1pct_share,product_top_1pct_share,slope,above_threshold,prior_export_growth_above_threshold,0.02808626911951964,0.03037225397498833,0.9247344350092948,0.3590718711352948,-0.03275666676636611,0.0889292050054054,1234,57,0.8517681693268983,ok,1237,3,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",30,23.74797675652169,20588052247.97918,True,5,
exploratory_export_level_threshold_scan,rd2_countries,Imports,product,top_1pct_share,product_top_1pct_share,difference,above_minus_below,above_minus_below_growth_slope,0.028759975352752445,0.03907548615813637,0.7360106854809787,0.4647960854768821,-0.04951762962800273,0.10703758033350762,1234,57,0.8517681693268983,ok,1237,3,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",30,23.74797675652169,20588052247.97918,True,5,0.8259855436974674
exploratory_export_level_threshold_scan,rd2_countries,Imports,product,top_5pct_share,product_top_5pct_share,slope,below_threshold,prior_export_growth_below_threshold,0.005841483528917172,0.013886219938355829,0.4206676514450211,0.6756077802156156,-0.021975957682474408,0.03365892474030875,1234,57,0.9119093443909738,ok,1237,3,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",30,23.74797675652169,20588052247.97918,True,5,
exploratory_export_level_threshold_scan,rd2_countries,Imports,product,top_5pct_share,product_top_5pct_share,slope,above_threshold,prior_export_growth_above_threshold,0.013595254147397123,0.019397270348312047,0.7008849133548414,0.48627704214876666,-0.025262147648842014,0.05245265594363626,1234,57,0.9119093443909738,ok,1237,3,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",30,23.74797675652169,20588052247.97918,True,5,
exploratory_export_level_threshold_scan,rd2_countries,Imports,product,top_5pct_share,product_top_5pct_share,difference,above_minus_below,above_minus_below_growth_slope,0.007753770618479951,0.02464512948943275,0.3146167530507229,0.7542218957565581,-0.041616356296030194,0.0571238975329901,1234,57,0.9119093443909738,ok,1237,3,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",30,23.74797675652169,20588052247.97918,True,5,0.9220911613528965
exploratory_export_level_threshold_scan,rd2_countries,Imports,partner,top_1pct_share,partner_top_1pct_share,slope,below_threshold,prior_export_growth_below_threshold,-0.027112040888542535,0.03195541658386841,-0.8484333420403323,0.39980880149574627,-0.0911264325770943,0.036902350800009226,1237,57,0.8447879871479653,ok,1237,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",30,23.74797675652169,20588052247.97918,True,5,
exploratory_export_level_threshold_scan,rd2_countries,Imports,partner,top_1pct_share,partner_top_1pct_share,slope,above_threshold,prior_export_growth_above_threshold,-0.0035510739981629014,0.029159342633382362,-0.12178168907338607,0.9035078747909167,-0.06196425649619118,0.05486210849986538,1237,57,0.8447879871479653,ok,1237,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",30,23.74797675652169,20588052247.97918,True,5,
exploratory_export_level_threshold_scan,rd2_countries,Imports,partner,top_1pct_share,partner_top_1pct_share,difference,above_minus_below,above_minus_below_growth_slope,0.023560966890379634,0.037809729537019734,0.6231456077280572,0.5357185781696561,-0.05218102288680339,0.09930295666756266,1237,57,0.8447879871479653,ok,1237,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",30,23.74797675652169,20588052247.97918,True,5,0.8635463648107888
exploratory_export_level_threshold_scan,rd2_countries,Imports,partner,top_5pct_share,partner_top_5pct_share,slope,below_threshold,prior_export_growth_below_threshold,-0.041220690557949136,0.01568511211599012,-2.6280137657369296,0.011062093384122965,-0.07264174582839465,-0.009799635287503619,1237,57,0.849122106439255,ok,1237,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",30,23.74797675652169,20588052247.97918,True,5,
exploratory_export_level_threshold_scan,rd2_countries,Imports,partner,top_5pct_share,partner_top_5pct_share,slope,above_threshold,prior_export_growth_above_threshold,0.009226152051140107,0.020652142009796277,0.4467406841752159,0.6567852532624903,-0.03214505975431252,0.050597363856592734,1237,57,0.849122106439255,ok,1237,0,,"reporter_code,base_year",clustered by reporter_code,reporter_code,"Student t, df=56",30,23.74797675652169,20588052247.97918,True,5,
