variant,flow,metric_name,outcome,income_form,sample_policy,model_name,curve_component,observations,entity_count,support_p05,support_p95,turning_point_income_variable,turning_point_ppp_2011_usd,turning_point_ci_low_ppp_2011_usd,turning_point_ci_high_ppp_2011_usd,turning_point_inside_p05_p95,slope_p05,slope_p95,slope_p05_p_value,slope_p95_p_value,u_test_p_value,obs_below_turning_point,obs_above_turning_point,entity_below_turning_point,entity_above_turning_point,classification,cluster_count_reference,linear_term_name,square_term_name,linear_term_coefficient,linear_term_cluster_se,linear_term_cluster_p_value,square_term_coefficient,square_term_cluster_se,square_term_cluster_p_value,u_test_q_value,excluded_entity_id
baseline_threshold20,Exports,Gini,partner_gini,log_gdppc,fixed,mundlak,within,1670,13,7.585966524571462,10.532353703185134,13.060819616648505,470155.8980420793,,,False,0.05700979507040824,0.026328984749867126,0.9446453290665288,0.2283909674350435,0.9446453290665288,1670.0,0.0,13.0,0.0,outside_support,13.0,log_gdppc_within,log_gdppc_sq_within,0.13600267208525513,0.14375226874011252,0.3627643022087701,-0.00520651368279728,0.007864186102843016,0.5204486552203724,,
baseline_threshold20,Exports,Gini,partner_gini,log_gdppc,fixed,mundlak,between,1670,13,7.585966524571462,10.532353703185134,8.870337078259148,7117.679783964335,,,True,-0.06273779883353231,0.08118472069700522,0.21967393621369524,0.19364699961326637,0.21967393621369524,764.0,906.0,12.0,13.0,suggestive_only,13.0,log_gdppc_mean,log_gdppc_sq_mean,-0.43329039396271285,0.4985423044469102,0.40183364160669743,0.024423558549127224,0.027836108303800986,0.3974926473795035,,
baseline_threshold20,Exports,Gini,partner_gini,log_gdppc,natural,pooled_year_fe,overall,1704,13,7.5642474179024495,10.524102735097753,3.1334153147091315,22.952234938564533,,,False,0.016654477880583007,0.027779892647355187,0.6649957528498982,0.1455804230687735,0.6649957528498982,0.0,1704.0,0.0,13.0,outside_support,13.0,log_gdppc,log_gdppc_sq,-0.011777786843219146,0.17357263501196815,0.9470185063827565,0.0018793848979946747,0.009135673290445838,0.8404587855229144,,
baseline_threshold20,Exports,Gini,partner_gini,log_gdppc,natural,entity_year_fe_logpop,within,1670,13,7.585966524571462,10.532353703185134,13.334058778467625,617885.7065432476,,,False,0.032605088939096846,0.01589220199080591,0.8625877695335386,0.36645372426001477,0.8625877695335386,1670.0,0.0,13.0,0.0,outside_support,13.0,log_gdppc,log_gdppc_sq,0.0756352113340552,0.14377632292756487,0.6084306832141672,-0.002836166113809022,0.00850145304293453,0.7444313904275863,,
baseline_threshold20,Exports,Theil,partner_theil,gdppc_10k,fixed,pooled_minimal,overall,1704,13,0.1928017329742103,3.7201554178929896,6.60214446796882,66021.4446796882,,,False,0.27696302288978847,0.12453763704757526,0.9998252483248254,0.0007976761957521061,0.9998252483248254,1694.0,10.0,13.0,1.0,outside_support,13.0,gdppc_10k,gdppc_10k_sq,0.28529444671759724,0.05883865580326248,0.00039908040942088614,-0.0216061953886151,0.007947893302880924,0.018660201916851242,,
baseline_threshold20,Exports,Theil,partner_theil,gdppc_10k,fixed,pooled_year_fe,overall,1704,13,0.1928017329742103,3.7201554178929896,8.461800149917178,84618.00149917178,-275552.25325188803,309422.8909477236,False,0.20530867083457077,0.1177289834167766,0.933093309330933,0.1424142414241424,0.933093309330933,1704.0,0.0,13.0,0.0,outside_support,13.0,gdppc_10k,gdppc_10k_sq,0.2100956916484133,0.1403978673921608,0.16037249413325025,-0.012414361479009267,0.016860129646224804,0.47568755841534294,,
baseline_threshold20,Exports,Theil,partner_theil,gdppc_10k,fixed,entity_year_fe,within,1704,13,0.1928017329742103,3.7201554178929896,1.884269606309664,18842.69606309664,,,True,-0.02147686741532073,0.023310567576605677,0.44792373244204875,0.40607468381101675,0.44792373244204875,1328.0,376.0,13.0,12.0,suggestive_only,13.0,gdppc_10k,gdppc_10k_sq,-0.023924905194699815,0.1647530320795237,0.8869503437694092,0.006348588629404437,0.01234545644828133,0.6164190359746944,,
baseline_threshold20,Exports,Theil,partner_theil,gdppc_10k,fixed,entity_year_fe_logpop,within,1670,13,0.19703535929864802,3.7509660250894936,1.1663226496464365,11663.226496464365,-243504.54754824252,401898.91418312816,True,-0.012790214067973378,0.034105618004569564,0.45474547454745473,0.44714471447144716,0.45474547454745473,1091.0,579.0,13.0,12.0,suggestive_only,13.0,gdppc_10k,gdppc_10k_sq,-0.015390190823559965,0.13698022525115744,0.9124007994215546,0.006597741554717044,0.01019107916092353,0.5295616100090952,0.8414841484148415,
baseline_threshold20,Exports,Theil,partner_theil,gdppc_10k,fixed,mundlak,within,1670,13,0.19703535929864802,3.7509660250894936,6.117090371955639,61170.90371955639,,,False,0.29320393566886427,0.11718758851055142,0.9862284813755003,0.08039724261463344,0.9862284813755003,1659.0,11.0,13.0,1.0,outside_support,13.0,gdppc_10k_within,gdppc_10k_sq_within,0.30296255154131435,0.12086109684348147,0.027574301528743645,-0.024763615797657162,0.013201452393646155,0.08520877989858723,,
baseline_threshold20,Exports,Theil,partner_theil,gdppc_10k,fixed,mundlak,between,1670,13,0.19703535929864802,3.7509660250894936,-0.9012761111164254,-9012.761111164253,,,False,0.03869724892009392,0.16391431468276796,0.5418489657826755,0.19692212330275272,0.5418489657826755,0.0,1670.0,0.0,13.0,outside_support,13.0,gdppc_10k_mean,gdppc_10k_sq_mean,0.03175502301221153,0.3871050715413949,0.9359736282247801,0.01761670070943968,0.07015741431841964,0.8059830940453523,,
baseline_threshold20,Exports,Theil,partner_theil,gdppc_10k,natural,pooled_year_fe,overall,1704,13,0.1928017329742103,3.7201554178929896,8.461800149917178,84618.00149917178,,,False,0.20530867083457077,0.1177289834167766,0.9239642764889613,0.010608315972566618,0.9239642764889613,1704.0,0.0,13.0,0.0,outside_support,13.0,gdppc_10k,gdppc_10k_sq,0.2100956916484133,0.1403978673921608,0.16037249413325025,-0.012414361479009267,0.016860129646224804,0.47568755841534294,,
baseline_threshold20,Exports,Theil,partner_theil,gdppc_10k,natural,entity_year_fe_logpop,within,1670,13,0.19703535929864802,3.7509660250894936,1.1663226496464365,11663.226496464365,,,True,-0.012790214067973378,0.034105618004569564,0.4626183829409458,0.3364472077252101,0.4626183829409458,1091.0,579.0,13.0,12.0,suggestive_only,13.0,gdppc_10k,gdppc_10k_sq,-0.015390190823559965,0.13698022525115744,0.9124007994215546,0.006597741554717044,0.01019107916092353,0.5295616100090952,,
baseline_threshold20,Exports,Theil,partner_theil,log_gdppc,fixed,pooled_year_fe,overall,1704,13,7.5642474179024495,10.524102735097753,4.714525743188192,111.55589248426745,,,False,0.1450191554411554,0.29564288902759966,0.7252764046751705,0.06677424103964613,0.7252764046751705,0.0,1704.0,0.0,13.0,outside_support,13.0,log_gdppc,log_gdppc_sq,-0.2399169531709765,1.1057350470443301,0.8318728958348696,0.02544444194812403,0.05908921239806141,0.674384381298886,,
baseline_threshold20,Exports,Theil,partner_theil,log_gdppc,fixed,entity_year_fe_logpop,within,1670,13,7.585966524571462,10.532353703185134,15.752424616951378,6937309.775765195,,,False,0.27950500754977003,0.17866202748581897,0.9263489957391216,0.2725757643137381,0.9263489957391216,1670.0,0.0,13.0,0.0,outside_support,13.0,log_gdppc,log_gdppc_sq,0.5391421240006713,0.9670966382321975,0.5874447015757536,-0.01711298854337934,0.05679438058758275,0.7683319224598721,,
baseline_threshold20,Exports,Theil,partner_theil,log_gdppc,fixed,mundlak,within,1670,13,7.585966524571462,10.532353703185134,16.566715395635278,15661490.074603729,,,False,0.4156277400717428,0.27926937374783306,0.9575849046306396,0.12701020407819352,0.9575849046306396,1670.0,0.0,13.0,0.0,outside_support,13.0,log_gdppc_within,log_gdppc_sq_within,0.7667051577942637,0.9960708377021128,0.4563456926191186,-0.023139926638573824,0.05472271562838783,0.6798778306132338,,
baseline_threshold20,Exports,Theil,partner_theil,log_gdppc,fixed,mundlak,between,1670,13,7.585966524571462,10.532353703185134,8.632978373609298,5613.773292661084,,,True,-0.35641163700925826,0.6465633327179856,0.2455662689751148,0.12316695505721731,0.2455662689751148,607.0,1063.0,12.0,13.0,suggestive_only,13.0,log_gdppc_mean,log_gdppc_sq_mean,-2.938738427106784,3.078201627354951,0.3585698898596231,0.17020420415336618,0.17058302819588902,0.3380816593047963,,
baseline_threshold20,Exports,Theil,partner_theil,log_gdppc,natural,pooled_year_fe,overall,1704,13,7.5642474179024495,10.524102735097753,4.714525743188192,111.55589248426745,,,False,0.1450191554411554,0.29564288902759966,0.7252764046751705,0.06677424103964613,0.7252764046751705,0.0,1704.0,0.0,13.0,outside_support,13.0,log_gdppc,log_gdppc_sq,-0.2399169531709765,1.1057350470443301,0.8318728958348696,0.02544444194812403,0.05908921239806141,0.674384381298886,,
baseline_threshold20,Exports,Theil,partner_theil,log_gdppc,natural,entity_year_fe_logpop,within,1670,13,7.585966524571462,10.532353703185134,15.752424616951378,6937309.775765195,,,False,0.27950500754977003,0.17866202748581897,0.9263489957391216,0.2725757643137381,0.9263489957391216,1670.0,0.0,13.0,0.0,outside_support,13.0,log_gdppc,log_gdppc_sq,0.5391421240006713,0.9670966382321975,0.5874447015757536,-0.01711298854337934,0.05679438058758275,0.7683319224598721,,
baseline_threshold20,Exports,HHI,partner_hhi,gdppc_10k,fixed,pooled_minimal,overall,1704,13,0.1928017329742103,3.7201554178929896,4.013637414502162,40136.37414502162,,,False,-0.07063943719428531,-0.005425881873788551,3.400581887872643e-05,0.7880920389517916,0.7880920389517916,1637.0,67.0,13.0,5.0,outside_support,13.0,gdppc_10k,gdppc_10k_sq,-0.07420394690958788,0.012719024412940308,8.0344647502297e-05,0.009243977375917489,0.002290148743650067,0.001650094632077843,,
baseline_threshold20,Exports,HHI,partner_hhi,gdppc_10k,fixed,pooled_year_fe,overall,1704,13,0.1928017329742103,3.7201554178929896,3.3206093130252534,33206.093130252535,-32002.494809984277,132714.82025103472,True,-0.015965349693198197,0.0020394135890752416,0.34133413341334135,0.23622362236223624,0.34133413341334135,1573.0,131.0,13.0,7.0,insufficient_support,13.0,gdppc_10k,gdppc_10k_sq,-0.016949472600253004,0.028148323207325864,0.5582816575368486,0.0025521630222754394,0.0034188767001508864,0.4697434497387295,,
baseline_threshold20,Exports,HHI,partner_hhi,gdppc_10k,fixed,entity_year_fe,within,1704,13,0.1928017329742103,3.7201554178929896,5.1117746891444025,51117.746891444025,,,False,-0.03648580833854119,-0.010322145387567089,0.1819763893570432,0.7661034620852467,0.7661034620852467,1687.0,17.0,13.0,2.0,outside_support,13.0,gdppc_10k,gdppc_10k_sq,-0.03791588879218787,0.04004958700728464,0.36245450353647546,0.0037086815340969335,0.0036259166379119263,0.3265681593948011,,
baseline_threshold20,Exports,HHI,partner_hhi,gdppc_10k,fixed,entity_year_fe_logpop,within,1670,13,0.19703535929864802,3.7509660250894936,4.718130596113009,47181.30596113009,-77082.55152001952,140744.74799245122,False,-0.0357874227864494,-0.007655739504324604,0.13021302130213022,0.76997699769977,0.76997699769977,1642.0,28.0,13.0,2.0,outside_support,13.0,gdppc_10k,gdppc_10k_sq,-0.037347086393993575,0.031721517727551565,0.26188278935055953,0.003957826689320729,0.002968309654175208,0.2071723731893903,0.8414841484148415,
