model_label,sample,flow,dimension,metric,outcome,term,coefficient,std_error,t_stat,p_value,ci_low,ci_high,nobs,clusters,r_squared,status,candidate_rows,dropped_rows,dropped_regressors,fixed_effects,se_method,cluster_col,p_value_reference,variant,benchmark_policy
main_year_fe,cadot_broad_156,Exports,product,market_component_share,market_component_share,log_population,0.05636754664027789,0.005864804771282955,9.611154819045614,2.005495779297761e-17,0.04478169485078253,0.06795339842977324,3635,155,0.573171484985355,ok,3635,0,,year,clustered by reporter_code,reporter_code,"Student t, df=154",noncommodity_broad,exclude_importer
main_year_fe,cadot_broad_156,Exports,product,market_component_share,market_component_share,log_gdp_per_capita,0.11635123982367379,0.008650143621250857,13.450787052579456,9.059970074227498e-28,0.09926298439795436,0.13343949524939322,3635,155,0.573171484985355,ok,3635,0,,year,clustered by reporter_code,reporter_code,"Student t, df=154",noncommodity_broad,exclude_importer
main_two_way_clustered,cadot_broad_156,Exports,product,market_component_theil,market_component_theil,log_population,0.08294118786760221,0.020385316947743495,4.068672961044307,0.0004429027386253122,0.040867961540823096,0.12501441419438133,3635,25,0.3367846085659053,ok,3635,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=24",noncommodity_broad,exclude_importer
main_two_way_clustered,cadot_broad_156,Exports,product,market_component_theil,market_component_theil,log_gdp_per_capita,0.28569646423763584,0.02993425342714488,9.544131940119192,1.212984220881114e-09,0.22391520164594286,0.3474777268293288,3635,25,0.3367846085659053,ok,3635,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=24",noncommodity_broad,exclude_importer
main_two_way_clustered,cadot_broad_156,Exports,product,specialization_kl,specialization_kl,log_population,-0.5382182992601336,0.04331571729462797,-12.425473543454022,6.055417155844532e-12,-0.6276175458804023,-0.448819052639865,3635,25,0.5647320230708472,ok,3635,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=24",noncommodity_broad,exclude_importer
main_two_way_clustered,cadot_broad_156,Exports,product,specialization_kl,specialization_kl,log_gdp_per_capita,-0.7076881313453188,0.05521020985293491,-12.818066318356856,3.153271256381275e-12,-0.8216364040479724,-0.5937398586426652,3635,25,0.5647320230708472,ok,3635,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=24",noncommodity_broad,exclude_importer
main_two_way_clustered,cadot_broad_156,Exports,product,market_component_share,market_component_share,log_population,0.05636754664027789,0.005728405840956998,9.840005789614414,6.729226189919457e-10,0.044544698064705186,0.06819039521585059,3635,25,0.573171484985355,ok,3635,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=24",noncommodity_broad,exclude_importer
main_two_way_clustered,cadot_broad_156,Exports,product,market_component_share,market_component_share,log_gdp_per_capita,0.11635123982367379,0.008473760128502577,13.73076863862496,7.321868415241056e-13,0.09886225848287644,0.13384022116447114,3635,25,0.573171484985355,ok,3635,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=24",noncommodity_broad,exclude_importer
country_year_fe_diagnostic,cadot_broad_156,Exports,product,market_component_theil,market_component_theil,log_population,-0.2241037894806942,0.1809305153010854,-1.2386179805422233,0.217371669664986,-0.5815298618266345,0.1333222828652461,3635,155,0.7901226747881855,ok,3635,0,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=154",noncommodity_broad,exclude_importer
country_year_fe_diagnostic,cadot_broad_156,Exports,product,market_component_theil,market_component_theil,log_gdp_per_capita,0.2816880939934007,0.06990134073286375,4.029795294912942,8.748630114998384e-05,0.14359883012165348,0.41977735786514797,3635,155,0.7901226747881855,ok,3635,0,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=154",noncommodity_broad,exclude_importer
country_year_fe_diagnostic,cadot_broad_156,Exports,product,specialization_kl,specialization_kl,log_population,-0.05069759431463844,0.43863883843384815,-0.1155793556622876,0.9081364967008922,-0.9172233815147555,0.8158281928854787,3635,155,0.9165362195784537,ok,3635,0,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=154",noncommodity_broad,exclude_importer
country_year_fe_diagnostic,cadot_broad_156,Exports,product,specialization_kl,specialization_kl,log_gdp_per_capita,-0.37005195218897513,0.11748757426910818,-3.149711401321148,0.001963628978722174,-0.6021472521475189,-0.1379566522304314,3635,155,0.9165362195784537,ok,3635,0,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=154",noncommodity_broad,exclude_importer
country_year_fe_diagnostic,cadot_broad_156,Exports,product,market_component_share,market_component_share,log_population,-0.06131744184049136,0.03443098994864695,-1.780879432509636,0.07690351560782613,-0.12933545131693705,0.006700567635954335,3635,155,0.9214436197970184,ok,3635,0,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=154",noncommodity_broad,exclude_importer
country_year_fe_diagnostic,cadot_broad_156,Exports,product,market_component_share,market_component_share,log_gdp_per_capita,0.07852071592603657,0.01702967858907741,4.610816082952888,8.372839191215733e-06,0.044878789237890016,0.11216264261418313,3635,155,0.9214436197970184,ok,3635,0,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=154",noncommodity_broad,exclude_importer
main_year_fe,cadot_broad_156,Exports,product,market_component_theil,market_component_theil,log_population,0.08361071618481147,0.020898281867374816,4.000841634514447,9.776396049547728e-05,0.04232640991837509,0.12489502245124787,3635,155,0.33913865718126135,ok,3635,0,,year,clustered by reporter_code,reporter_code,"Student t, df=154",noncommodity_broad,inclusive_imports
main_year_fe,cadot_broad_156,Exports,product,market_component_theil,market_component_theil,log_gdp_per_capita,0.28787588772920847,0.030865823180000484,9.32668751616959,1.120777809409783e-16,0.22690082262980743,0.3488509528286095,3635,155,0.33913865718126135,ok,3635,0,,year,clustered by reporter_code,reporter_code,"Student t, df=154",noncommodity_broad,inclusive_imports
main_year_fe,cadot_broad_156,Exports,product,specialization_kl,specialization_kl,log_population,-0.5388878275773425,0.044002670629811974,-12.246707298993893,1.6515543338518836e-24,-0.6258145779365807,-0.45196107721810447,3635,155,0.5660458585525345,ok,3635,0,,year,clustered by reporter_code,reporter_code,"Student t, df=154",noncommodity_broad,inclusive_imports
main_year_fe,cadot_broad_156,Exports,product,specialization_kl,specialization_kl,log_gdp_per_capita,-0.7098675548368918,0.05668305999200893,-12.523451538025075,2.9337205788712165e-25,-0.8218442629548038,-0.5978908467189797,3635,155,0.5660458585525345,ok,3635,0,,year,clustered by reporter_code,reporter_code,"Student t, df=154",noncommodity_broad,inclusive_imports
main_year_fe,cadot_broad_156,Exports,product,market_component_share,market_component_share,log_population,0.056763309278737656,0.005870830862858139,9.668701177860738,1.413850671761737e-17,0.045165553017297744,0.06836106554017757,3635,155,0.5748971981553751,ok,3635,0,,year,clustered by reporter_code,reporter_code,"Student t, df=154",noncommodity_broad,inclusive_imports
main_year_fe,cadot_broad_156,Exports,product,market_component_share,market_component_share,log_gdp_per_capita,0.11726863114335491,0.008728172127523264,13.435646024161471,9.95445121475212e-28,0.10002623133529315,0.13451103095141667,3635,155,0.5748971981553751,ok,3635,0,,year,clustered by reporter_code,reporter_code,"Student t, df=154",noncommodity_broad,inclusive_imports
main_two_way_clustered,cadot_broad_156,Exports,product,market_component_theil,market_component_theil,log_population,0.08361071618481147,0.020394033941009755,4.09976351057655,0.00040937371349695226,0.0415194988681684,0.12570193350145453,3635,25,0.33913865718126135,ok,3635,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=24",noncommodity_broad,inclusive_imports
main_two_way_clustered,cadot_broad_156,Exports,product,market_component_theil,market_component_theil,log_gdp_per_capita,0.28787588772920847,0.03009227311544133,9.566438754056433,1.1598339816464787e-09,0.22576848853013154,0.3499832869282854,3635,25,0.33913865718126135,ok,3635,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=24",noncommodity_broad,inclusive_imports
main_two_way_clustered,cadot_broad_156,Exports,product,specialization_kl,specialization_kl,log_population,-0.5388878275773425,0.04327320355879225,-12.453153066081498,5.7802517177167045e-12,-0.6281993301593705,-0.44957632499531464,3635,25,0.5660458585525345,ok,3635,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=24",noncommodity_broad,inclusive_imports
main_two_way_clustered,cadot_broad_156,Exports,product,specialization_kl,specialization_kl,log_gdp_per_capita,-0.7098675548368918,0.05527168869070383,-12.843239851223956,3.025619487357981e-12,-0.8239427136243872,-0.5957923960493964,3635,25,0.5660458585525345,ok,3635,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=24",noncommodity_broad,inclusive_imports
main_two_way_clustered,cadot_broad_156,Exports,product,market_component_share,market_component_share,log_population,0.056763309278737656,0.005735073488589751,9.897573133399497,6.008004904197171e-10,0.04492669935480627,0.06859991920266904,3635,25,0.5748971981553751,ok,3635,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=24",noncommodity_broad,inclusive_imports
main_two_way_clustered,cadot_broad_156,Exports,product,market_component_share,market_component_share,log_gdp_per_capita,0.11726863114335491,0.008550908673353664,13.714171864422706,7.513762655648533e-13,0.09962042303180771,0.1349168392549021,3635,25,0.5748971981553751,ok,3635,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=24",noncommodity_broad,inclusive_imports
country_year_fe_diagnostic,cadot_broad_156,Exports,product,market_component_theil,market_component_theil,log_population,-0.22499531182823213,0.18179270402695283,-1.2376476439608601,0.21773040292902085,-0.5841246277060606,0.1341340040495963,3635,155,0.7924866208697517,ok,3635,0,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=154",noncommodity_broad,inclusive_imports
country_year_fe_diagnostic,cadot_broad_156,Exports,product,market_component_theil,market_component_theil,log_gdp_per_capita,0.2805718433752865,0.06982216063075265,4.018378131537092,9.140952999994373e-05,0.14263899884970882,0.4185046879008642,3635,155,0.7924866208697517,ok,3635,0,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=154",noncommodity_broad,inclusive_imports
country_year_fe_diagnostic,cadot_broad_156,Exports,product,specialization_kl,specialization_kl,log_population,-0.04980607196709827,0.43915685998581605,-0.11341294308531788,0.9098508925276356,-0.9173552045570316,0.817743060622835,3635,155,0.9170499575225765,ok,3635,0,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=154",noncommodity_broad,inclusive_imports
country_year_fe_diagnostic,cadot_broad_156,Exports,product,specialization_kl,specialization_kl,log_gdp_per_capita,-0.3689357015708621,0.11732590823292073,-3.144537358606542,0.0019965258065027525,-0.6007116322054968,-0.13715977093622736,3635,155,0.9170499575225765,ok,3635,0,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=154",noncommodity_broad,inclusive_imports
country_year_fe_diagnostic,cadot_broad_156,Exports,product,market_component_share,market_component_share,log_population,-0.061105511662404355,0.034578608022879403,-1.7671478164179735,0.07918422954229125,-0.12941513888167455,0.007204115556865842,3635,155,0.9227078614140125,ok,3635,0,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=154",noncommodity_broad,inclusive_imports
country_year_fe_diagnostic,cadot_broad_156,Exports,product,market_component_share,market_component_share,log_gdp_per_capita,0.07835732147426142,0.017008709649283103,4.606893943748642,8.512715849634665e-06,0.04475681867627217,0.11195782427225066,3635,155,0.9227078614140125,ok,3635,0,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=154",noncommodity_broad,inclusive_imports
