country,iso3,reporter_code,year,population,log_population,population_quartile,is_bottom_population_quartile,world_relative_product_gini,active_product_gini,world_weighted_product_coverage,country_total_imports,country_active_products,world_benchmark_products,sample_window,world_relative_import_product_gini,total_positive_loo_contribution,total_raw_loo_contribution,positive_driver_product_count,main_positive_driver_bucket,top_positive_driver_product_id,top_positive_driver_contribution,overweight_niche_product_positive_share,overweight_large_world_product_positive_share,overweight_mid_world_product_positive_share,missing_large_world_product_positive_share,underweight_large_world_product_positive_share,underweight_other_product_positive_share,near_world_share_positive_share,overweight_niche_product_positive_contribution,overweight_large_world_product_positive_contribution,overweight_mid_world_product_positive_contribution,missing_large_world_product_positive_contribution,underweight_large_world_product_positive_contribution,underweight_other_product_positive_contribution,near_world_share_positive_contribution
Croatia,HRV,191,2000,4468302.0,15.31251902865066,1,True,0.6005189043023619,0.8387263408696684,0.9725582649918865,7883926250.0,4627,5037,balanced_2000_2024,0.6005189043023619,0.1418094597031181,0.0015091591021123563,2450,underweight_large_world_product,HS1992:890120,0.006635176208342752,0.03547008259072133,0.14312700306333878,0.12819543180605616,0.042515793151971036,0.4787592594055372,0.17193242998237546,0.0,0.005029993247815168,0.0202967629733386,0.018179324920824746,0.006029141655730541,0.06789259190416419,0.024381645001244845,0.0
Czech Republic,CZE,203,2000,10255063.0,16.14328209281446,2,False,0.5063634867347702,0.8222038720902498,0.9968077201383861,32242581116.0,4927,5037,balanced_2000_2024,0.5063634867347702,0.1219975239547667,0.0015501952437031452,2346,underweight_large_world_product,HS1992:271121,0.006274791145983727,0.04848525508569942,0.14184915856170638,0.2299519191050905,0.005217494757592449,0.38060638523779905,0.1938897872521122,0.0,0.005915081068770589,0.017305246119595274,0.028053564759467853,0.0006365214416732545,0.04643303660038556,0.023654073964874178,0.0
Denmark,DNK,208,2000,5339616.0,15.490664298238363,2,False,0.5105668353448776,0.8086686743490135,0.992080710015295,43372646886.0,4825,5037,balanced_2000_2024,0.5105668353448776,0.13375851642415937,0.0016314332768846418,2372,underweight_large_world_product,HS1992:870324,0.005213975594325793,0.06725160367547207,0.11109710390105287,0.2014747933092359,0.009418612668875273,0.43350536882431495,0.17725251762104893,0.0,0.008995474734776687,0.014860183796825521,0.026948969449907545,0.0012598196573625486,0.057985034995848395,0.02370903378943867,0.0
Finland,FIN,246,2000,5176209.0,15.459583493018465,2,False,0.45323018692014344,0.8522028418316554,0.9896203938527163,33110184748.0,4812,5037,balanced_2000_2024,0.45323018692014344,0.14646418607592132,0.00018494071327168626,2769,underweight_large_world_product,HS1992:870324,0.006264501562704361,0.06916280353030128,0.17500622957117473,0.148295245051502,0.017231936152845188,0.3414745546254226,0.24882923106875418,0.0,0.010129873725794436,0.02563214497235794,0.021719942365397538,0.0025238615031387135,0.05001379270885026,0.036444570800382436,0.0
France,FRA,251,2000,60918661.0,17.925050106104244,4,False,0.35301270875517254,0.8043891292834138,0.9982359292725891,292755017250.0,4974,5037,balanced_2000_2024,0.35301270875517254,0.11405468267827523,0.000648387250300142,2296,underweight_large_world_product,HS1992:870332,0.00961161390054327,0.07116725706597503,0.2369705332361722,0.12860408069515772,0.002373974365210051,0.35066416045591503,0.21021999418156995,0.0,0.008116958921743023,0.027027598972353295,0.014667897614817516,0.00027076289291039224,0.03999488954744318,0.023976574729007827,0.0
Georgia,GEO,268,2000,4077131.0,15.220904112754404,1,True,0.8547170368717363,0.9138191917449352,0.8458764626600912,703586400.0,3085,5037,balanced_2000_2024,0.8547170368717363,0.09300380645962603,0.0029926227461654076,3317,underweight_large_world_product,HS1992:270900,0.009340962225907079,0.04649899391804078,0.14631250141218383,0.12054761507273724,0.11786019931257599,0.3525701402717319,0.2162105500127303,0.0,0.004324583430920792,0.013607619563962503,0.011211387061394351,0.010961447166159766,0.03279036508927535,0.02010840414791326,0.0
Germany,DEU,276,2000,82211508.0,18.224805850227323,4,False,0.35475869519925657,0.8225304932218136,0.9906705510575177,426323175000.0,4891,5037,balanced_2000_2024,0.35475869519925657,0.12019507487976527,0.0006190078052117909,2575,underweight_large_world_product,HS1992:880240,0.007133037744208481,0.02997824943296995,0.23183068103164448,0.10442089995610651,0.0243845802907988,0.34259219845867167,0.26679339082980863,0.0,0.003603237935360104,0.027864906066025485,0.0125508778892367,0.0029309064539642105,0.041177894946963445,0.03206725158821533,0.0
Greece,GRC,300,2000,10805808.0,16.19559432532158,2,False,0.566082552054046,0.8580294058851554,0.9922028358716691,29248728292.0,4841,5037,balanced_2000_2024,0.566082552054046,0.15376947184406853,0.0017254269801249,2388,underweight_large_world_product,HS1992:890190,0.012430269677364492,0.029790786979699103,0.236881926073166,0.13575418513552873,0.008495025076138868,0.4222285742611927,0.16684950247427463,0.0,0.0045809135796874845,0.03642520866167642,0.02087484934891215,0.0013062755192599917,0.06492586486161767,0.025656359872914813,0.0
Guyana,GUY,328,2000,764832.0,13.547411480848202,1,True,0.8525404572857941,0.8893683910383696,0.8481398861326354,572698570.0,3406,5037,balanced_2000_2024,0.8525404572857941,0.08904719355472679,0.0034169119707643247,3067,underweight_large_world_product,HS1992:270900,0.009812183519087192,0.10194915149325305,0.022850913400418487,0.11313646068263392,0.13219241413246646,0.40850773952799646,0.22136332076323162,0.0,0.009078285825759869,0.002034809708469365,0.01007448431250324,0.011771363487720343,0.036376467750353414,0.019711782469920558,0.0
"China, Hong Kong SAR",HKG,344,2000,6665000.0,15.712380511594946,2,False,0.6678555929120802,0.8751589710482943,0.9131433773333639,213952150399.0,4652,5037,balanced_2000_2024,0.6678555929120802,0.1414410730509802,0.002336841924762356,2915,underweight_large_world_product,HS1992:270900,0.022973188328699434,0.04270299589752955,0.11326371115801322,0.11652405994671934,0.18713099642191175,0.3238946539888818,0.21648358258694436,0.0,0.006039957562238185,0.016020140843925668,0.016481288075120726,0.02646800893501433,0.04581200741566338,0.030619670219017903,0.0
Hungary,HUN,348,2000,10210971.0,16.138973288459212,2,False,0.5957260946436862,0.8456456974821271,0.8928840806826657,30708895000.0,4431,5037,balanced_2000_2024,0.5957260946436862,0.14341135335864985,0.0035723499050780427,2364,missing_large_world_product,HS1992:270900,0.027046577058858712,0.02066175349300177,0.22634771187037328,0.07027915345267874,0.2653111415259408,0.2394525324466487,0.1779477072113567,0.0,0.0029631300311941944,0.032460831688963965,0.010078828509548887,0.03804862986736346,0.03434021174332991,0.02551972151824944,0.0
Iceland,ISL,352,2000,281205.0,12.546839219699402,1,True,0.6965977581000343,0.8620689724921116,0.9368830171036905,2581350114.0,4202,5037,balanced_2000_2024,0.6965977581000343,0.15078145549541477,0.0032929754484172236,2713,underweight_large_world_product,HS1992:270900,0.020196552794677913,0.05475383704170409,0.1179386771927081,0.1674394886765295,0.060956958257278246,0.41558261653629286,0.18332842229548724,0.0,0.008255863243106898,0.017782965406320406,0.025246769810055136,0.009191178888605656,0.06266215179993506,0.027642526347391616,0.0
Ireland,IRL,372,2000,3805174.0,15.151872277535919,1,True,0.5943563371007313,0.8835429928854772,0.99371314171299,48701371609.32,4807,5037,balanced_2000_2024,0.5943563371007313,0.13136821648850971,0.006512312120812935,2521,underweight_large_world_product,HS1992:847330,0.012402909891591096,0.03256389540904234,0.22503182406558245,0.09354946815291285,0.0025338499109875765,0.4292537426847165,0.21706721977675827,0.0,0.004277860861804261,0.029562029380651667,0.0122894267846968,0.000332867343656007,0.05639029859750888,0.0285157335201921,0.0
Italy,ITA,380,2000,56942108.0,17.85754566055495,4,False,0.4355463254416347,0.8162626229886809,0.9869477749870317,229687256244.94598,4983,5037,balanced_2000_2024,0.4355463254416347,0.12426260061021166,0.00111591065270783,2126,underweight_large_world_product,HS1992:870332,0.00952625026130155,0.0666950682071832,0.24475747378483828,0.2049252613307697,0.05553051718694257,0.2915188274893356,0.13657285200093067,0.0,0.00828770262330003,0.03041420021128971,0.025464545903688685,0.006900366478879538,0.036224887630664504,0.016970897762389192,0.0
Japan,JPN,392,2000,126843000.0,18.658460659199566,4,False,0.5680905969830938,0.8821488682904886,0.9952459128479328,374175156844.0,4890,5037,balanced_2000_2024,0.5680905969830938,0.14206814591289263,0.0025729244935978057,2857,underweight_large_world_product,HS1992:271111,0.013528780637794724,0.09039995204991684,0.2300898799830134,0.11277027688528356,0.006084127346677646,0.32884313115870994,0.23181263257639864,0.0,0.012842953578346084,0.0326884426425067,0.016021064151175768,0.0008643606916404201,0.04671813393990809,0.03293319090931557,0.0
Korea,KOR,410,2000,47008111.0,17.665830719253158,4,False,0.6249251359392082,0.8940133779960981,0.9934073853777394,160464023849.0,4875,5037,balanced_2000_2024,0.6249251359392082,0.13443852880918483,0.00519619732227361,2672,underweight_large_world_product,HS1992:854219,0.011453478434263809,0.028673932199625198,0.1862805729499288,0.0607383230401036,0.007454352117510093,0.49758280700232427,0.21927001269050803,0.0,0.0038548812600919247,0.02504328617312046,0.008165570791848542,0.0010021521319036886,0.06689430053413703,0.029478337918083186,0.0
Kyrgyzstan,KGZ,417,2000,4898362.0,15.404411421480646,2,False,0.8353483644251172,0.8987559188957703,0.8597979873524412,547299815.0,3124,5037,balanced_2000_2024,0.8353483644251172,0.096645389622397,0.003014454195916505,3329,underweight_large_world_product,HS1992:100190,0.005893137438807261,0.1088499121288186,0.11958855680142821,0.1069786475513937,0.11073786539771778,0.32252756934341803,0.23131744877722368,0.0,0.01051984216805335,0.011557682666454183,0.01033899307388153,0.01070230414731499,0.031170802603159298,0.022355764963533642,0.0
Luxembourg,LUX,442,2000,436300.0,12.986085359111701,1,True,0.7153464071852771,0.8859986629535423,0.9630833187635461,10039049578.0,4582,5037,balanced_2000_2024,0.7153464071852771,0.13964123384548954,0.0030574204069606647,2626,underweight_large_world_product,HS1992:270900,0.01895756490664513,0.03946411677478135,0.11538247616789993,0.2165490510960094,0.04562289569561034,0.41371591491655646,0.16926554534914257,0.0,0.005510817959052949,0.016112151336233338,0.03023917668311671,0.0063708374465391016,0.057771800820463515,0.02363644960008393,0.0
Mexico,MEX,484,2000,98625552.0,18.406840934072825,4,False,0.5886006163487549,0.8525713615182124,0.9313423769612437,170030793035.0,4868,5037,balanced_2000_2024,0.5886006163487549,0.13599064219702783,0.002938854334721963,2372,underweight_large_world_product,HS1992:270900,0.028225945673231112,0.03650346000202133,0.18898444241261642,0.10180147455088309,0.21120236667381354,0.2894848821055369,0.17202337425512873,0.0,0.004964128968088399,0.02570011568893893,0.013844047900778977,0.02872154547750405,0.03936723502386286,0.02339356913785462,0.0
Morocco,MAR,504,2000,28423435.0,17.162724538917185,3,False,0.7328853059686186,0.8858936052546196,0.9551864088464295,11537431539.757,4478,5037,balanced_2000_2024,0.7328853059686186,0.13454150502730444,0.002466881059379422,2722,underweight_large_world_product,HS1992:100190,0.00628993751065865,0.07511121100776441,0.20796943787006583,0.14913041914556635,0.05068083193770282,0.34950053282486365,0.16760756721403697,0.0,0.01010557537340806,0.02798052117072114,0.020064231037197233,0.006818675404934416,0.04702232769410197,0.02255017434694162,0.0
Mozambique,MOZ,508,2000,18129653.0,16.71305944300016,3,False,0.8632032034871129,0.8992408119793187,0.8693068088572355,1133102560.0,3719,5037,balanced_2000_2024,0.8632032034871129,0.10304251173774692,0.003185750476121907,2938,underweight_large_world_product,HS1992:271091,0.010803924131604359,0.22093050467424344,0.15183859946863268,0.08832568448166717,0.10325490702719038,0.27968060371353676,0.15596970063472962,0.0,0.02276523412112208,0.015645830667989635,0.00910130037994672,0.010639644969329232,0.028818991890972256,0.016071509708387,0.0
Netherlands,NLD,528,2000,15925513.0,16.58343297240444,3,False,0.42947883157860633,0.8484039312278566,0.9879438250580319,174557103739.0,4890,5037,balanced_2000_2024,0.42947883157860633,0.1289866437973881,0.000868434524811168,2752,underweight_large_world_product,HS1992:870324,0.004816886772914308,0.05798344262224509,0.1334268834376757,0.15299847778095627,0.03429718494715996,0.35768857748185795,0.26360543373010503,0.0,0.0074790896596618195,0.0172102858869711,0.019734760155074804,0.004423878778032464,0.04613704913404687,0.034001580183601054,0.0
New Zealand,NZL,554,2000,3857700.0,15.16558170892664,1,True,0.5090737853853884,0.8423514999236363,0.9713263977404093,13904403109.0,4639,5037,balanced_2000_2024,0.5090737853853884,0.14884500672756895,0.0005256427803171926,2713,underweight_large_world_product,HS1992:854211,0.009449623021668407,0.03703091320499556,0.11880545041908797,0.11907465743527085,0.04951561762234275,0.4471184134770876,0.22845494784121528,0.0,0.005511866525125586,0.017683598066901007,0.017723668187035857,0.007370152438117339,0.06655134326201706,0.0340043782483721,0.0
Niger,NER,562,2000,11509630.0,16.25869463422134,3,False,0.9212542868198955,0.9452666806550228,0.7675444272283356,325882418.0,3073,5037,balanced_2000_2024,0.9212542868198955,0.06664314864156373,0.0028237699262257943,3509,overweight_large_world_product,HS1992:270900,0.005239769314754339,0.05580735508342497,0.22810601876184022,0.1265125211823955,0.17206970591165627,0.22255923351593243,0.1949451655447506,0.0,0.0037191778601172176,0.015201703314380643,0.008431192754177363,0.011467266987780667,0.014832048080754778,0.012991759644353063,0.0
Norway,NOR,579,2000,4490967.0,15.317578604013486,1,True,0.5959070341240508,0.8437220452529002,0.9825067217468951,34173735227.867996,4820,5037,balanced_2000_2024,0.5959070341240508,0.1642154062946667,0.0030677252105462127,2317,underweight_large_world_product,HS1992:270900,0.018284008550619624,0.057604035118696134,0.19115494519455015,0.1955001604426816,0.030197084796397405,0.3835916312052601,0.14195214324241465,0.0,0.009459470031228934,0.031390586990357794,0.03210413827776748,0.004958826548754902,0.06299165556960573,0.023310728876951847,0.0
Panama,PAN,591,2000,3010369.0,14.917573220573479,1,True,0.6583349623686661,0.8667530215137222,0.9261684774993736,3404646360.0,4001,5037,balanced_2000_2024,0.6583349623686661,0.15278629651661246,0.0011706075317973186,3122,underweight_large_world_product,HS1992:854211,0.006254370781930252,0.07888840127335002,0.09642423052066157,0.10931807451479666,0.07891949956101507,0.3952900247924912,0.2411597693376855,0.0,0.012053066668671564,0.014732301075715992,0.01670230374744286,0.012057818060871917,0.06039489893800465,0.03684590802590548,0.0
Peru,PER,604,2000,26598331.0,17.096359027422515,3,False,0.6414544268522825,0.8670017502383216,0.9572474683423279,7414902743.0,4446,5037,balanced_2000_2024,0.6414544268522825,0.14641825065968705,0.0010282696302564842,2877,underweight_large_world_product,HS1992:854211,0.006938412894288204,0.03725433703600079,0.15726952800707314,0.1612276618311806,0.06284979637100971,0.3677409449761956,0.21365773177854014,0.0,0.005454714858297627,0.02302712917287031,0.02360667220327306,0.00920235723896079,0.05384398585935479,0.031283391326930476,0.0
Poland,POL,616,2000,38258629.0,17.459879687565387,3,False,0.5141170810808307,0.7972146923269077,0.961007813643542,48050306000.0,4207,5037,balanced_2000_2024,0.5141170810808307,0.13023838821143074,0.0006863750172469985,2695,underweight_large_world_product,HS1992:870324,0.004931678634445658,0.04973926122171052,0.06923016094350981,0.1944922447102204,0.08084658540385474,0.3905978035691043,0.21509394415160024,0.0,0.006477961212342898,0.009016424576900661,0.02533035647068227,0.010529328975395824,0.050870828375765176,0.028013488600343917,0.0
Senegal,SEN,686,2000,9968260.0,16.114916603136297,2,False,0.798133848403374,0.9081984293012976,0.8718716285517104,1546899251.0,3641,5037,balanced_2000_2024,0.798133848403374,0.12714422193873198,0.004284744227138537,3249,underweight_large_world_product,HS1992:100640,0.015043207674138137,0.05061395161167488,0.060483758285574056,0.2415146268269181,0.11605952657197245,0.3283481405111648,0.2029799961926957,0.0,0.0064352714969110325,0.007690160387149647,0.03070718931473171,0.014756298204571028,0.04174756885032149,0.025807733685047074,0.0
India,IND,699,2000,1057922733.0,20.779573136524686,4,False,0.8018397395660795,0.9331452001617704,0.9559998396482887,52133442780.0,4504,5037,balanced_2000_2024,0.8018397395660795,0.10932790390119618,0.01597467044270162,2684,underweight_large_world_product,HS1992:710231,0.013239346646228167,0.021523988715773715,0.27168924263824035,0.09309439291811697,0.05140247144840006,0.37290930371902803,0.18938060056044087,0.0,0.0023531725698885397,0.029703215410142314,0.01017781484269209,0.0056197244587946615,0.040769392520855874,0.020704584098822698,0.0
Singapore,SGP,702,2000,4027887.0,15.208752478802452,1,True,0.631544350076825,0.9099485102607694,0.9856687340591569,133437912197.0,4811,5037,balanced_2000_2024,0.631544350076825,0.12722654304337488,0.005211021733068533,2760,underweight_large_world_product,HS1992:854219,0.020611268871064015,0.011199846418595897,0.24666724337813828,0.04544594964486747,0.020745956293434016,0.4291409624343689,0.24680004183059545,0.0,0.0014249177424546788,0.03138262065703934,0.0057819310686397785,0.002639436301342557,0.054598121128831556,0.031399516145066975,0.0
Slovakia,SVK,703,2000,5388720.0,15.499818437874191,2,False,0.6109071001536739,0.850661634901398,0.9912748893144949,12774126952.0,4770,5037,balanced_2000_2024,0.6109071001536739,0.13423547417346038,0.0027654324633071825,2441,underweight_large_world_product,HS1992:271121,0.018192403476868346,0.03583914946224177,0.22264994894932366,0.16986872356790417,0.008696484437258857,0.3949865323410627,0.16795916124220886,0.0,0.004810885222037542,0.029887521471909206,0.02280240865537808,0.0011673767120775613,0.05302120446093339,0.022546077651124596,0.0
Slovenia,SVN,705,2000,1988925.0,14.50310484973452,1,True,0.5776240464832201,0.8195042807849113,0.9736885465985575,10109214659.0,4728,5037,balanced_2000_2024,0.5776240464832201,0.14201089447088067,0.00284457272142713,2389,underweight_large_world_product,HS1992:270900,0.023810700307074106,0.04482843980801899,0.03688732570157647,0.17927514314255938,0.04887594215728183,0.5323709490528846,0.15776220013767872,0.0,0.006366126834870811,0.0052384021175195805,0.025459023434070027,0.006940916263862618,0.07560247466531178,0.02240395115524585,0.0
South Africa,ZAF,710,2000,47159719.0,17.669050675176337,4,False,0.5364087042489223,0.8504791740683342,0.9892651617708321,24454164768.0,4822,5037,balanced_2000_2024,0.5364087042489223,0.12363771005056967,0.0035309241337029285,2538,underweight_large_world_product,HS1992:281820,0.0045238203895916484,0.04940407194979655,0.10071112165513306,0.12355640408326396,0.019791323763671237,0.4446973697803016,0.2618397087678336,0.0,0.006108206323046428,0.012451692458064989,0.015276230862937612,0.0024469539490097336,0.0549813644651479,0.03237326199236301,0.0
Zimbabwe,ZWE,716,2000,11892055.0,16.291381088047384,3,False,0.7901122481818826,0.877502912204577,0.9500378007297776,1994221383.46,4220,5037,balanced_2000_2024,0.7901122481818826,0.11553035145532575,0.00351915197092878,2588,underweight_large_world_product,HS1992:270900,0.013970058355201265,0.0732198100531571,0.1719159455485378,0.13140713974781923,0.03890929567408416,0.41808152365891105,0.16646628531749064,0.0,0.008459110388933433,0.01986150960999722,0.015181513038804662,0.004495204604106129,0.048301105365292085,0.019231908448192225,0.0
Spain,ESP,724,2000,40567864.0,17.518486784055394,3,False,0.42920348368787337,0.8260129782210099,0.9870832015943276,153113471935.34497,4788,5037,balanced_2000_2024,0.42920348368787337,0.13506384984339648,0.001845670643440045,2192,underweight_large_world_product,HS1992:870899,0.015359972004816147,0.040311557366430065,0.2575233733498952,0.0970540592646396,0.011469142662707139,0.41700423260016173,0.17663763475616623,0.0,0.0054446341310929736,0.03478209822929518,0.013108494887211386,0.0015490665624283695,0.056322197055969025,0.023857358977399545,0.0
Sweden,SWE,752,2000,8872109.0,15.998423093779971,2,False,0.41959377188462005,0.8452008774529014,0.9956558857820723,68623197995.0,4895,5037,balanced_2000_2024,0.41959377188462005,0.13031769285987627,0.0004807651705990845,2827,underweight_large_world_product,HS1992:870324,0.005107595701157486,0.036696475896138184,0.1270127353032796,0.13051048096744916,0.00714573606405887,0.42313884092658066,0.2754957308424935,0.0,0.004782200074872789,0.016552006628545557,0.017007824773710767,0.0009312158376537649,0.05514247750895418,0.03590196803613921,0.0
Switzerland,CHE,757,2000,7184250.0,15.787401687913247,2,False,0.5365613084951119,0.8318459659102386,0.9632023969097773,80180351065.858,4614,5037,balanced_2000_2024,0.5365613084951119,0.14185660295123814,0.0027616851458920344,2256,underweight_large_world_product,HS1992:270900,0.014349471813822401,0.04456116456972598,0.23892047068163433,0.10965072566688065,0.05920187952455706,0.36316641557660134,0.18449934398060064,0.0,0.006321295429412399,0.033892446346407534,0.015554679454241827,0.008398177517682126,0.05151755401967428,0.026172450183819973,0.0
Turkey,TUR,792,2000,65425961.0,17.99642969484731,4,False,0.5782477756594173,0.8635628323991127,0.9688612438459003,52289568273.0,4679,5037,balanced_2000_2024,0.5782477756594173,0.14968635098795469,0.000878314458945928,2713,underweight_large_world_product,HS1992:271119,0.00798683243888354,0.0537690092932895,0.20452724302270753,0.1435540275876212,0.05299268569636466,0.33872420222431027,0.20643283217570685,0.0,0.00804848679734993,0.030614936685695704,0.021488078559215196,0.007932281750940406,0.05070238982226305,0.0309001773724904,0.0
Uganda,UGA,800,2000,24000150.0,16.993570638292688,3,False,0.8429583892243898,0.9138684001718684,0.8980776724828333,953924017.0,4001,5037,balanced_2000_2024,0.8429583892243898,0.09533339123617068,0.0030630019780675255,3041,underweight_large_world_product,HS1992:270900,0.010447454690326485,0.0796001588692982,0.0701087693490898,0.16371131693587174,0.09974868017268046,0.38860614835419754,0.19822492631886227,0.0,0.007588553087948147,0.006683706737443229,0.015607155027236197,0.009509379952193808,0.0370471419778321,0.018897454453517204,0.0
North Macedonia,MKD,807,2000,2026350.0,14.521746703065936,1,True,0.6968004615944693,0.8680746600612239,0.9395248588839625,1564530006.23,4132,5037,balanced_2000_2024,0.6968004615944693,0.13689886157125575,0.00108518350133735,2988,underweight_large_world_product,HS1992:854211,0.005090364048481177,0.057906912205528994,0.10310553966830942,0.1571376339609143,0.07354529919083437,0.40781442801892454,0.20049018695548843,0.0,0.007927390358043573,0.014115031002281508,0.02151196319924986,0.010068267733142622,0.05582933092812359,0.027446878350414594,0.0
