variant,outcome,outcome_label,expected_shape,estimator,income_form,observations,countries,linear_coefficient,linear_p_value,quadratic_coefficient,quadratic_p_value,turning_point_ppp_constant_2021_intl_usd,income_p05,income_p95,turning_point_inside_p05_p95,slope_at_p05,slope_at_p05_standard_error,slope_at_p05_one_sided_p,slope_at_p95,slope_at_p95_standard_error,slope_at_p95_one_sided_p,intersection_union_endpoint_p,observations_above_turning_point,countries_above_turning_point,r_squared
baseline,export_product_theil,Export Product Theil,concentration_u,between_country,log_ppp,135,135,-3.595474855156665,2.0421634329400455e-05,0.14702186328061084,0.0007912292299188541,204370.06805702503,2303.747525475423,75706.79682911672,False,-1.3189023354852925,0.17400794590439833,1.733746336716409e-14,-0.2920043765141247,0.1545232873574739,0.970601697872107,0.970601697872107,0,0,0.7628779234786132
baseline,export_product_theil,Export Product Theil,concentration_u,country_year_fe,log_ppp,3240,135,-1.7109889437526733,0.08270163687423042,0.09029575288701461,0.08059640311190934,13021.537915821471,2252.6688962301046,74162.49564974211,True,-0.31684582119718985,0.22068746817712184,0.0755407518833069,0.3141667035342932,0.22198526523098266,0.07849624672714506,0.07849624672714506,2017,97,0.9475624597054297
baseline,export_product_hhi,Export Product HHI,concentration_u,pooled_year_fe,level_ppp,3240,135,-0.040378560581719986,1.062173673292776e-06,0.002556220976985546,0.0003076486651039409,78980.96632736518,2252.6688962301046,74162.49564974211,False,-0.03922689668437073,0.007980485160909429,4.431145536359118e-07,-0.002463415164625969,0.004248114530343174,0.7190036974313427,0.7190036974313427,139,10,0.4310588043439292
baseline,export_product_hhi,Export Product HHI,concentration_u,between_country,level_ppp,135,135,-0.04575433666360836,4.036049979271606e-06,0.003063605303246483,0.000670736195796864,74674.00682314197,2303.747525475423,75706.79682911672,True,-0.044342782036330866,0.009538889798093758,1.6707241433821721e-06,0.0006328121878888399,0.005586444015627959,0.4549057190402841,0.4549057190402841,9,9,0.5223335100231723
baseline,export_product_hhi,Export Product HHI,concentration_u,country_year_fe,level_ppp,3240,135,0.04083637774120601,0.01604384380166974,-0.0016596291656726147,0.025966786846986684,123028.62165192138,2252.6688962301046,74162.49564974211,False,0.04008865874104861,0.016629015956486564,0.9920404609674353,0.01621992958532993,0.006401941019320894,0.005644947014568968,0.9920404609674353,41,5,0.829364718849866
baseline,export_product_hhi,Export Product HHI,concentration_u,pooled_year_fe,log_ppp,3240,135,-0.2929113518022162,0.003743377731574136,0.012672214083186886,0.014701185874281939,104529.92457219616,2252.6688962301046,74162.49564974211,False,-0.0972556365912032,0.02208166996853517,5.304817540387547e-06,-0.008698583275802363,0.017786925059307058,0.6875946132783505,0.6875946132783505,74,6,0.4710916122461273
baseline,export_product_hhi,Export Product HHI,concentration_u,between_country,log_ppp,135,135,-0.32394315338358226,0.004872239615358985,0.014124979614881917,0.016946098331455127,95514.25938142343,2303.747525475423,75706.79682911672,False,-0.10522370775403359,0.02477121276033639,1.0792929232808953e-05,-0.006565505406624705,0.020246042965994072,0.6271391871726504,0.6271391871726504,5,5,0.5750219452728469
baseline,export_product_hhi,Export Product HHI,concentration_u,country_year_fe,log_ppp,3240,135,-0.06588143914894917,0.6828328969954869,0.007213191678587094,0.40866079937300537,96.22920282781556,2252.6688962301046,74162.49564974211,False,0.045488378908382976,0.03328877233639972,0.914105527477894,0.09589622365134354,0.04228498018996656,0.011669008582765206,0.914105527477894,3240,135,0.8300164442898244
baseline,export_active_product_count,Export active-product count,count_inverted_u,pooled_year_fe,level_ppp,3240,135,800.7262773339805,8.461640759472558e-31,-51.19874535389147,2.7105976707582104e-11,78197.84174390121,2252.6688962301046,74162.49564974211,False,777.6595130970371,66.28709296165594,0.0,41.3209314179345,59.35483481362298,0.7568381598211619,0.7568381598211619,142,10,0.7334317141297393
baseline,export_active_product_count,Export active-product count,count_inverted_u,between_country,level_ppp,135,135,876.0690951663992,4.3290137182737282e-19,-59.7757541322889,9.12433942889708e-07,73279.63552141748,2303.747525475423,75706.79682911672,True,848.5274460332616,92.80717740604747,0.0,-29.017079513686895,96.02709218732443,0.3812589616843006,0.3812589616843006,9,9,0.7722627400321653
baseline,export_active_product_count,Export active-product count,count_inverted_u,country_year_fe,level_ppp,3240,135,234.08759271560785,0.003169998114282139,-12.278735062418363,0.0016855662984963985,95322.35671086426,2252.6688962301046,74162.49564974211,False,228.5556078035759,77.65432992860393,0.0016239638151012148,51.96326558542029,29.767809462756844,0.9595614452257835,0.9595614452257835,96,7,0.9649635041268577
baseline,export_active_product_count,Export active-product count,count_inverted_u,pooled_year_fe,log_ppp,3240,135,2731.2748944599084,0.0019139562783140195,-94.7804556692681,0.04702216232193715,1809260.580882147,2252.6688962301046,74162.49564974211,False,1267.8891182836335,150.06388785925427,0.0,605.5362089291762,197.5966560707439,0.9989098523014299,0.9989098523014299,0,0,0.7838144707931587
baseline,export_active_product_count,Export active-product count,count_inverted_u,between_country,log_ppp,135,135,2909.387611677797,0.0019910611475750374,-103.54594039649679,0.04177877130108758,1262717.631165943,2303.747525475423,75706.79682911672,False,1306.0217096944123,160.57028406203798,2.220446049250313e-16,582.7883586793623,209.69325024339898,0.9972757069837529,0.9972757069837529,0,0,0.8162438108847788
baseline,export_active_product_count,Export active-product count,count_inverted_u,country_year_fe,log_ppp,3240,135,2204.5112169791323,0.01175741469601635,-91.99745135314447,0.04269439678445466,159750.92121732602,2252.6688962301046,74162.49564974211,False,784.0943092525265,210.0603134142753,9.471518675951973e-05,141.1898293502627,201.21812331657162,0.7585592255086451,0.7585592255086451,3,1,0.9662518222342636
no_microstates,export_product_gini,Export Product Gini,concentration_u,pooled_year_fe,level_ppp,2602,107,-0.018416045544983717,2.60220492448094e-11,0.0013084177639699221,3.676159906115305e-06,70375.25036769168,2004.044756167649,65339.13789088628,False,-0.017891619993231613,0.0026612807792429512,8.904949595732825e-12,-0.001317867805200549,0.0017416995242680302,0.775372079560328,0.775372079560328,96,8,0.4945274390832668
no_microstates,export_product_gini,Export Product Gini,concentration_u,between_country,level_ppp,107,107,-0.019701952735564854,1.281895563356588e-09,0.0014813115576771808,8.586527909289148e-05,66501.71813436448,2071.247387668284,63196.47397187343,False,-0.019088320196732515,0.003103949381992767,3.881776237906456e-10,-0.0009792192757686058,0.002236133751786725,0.6692732553085832,0.6692732553085832,5,5,0.5487243139715805
no_microstates,export_product_gini,Export Product Gini,concentration_u,country_year_fe,level_ppp,2602,107,-0.006211650524093435,0.11965558538020978,0.00042493885403921134,0.037916755659438126,73088.75694760845,2004.044756167649,65339.13789088628,False,-0.006041331227667601,0.00391600765187619,0.061448498774832064,-0.0006586228482407894,0.001845821315801943,0.6393860871760989,0.6393860871760989,87,7,0.9083220726545147
no_microstates,export_product_gini,Export Product Gini,concentration_u,pooled_year_fe,log_ppp,2602,107,0.01848235275898635,0.5934093124606726,-0.0019473829553550179,0.29626622882311116,115.0576760836235,2004.044756167649,65339.13789088628,False,-0.011129251766190163,0.006713000343601919,0.04867230710001307,-0.024700266393871833,0.00732742042880792,0.9996254339050985,0.9996254339050985,2602,107,0.48090502392189083
no_microstates,export_product_gini,Export Product Gini,concentration_u,between_country,log_ppp,107,107,0.014595302726700243,0.6916650157052437,-0.0017467268464833323,0.37778786870117653,65.22877643257412,2071.247387668284,63196.47397187343,False,-0.012080382362402622,0.007004131683131465,0.04228618767340542,-0.024021347625042353,0.007586296150838839,0.9992283427858142,0.9992283427858142,107,107,0.5312972561808323
no_microstates,export_product_gini,Export Product Gini,concentration_u,country_year_fe,log_ppp,2602,107,-0.019547332457217775,0.581132653983405,0.0004636381690741113,0.8038578279697313,1429191137.131389,2004.044756167649,65339.13789088628,False,-0.012497322048301247,0.008886369929637409,0.07981051568813946,-0.00926629840338635,0.008856383370864307,0.8522851960082517,0.8522851960082517,0,0,0.9087599071881566
no_microstates,export_product_theil,Export Product Theil,concentration_u,pooled_year_fe,level_ppp,2602,107,-0.7978482087877652,1.989015460986035e-19,0.05986951419274219,6.164094835986136e-10,66632.2601365359,2004.044756167649,65339.13789088628,False,-0.7738519715933113,0.08489064846461777,3.9021495866426666e-20,-0.015483720127774103,0.05345440390905087,0.6139626606757382,0.6139626606757382,119,10,0.6749620813411907
no_microstates,export_product_theil,Export Product Theil,concentration_u,between_country,level_ppp,107,107,-0.8826665640222411,6.072601972434495e-17,0.07028359051550832,3.615046106256576e-08,62793.21798645714,2071.247387668284,63196.47397187343,True,-0.8535516233720023,0.10055847923432583,1.0501065544788371e-17,0.005668455710385212,0.07073094995402288,0.46806251976768876,0.46806251976768876,7,7,0.7177548208958899
no_microstates,export_product_theil,Export Product Theil,concentration_u,country_year_fe,level_ppp,2602,107,-0.04166694699744061,0.7176586358731838,0.006403751115438162,0.2854315840085796,32533.2342296923,2004.044756167649,65339.13789088628,True,-0.039100266228901295,0.11295102710168804,0.3646074490016219,0.04201616843266556,0.0474667437838297,0.18803229981839498,0.3646074490016219,821,42,0.9597027273855595
no_microstates,export_product_theil,Export Product Theil,concentration_u,pooled_year_fe,log_ppp,2602,107,-3.2720995014227854,0.00010044865619999014,0.1299105434294897,0.0034397823965293707,294685.5482213428,2004.044756167649,65339.13789088628,False,-1.2966998374242291,0.17487821912619295,6.087056796397225e-14,-0.39137308578370655,0.15807058796586926,0.9933556803699752,0.9933556803699752,0,0,0.7338862799388878
no_microstates,export_product_theil,Export Product Theil,concentration_u,between_country,log_ppp,107,107,-3.515698039404981,0.00017630761292068665,0.14178148592075546,0.003956236540098975,242388.5605581744,2071.247387668284,63196.47397187343,False,-1.3504377541453567,0.19457594009918694,1.9547501170541523e-12,-0.3811918748175729,0.16549490616756884,0.9893702819096931,0.9893702819096931,0,0,0.7748150948913555
