model_label,outcome,term,coef,std_error,t_stat,p_value,nobs,candidate_rows,clusters,reporter_clusters,product_clusters,fixed_effects,cluster_col,se_method,status,screen,prody_spec,mismatch_definition,threshold_definition,influence_country
old_cone_exit_hs4_lpm,exit_next_window,mismatch_log_income_minus_prody,-0.0009251008184578844,0.007443769731098221,-0.12427853787484087,0.9013393271731952,1226151,1252546,103,103,1241,"reporter_code,product_id,base_year",reporter_code,cluster_reporter,ok,screen_a_drop_SGP,screen_full_level,mismatch_world_broad_full_level,fixed_39308,SGP
old_cone_exit_hs4_lpm,exit_next_window,rich_side_ct,-0.014104021487147768,0.007229812599576618,-1.9508142559564694,0.05382289189275424,1226151,1252546,103,103,1241,"reporter_code,product_id,base_year",reporter_code,cluster_reporter,ok,screen_a_drop_SGP,screen_full_level,mismatch_world_broad_full_level,fixed_39308,SGP
old_cone_exit_hs4_lpm,exit_next_window,mismatch_x_rich_side,0.026286470848501046,0.0051672588747309805,5.0871209447329235,1.660467770068462e-06,1226151,1252546,103,103,1241,"reporter_code,product_id,base_year",reporter_code,cluster_reporter,ok,screen_a_drop_SGP,screen_full_level,mismatch_world_broad_full_level,fixed_39308,SGP
old_cone_exit_hs4_lpm,exit_next_window,mismatch_log_income_minus_prody,-0.0009251008184578844,0.007570291767009263,-0.12220147478191012,0.9029798984468571,1226151,1252546,103,103,1241,"reporter_code,product_id,base_year",reporter_code+product_id,cluster_reporter_product,ok,screen_a_drop_SGP,screen_full_level,mismatch_world_broad_full_level,fixed_39308,SGP
old_cone_exit_hs4_lpm,exit_next_window,rich_side_ct,-0.014104021487147768,0.007378147878934533,-1.9115937656137774,0.058734879552091605,1226151,1252546,103,103,1241,"reporter_code,product_id,base_year",reporter_code+product_id,cluster_reporter_product,ok,screen_a_drop_SGP,screen_full_level,mismatch_world_broad_full_level,fixed_39308,SGP
old_cone_exit_hs4_lpm,exit_next_window,mismatch_x_rich_side,0.026286470848501046,0.005896892789904018,4.457681661349808,2.1321077798120778e-05,1226151,1252546,103,103,1241,"reporter_code,product_id,base_year",reporter_code+product_id,cluster_reporter_product,ok,screen_a_drop_SGP,screen_full_level,mismatch_world_broad_full_level,fixed_39308,SGP
old_cone_exit_hs4_lpm,exit_next_window,mismatch_log_income_minus_prody,-0.0011566715262300096,0.00742389359959354,-0.15580389329574143,0.8765016847544984,1181990,1208385,101,101,1241,"reporter_code,product_id,base_year",reporter_code,cluster_reporter,ok,screen_b_addback_SGP,screen_full_level,mismatch_world_broad_full_level,fixed_39308,SGP
old_cone_exit_hs4_lpm,exit_next_window,rich_side_ct,-0.015875710165886913,0.00731969376363043,-2.168903601509807,0.03246046873394915,1181990,1208385,101,101,1241,"reporter_code,product_id,base_year",reporter_code,cluster_reporter,ok,screen_b_addback_SGP,screen_full_level,mismatch_world_broad_full_level,fixed_39308,SGP
old_cone_exit_hs4_lpm,exit_next_window,mismatch_x_rich_side,0.02688655240305603,0.005103780526621888,5.2679679823246275,7.94139822528825e-07,1181990,1208385,101,101,1241,"reporter_code,product_id,base_year",reporter_code,cluster_reporter,ok,screen_b_addback_SGP,screen_full_level,mismatch_world_broad_full_level,fixed_39308,SGP
old_cone_exit_hs4_lpm,exit_next_window,mismatch_log_income_minus_prody,-0.0011566715262300096,0.0075433922663629555,-0.15333572554456304,0.8784425241977876,1181990,1208385,101,101,1241,"reporter_code,product_id,base_year",reporter_code+product_id,cluster_reporter_product,ok,screen_b_addback_SGP,screen_full_level,mismatch_world_broad_full_level,fixed_39308,SGP
old_cone_exit_hs4_lpm,exit_next_window,rich_side_ct,-0.015875710165886913,0.007469962915061767,-2.125272956024527,0.03602760303623787,1181990,1208385,101,101,1241,"reporter_code,product_id,base_year",reporter_code+product_id,cluster_reporter_product,ok,screen_b_addback_SGP,screen_full_level,mismatch_world_broad_full_level,fixed_39308,SGP
old_cone_exit_hs4_lpm,exit_next_window,mismatch_x_rich_side,0.02688655240305603,0.005771748472268451,4.658302857832074,9.83932134230765e-06,1181990,1208385,101,101,1241,"reporter_code,product_id,base_year",reporter_code+product_id,cluster_reporter_product,ok,screen_b_addback_SGP,screen_full_level,mismatch_world_broad_full_level,fixed_39308,SGP
