model_label,sample,flow,dimension,metric,outcome,term,coefficient,std_error,t_stat,p_value,ci_low,ci_high,nobs,clusters,r_squared,status,candidate_rows,dropped_rows,dropped_regressors,fixed_effects,se_method,cluster_col,p_value_reference,horizon,bh_q_value
continuous_country_year_fe,rd2_countries,Exports,product,gini,annualized_real_export_growth_log,product_gini,-0.49338978402076533,0.5515017910192159,-0.8946295226148671,0.3746203714438938,-1.596942318857618,0.6101627508160874,1535,60,0.39576306133020167,ok,1920,385,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",1,0.6359244336811003
continuous_country_year_fe,rd2_countries,Exports,product,gini,annualized_real_export_growth_log,log_initial_exports_constant_2015_usd,-0.1437629293520944,0.048508320098158454,-2.9636756964822646,0.004378682697000585,-0.24082785366733567,-0.04669800503685312,1535,60,0.39576306133020167,ok,1920,385,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",1,
continuous_country_year_fe,rd2_countries,Exports,product,gini,annualized_real_export_growth_log,oil_export_share,-0.3636572614250025,0.2835706987907192,-1.2824218544998147,0.20471049261843363,-0.9310809190664919,0.2037663962164869,1535,60,0.39576306133020167,ok,1920,385,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",1,
continuous_country_year_fe,rd2_countries,Exports,product,gini,annualized_real_export_growth_log,log_gdp_constant_2015_usd,0.10146086041378936,0.12428083929366823,0.8163837723532216,0.41756473980312636,-0.14722452459777152,0.3501462454253502,1535,60,0.39576306133020167,ok,1920,385,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",1,
continuous_country_year_fe,rd2_countries,Exports,product,gini,annualized_real_export_growth_log,log_population,0.01609152653483158,0.16167221723286776,0.09953179841440433,0.9210534636898837,-0.3074138329134191,0.3395968859830823,1535,60,0.39576306133020167,ok,1920,385,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",1,
continuous_country_year_fe,rd2_countries,Exports,product,gini,annualized_real_export_growth_log,log_gni_per_capita_constant_2015_usd,0.02115964561449091,0.16122909053876067,0.1312396264457249,0.8960322462747194,-0.30145901936694397,0.3437783105959258,1535,60,0.39576306133020167,ok,1920,385,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",1,
continuous_country_year_fe,rd2_countries,Exports,partner,gini,annualized_real_export_growth_log,partner_gini,-0.32551099054921007,0.5141404229126891,-0.6331168996694275,0.5291037995491923,-1.354303600485848,0.703281619387428,1535,60,0.39545500809683876,ok,1920,385,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",1,0.7864630634068069
continuous_country_year_fe,rd2_countries,Exports,partner,gini,annualized_real_export_growth_log,log_initial_exports_constant_2015_usd,-0.14429557956253966,0.044319210393624464,-3.2558246927453673,0.0018754531179338402,-0.23297811472070373,-0.0556130444043756,1535,60,0.39545500809683876,ok,1920,385,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",1,
continuous_country_year_fe,rd2_countries,Exports,partner,gini,annualized_real_export_growth_log,oil_export_share,-0.36916720548100784,0.28311058787874777,-1.303968206371416,0.1973090789299882,-0.9356701833142345,0.19733577235221872,1535,60,0.39545500809683876,ok,1920,385,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",1,
continuous_country_year_fe,rd2_countries,Exports,partner,gini,annualized_real_export_growth_log,log_gdp_constant_2015_usd,0.10349310608669043,0.12491420688850277,0.8285134946985445,0.41071889429793484,-0.14645964455476523,0.3534458567281461,1535,60,0.39545500809683876,ok,1920,385,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",1,
continuous_country_year_fe,rd2_countries,Exports,partner,gini,annualized_real_export_growth_log,log_population,0.02944863498378229,0.1614038786499968,0.18245308124002058,0.855852647616103,-0.2935197802003809,0.3524170501679455,1535,60,0.39545500809683876,ok,1920,385,,"reporter_code,year",clustered by reporter_code,reporter_code,"Student t, df=59",1,
