country,iso3,reporter_code,flow,n_years,first_year,last_year,first_partner_gini,last_partner_gini,endpoint_change,abs_endpoint_change,mean_partner_gini,sd_partner_gini,min_partner_gini,max_partner_gini,range_partner_gini,first_partner_active_count,last_partner_active_count,min_partner_active_count,median_partner_active_count,mean_partner_active_count,slope_per_year,slope_per_decade,slope_std_error,slope_p_value,slope_ci_low,slope_ci_high,slope_se_method,slope_hac_maxlags,status,window,slope_q_value,abs_slope_per_decade,stable_slope_10yr_0p02,stable_endpoint_0p05,stable_sd_0p02,low_active_partner_warning
Denmark,DNK,208,Imports,21,2001,2021,0.9131684245756928,0.9165293569688242,0.0033609323931313995,0.0033609323931313995,0.9140186400481094,0.0030047036089397004,0.9076953016711728,0.9215922710516736,0.013896969380500779,204.0,222.0,204.0,216.0,215.76190476190476,-0.0002082077026574619,-0.002082077026574619,9.492586654739245e-05,0.02828061460325079,-0.00039425898229160665,-2.2156423023317177e-05,HAC/Newey-West,3,ok,balanced_2001_2021,0.05302615238109523,0.002082077026574619,True,True,True,False
Finland,FIN,246,Exports,21,2001,2021,0.8856617908366478,0.8851671237006253,-0.0004946671360224197,0.0004946671360224197,0.88136728836097,0.004914250188387372,0.8729401729754243,0.8897213315201955,0.016781158544771246,213.0,216.0,203.0,213.0,213.04761904761904,0.0003015444973367542,0.003015444973367542,0.00026686756295475866,0.2585012498193845,-0.00022150631469654834,0.0008245953093700567,HAC/Newey-West,3,ok,balanced_2001_2021,0.3474339926836951,0.003015444973367542,True,True,True,False
Finland,FIN,246,Imports,21,2001,2021,0.897553126429151,0.9122632319988306,0.014710105569679666,0.014710105569679666,0.905352233838731,0.0037878368038007882,0.897553126429151,0.9122632319988306,0.014710105569679666,189.0,223.0,174.0,204.0,202.42857142857142,0.0004592888773613281,0.004592888773613281,7.767548202892791e-05,3.3609633218292974e-09,0.0003070477301028412,0.000611530024619815,HAC/Newey-West,3,ok,balanced_2001_2021,1.8332527209977986e-08,0.004592888773613281,True,True,True,False
France,FRA,251,Exports,21,2001,2021,0.8823305249501521,0.8805515528712167,-0.0017789720789354035,0.0017789720789354035,0.8761060533857099,0.0058795010802997726,0.8662462955145811,0.8860526692673771,0.019806373752796036,224.0,226.0,222.0,227.0,226.95238095238096,-0.000398508122655461,-0.00398508122655461,0.00026480349944560654,0.13234460659186403,-0.000917513444549022,0.00012049719923809999,HAC/Newey-West,3,ok,balanced_2001_2021,0.20548241549789417,0.00398508122655461,True,True,True,False
France,FRA,251,Imports,21,2001,2021,0.8959914109027733,0.8929310353515654,-0.0030603755512079722,0.0030603755512079722,0.892963167533121,0.004136331216556793,0.8859553325683429,0.9012516048447156,0.015296272276372647,228.0,233.0,224.0,233.0,231.66666666666666,2.4665567827927143e-05,0.00024665567827927143,0.00016383970595121536,0.8803331129661194,-0.00029645435507408773,0.000345785490729942,HAC/Newey-West,3,ok,balanced_2001_2021,0.9266664347011783,0.00024665567827927143,True,True,True,False
Georgia,GEO,268,Exports,21,2001,2021,0.8655849827246209,0.8796622341472742,0.014077251422653259,0.014077251422653259,0.8485379545664793,0.0167313248851022,0.8168114544875975,0.8796622341472742,0.06285077965967667,81.0,130.0,80.0,107.0,105.76190476190476,0.00034604219023591336,0.0034604219023591336,0.0009378449242842843,0.7121456762078237,-0.0014921000844449778,0.0021841844649168043,HAC/Newey-West,3,ok,balanced_2001_2021,0.763938089022938,0.0034604219023591336,True,True,True,False
Georgia,GEO,268,Imports,21,2001,2021,0.8406590885440739,0.8320605088344355,-0.008598579709638399,0.008598579709638399,0.8390063060949557,0.008417351322318611,0.823848222092727,0.8518404385553024,0.027992216462575437,103.0,119.0,103.0,120.0,120.14285714285714,-0.00045534087155989743,-0.004553408715598974,0.00025183163874725756,0.07058841373480117,-0.0009489218136722238,3.824007055242896e-05,HAC/Newey-West,3,ok,balanced_2001_2021,0.11145539010758079,0.004553408715598974,True,True,True,False
Germany,DEU,276,Exports,21,2001,2021,0.8881557882324445,0.882778293918536,-0.0053774943139084375,0.0053774943139084375,0.8818626979127041,0.003828512820341721,0.8753322814689741,0.8888056037469956,0.013473322278021449,227.0,231.0,225.0,231.0,230.28571428571428,-0.0003577719269111136,-0.003577719269111136,0.00016394679059584199,0.02909151747983132,-0.000679101731859894,-3.644212196233327e-05,HAC/Newey-West,3,ok,balanced_2001_2021,0.05721331771033493,0.003577719269111136,True,True,True,False
Germany,DEU,276,Imports,21,2001,2021,0.8893747720416871,0.8876932268622069,-0.0016815451794802705,0.0016815451794802705,0.8845174307857298,0.0043034751070586226,0.8771781427051419,0.8902938624266623,0.01311571972152037,226.0,227.0,215.0,226.0,223.76190476190476,-0.00025568528672978257,-0.0025568528672978257,0.0001918675010242286,0.18265856197728225,-0.0006317386785409725,0.00012036810508140743,HAC/Newey-West,3,ok,balanced_2001_2021,0.24463614221329183,0.0025568528672978257,True,True,True,False
Greece,GRC,300,Exports,21,2001,2021,0.8624633467165352,0.853385934872203,-0.009077411844332195,0.009077411844332195,0.8572005558726122,0.008691378482293307,0.8443805404252405,0.8738945268966751,0.02951398647143466,208.0,221.0,197.0,205.0,208.66666666666666,-0.0006425099876094277,-0.006425099876094277,0.00024462144275275876,0.00862557987181523,-0.0011219592052510614,-0.00016306076996779392,HAC/Newey-West,3,ok,balanced_2001_2021,0.01884848934952217,0.006425099876094277,True,True,True,False
Greece,GRC,300,Imports,21,2001,2021,0.8676824978661795,0.8662771472766406,-0.001405350589538834,0.001405350589538834,0.8683332403160426,0.006601774181650008,0.855286442263574,0.8798989070385108,0.024612464774936837,178.0,197.0,172.0,185.0,184.85714285714286,-0.0005222358532368191,-0.005222358532368191,0.00023319314925242143,0.025123458320877937,-0.0009792860272130385,-6.518567926059969e-05,HAC/Newey-West,3,ok,balanced_2001_2021,0.04862604836298955,0.005222358532368191,True,True,True,False
Guyana,GUY,328,Exports,21,2001,2021,0.9098757758666418,0.9396517409279072,0.02977596506126534,0.02977596506126534,0.8963920409215087,0.01887617488257466,0.8599747171592411,0.9396517409279072,0.07967702376866603,90.0,103.0,90.0,103.0,102.66666666666667,0.0005651998421165403,0.005651998421165403,0.0009016342522775541,0.5307499952092951,-0.001201970819575167,0.0023323705038082476,HAC/Newey-West,3,ok,balanced_2001_2021,0.6021971099490079,0.005651998421165403,True,True,True,False
Guyana,GUY,328,Imports,21,2001,2021,0.9136527714374734,0.9316462407780062,0.01799346934053281,0.01799346934053281,0.9116567839901244,0.011970647126927405,0.8913822436789509,0.9330872431802568,0.041704999501305906,115.0,144.0,107.0,130.0,130.0,0.00010588410893647149,0.0010588410893647149,0.0005151240340144548,0.8371418859777079,-0.0009037404453028457,0.0011155086631757887,HAC/Newey-West,3,ok,balanced_2001_2021,0.9220578861905095,0.0010588410893647149,True,True,True,False
"China, Hong Kong SAR",HKG,344,Exports,21,2001,2021,0.9316101015211278,0.9431168175298306,0.011506716008702789,0.011506716008702789,0.9395150773631867,0.0030742588586730726,0.9316101015211278,0.945830579080622,0.014220477559494182,186.0,201.0,186.0,200.0,198.42857142857142,0.0001754514966550609,0.001754514966550609,0.00012301149475205952,0.15378129154764744,-6.56466027434136e-05,0.0004165495960535354,HAC/Newey-West,3,ok,balanced_2001_2021,0.22682740503277996,0.001754514966550609,True,True,True,False
"China, Hong Kong SAR",HKG,344,Imports,21,2001,2021,0.9476661417268756,0.951670723146114,0.004004581419238429,0.004004581419238429,0.9501180604390982,0.0021133465882110835,0.9458951166567352,0.9540926889452492,0.008197572288514032,181.0,192.0,181.0,195.0,193.1904761904762,1.3051377039854234e-06,1.3051377039854234e-05,6.86768678606095e-05,0.9848378853254558,-0.00013329904987382555,0.0001359093252817964,HAC/Newey-West,3,ok,balanced_2001_2021,0.9925596749054897,1.3051377039854234e-05,True,True,True,False
Hungary,HUN,348,Exports,21,2001,2021,0.9186357701545398,0.9058393911005338,-0.01279637905400599,0.01279637905400599,0.9030522670614128,0.007011040917883814,0.8927934136376245,0.9186357701545398,0.025842356516915244,184.0,206.0,176.0,194.0,195.85714285714286,-8.708791482886676e-05,-0.0008708791482886676,0.0004074683328812436,0.8307581740384599,-0.0008857111721166821,0.0007115353424589486,HAC/Newey-West,3,ok,balanced_2001_2021,0.8599075836538445,0.0008708791482886676,True,True,True,False
Hungary,HUN,348,Imports,21,2001,2021,0.8987011730321115,0.9045867230499514,0.005885550017839858,0.005885550017839858,0.9001742878821022,0.004745602487522131,0.89229536251756,0.9070422912536578,0.01474692873609773,180.0,184.0,155.0,171.0,171.0,0.00043765835710768246,0.004376583571076825,0.00013885716542694812,0.0016223399145023506,0.00016550331387554378,0.0007098134003398211,HAC/Newey-West,3,ok,balanced_2001_2021,0.0038936157948056415,0.004376583571076825,True,True,True,False
Iceland,ISL,352,Exports,21,2001,2021,0.888879050646515,0.9087271961389116,0.019848145492396663,0.019848145492396663,0.9010532290431301,0.009531117144208979,0.8856302250507315,0.921019319212368,0.03538909416163649,108.0,138.0,102.0,129.0,125.47619047619048,0.0005986421683208103,0.005986421683208103,0.00035848678265414146,0.09493634073408677,-0.00010397901461494513,0.001301263351256566,HAC/Newey-West,3,ok,balanced_2001_2021,0.15138497576516538,0.005986421683208103,True,True,True,False
Iceland,ISL,352,Imports,21,2001,2021,0.8560939214684717,0.8838579689955008,0.0277640475270291,0.0277640475270291,0.8602643180011716,0.009104353666167082,0.8422356884356261,0.8838579689955008,0.041622280559874714,125.0,182.0,122.0,136.0,140.0,0.0008121965677307906,0.008121965677307906,0.00026161978775740015,0.0019060600936433758,0.00029943120608327334,0.0013249619293783078,HAC/Newey-West,3,ok,balanced_2001_2021,0.004398600216100098,0.008121965677307906,True,True,True,False
Ireland,IRL,372,Exports,21,2001,2021,0.9286690143522816,0.9345958151836052,0.005926800831323686,0.005926800831323686,0.9305003493672592,0.004185380515614605,0.9254192672312124,0.9379079544966687,0.012488687265456377,204.0,214.0,204.0,212.0,211.1904761904762,0.0001251689870473329,0.001251689870473329,0.00022713737667228934,0.5815845040787238,-0.00032001209077326244,0.0005703500648679283,HAC/Newey-West,3,ok,balanced_2001_2021,0.6474242592574472,0.001251689870473329,True,True,True,False
Ireland,IRL,372,Imports,21,2001,2021,0.9337931420429304,0.934716678444637,0.000923536401706615,0.000923536401706615,0.9369976425050062,0.002858714309991754,0.9320541383866014,0.9455256776777196,0.013471539291118106,212.0,236.0,210.0,223.0,222.14285714285714,0.00028402224872341,0.0028402224872341,9.870934938313853e-05,0.004010189020156214,9.055547899507749e-05,0.0004774890184517425,HAC/Newey-West,3,ok,balanced_2001_2021,0.008593262186049031,0.0028402224872341,True,True,True,False
Italy,ITA,380,Exports,21,2001,2021,0.8677218411211396,0.864683935621684,-0.0030379054994555954,0.0030379054994555954,0.8607408104746309,0.0070322613229340395,0.8468640041507938,0.8718842800804187,0.02502027592962497,217.0,228.0,217.0,226.0,226.14285714285714,-0.0003879162294314793,-0.0038791622943147933,0.00035592464097737326,0.2757646687638473,-0.00108551570695748,0.0003096832480945213,HAC/Newey-West,3,ok,balanced_2001_2021,0.35369816211015204,0.0038791622943147933,True,True,True,False
Italy,ITA,380,Imports,21,2001,2021,0.8772932048373794,0.8723702995382538,-0.004922905299125535,0.004922905299125535,0.8699200330939821,0.00777382657340004,0.8571968115313189,0.882775711543347,0.025578900012028116,206.0,216.0,206.0,214.0,213.38095238095238,-0.0007045059200254059,-0.007045059200254059,0.00034937905917315664,0.04375278726429234,-0.0013892762929572813,-1.9735547093530526e-05,HAC/Newey-West,3,ok,balanced_2001_2021,0.0729213121071539,0.007045059200254059,True,True,True,False
Japan,JPN,392,Exports,21,2001,2021,0.9181370142010232,0.9159910402769024,-0.0021459739241208586,0.0021459739241208586,0.9113799446948208,0.004698603651625363,0.8998046929730448,0.919177758978152,0.019373066005107242,219.0,215.0,214.0,216.0,216.14285714285714,-8.768066618418044e-05,-0.0008768066618418044,0.0002717681325576106,0.7469751544559773,-0.0006203364181428044,0.00044497508577444355,HAC/Newey-West,3,ok,balanced_2001_2021,0.7869916805875475,0.0008768066618418044,True,True,True,False
Japan,JPN,392,Imports,21,2001,2021,0.9047128725860374,0.9073825340517688,0.0026696614657314433,0.0026696614657314433,0.9054428328492298,0.0017611293018975854,0.901668140589269,0.9089044694008496,0.007236328811580539,209.0,218.0,209.0,213.0,213.57142857142858,-2.1133317129558293e-05,-0.00021133317129558293,7.000354127084844e-05,0.7627364848472624,-0.00015833773681068453,0.00011607110255156794,HAC/Newey-West,3,ok,balanced_2001_2021,0.8634752658648254,0.00021133317129558293,True,True,True,False
Korea,KOR,410,Exports,21,2001,2021,0.8872137524975552,0.9095733255242427,0.022359573026687563,0.022359573026687563,0.890392958111944,0.011198929782635491,0.8692988013590761,0.9103183739716896,0.041019572612613464,219.0,224.0,218.0,222.0,221.85714285714286,0.001089314456658894,0.01089314456658894,0.0005193207075551525,0.035942650368224346,7.146457342493712e-05,0.0021071643398928508,HAC/Newey-West,3,ok,balanced_2001_2021,0.06840697973307214,0.01089314456658894,True,True,True,False
Korea,KOR,410,Imports,21,2001,2021,0.91047220169319,0.910556515433976,8.431374078599063e-05,8.431374078599063e-05,0.910225228399763,0.004397528151431229,0.9014815576317572,0.9167963487935124,0.015314791161755159,211.0,231.0,211.0,223.0,222.52380952380952,-0.0003608161989213793,-0.003608161989213793,0.00016692887542134032,0.030656998268049976,-0.0006879907827269797,-3.364161511577884e-05,HAC/Newey-West,3,ok,balanced_2001_2021,0.054100585178911725,0.003608161989213793,True,True,True,False
Kyrgyzstan,KGZ,417,Exports,21,2001,2021,0.8625370778418877,0.9292165426690118,0.06667946482712406,0.06667946482712406,0.9073715701406359,0.02532378550923055,0.8452106418853416,0.9400378598282008,0.0948272179428592,60.0,91.0,59.0,80.0,79.57142857142857,0.003612821759479405,0.03612821759479405,0.00046149861321458324,4.938962728764673e-15,0.0027083010986636413,0.004517342420295169,HAC/Newey-West,3,ok,balanced_2001_2021,4.16284001424451e-14,0.03612821759479405,False,False,False,False
Kyrgyzstan,KGZ,417,Imports,21,2001,2021,0.8646778091955307,0.931931586817588,0.06725377762205731,0.06725377762205731,0.9152369731008195,0.021161057837451036,0.8646778091955307,0.9446811902232646,0.08000338102773386,91.0,124.0,91.0,124.0,116.85714285714286,0.0029394008338808307,0.029394008338808307,0.0006152542826319626,1.7745435206168587e-06,0.0017335245985881566,0.004145277069173505,HAC/Newey-West,3,ok,balanced_2001_2021,7.6051865169293945e-06,0.029394008338808307,False,False,False,False
Luxembourg,LUX,442,Exports,21,2001,2021,0.9307064748442138,0.9181004762671314,-0.012605998577082334,0.012605998577082334,0.9182461088478536,0.01635233487321676,0.8539426994922246,0.9327349639264216,0.07879226443419707,190.0,206.0,51.0,193.0,187.0952380952381,-0.001498941504205601,-0.01498941504205601,0.00046343198002682845,0.0012188284294686832,-0.0024072514943422703,-0.0005906315140689316,HAC/Newey-West,3,ok,balanced_2001_2021,0.0035955438669326156,0.01498941504205601,True,True,True,False
Luxembourg,LUX,442,Imports,21,2001,2021,0.952187719027447,0.9458325756462428,-0.006355143381204242,0.006355143381204242,0.9489027223321584,0.004804488147134015,0.9401284190234382,0.9572422735224644,0.017113854499026138,153.0,221.0,124.0,207.0,189.61904761904762,-0.00047273701966811174,-0.004727370196681117,0.00011268849582685122,2.7277780893477106e-05,-0.0006936024129607323,-0.00025187162637549116,HAC/Newey-West,3,ok,balanced_2001_2021,8.183334268043133e-05,0.004727370196681117,True,True,True,False
Mauritania,MRT,478,Imports,21,2001,2021,0.8859536446035836,0.8806375302298659,-0.005316114373717706,0.005316114373717706,0.8787571634855861,0.023992173995595188,0.8300155492115535,0.9126879384314804,0.08267238921992692,75.0,141.0,75.0,128.0,116.76190476190476,0.00012481649649568292,0.0012481649649568292,0.0006393591079029648,0.845219729007967,-0.0011283043281817863,0.0013779373211731522,HAC/Newey-West,3,ok,balanced_2001_2021,0.9220578861905095,0.0012481649649568292,True,True,False,False
Mexico,MEX,484,Exports,21,2001,2021,0.9761037084612636,0.9587901103227564,-0.01731359813850719,0.01731359813850719,0.9675680401936392,0.007158162563137972,0.9579438086347984,0.9772157082781968,0.01927189964339837,181.0,141.0,141.0,176.0,176.23809523809524,-0.0010842871271741147,-0.010842871271741147,0.00010433151600166411,2.6764028067298965e-25,-0.0012887731409898407,-0.0008798011133583888,HAC/Newey-West,3,ok,balanced_2001_2021,7.895388279853195e-24,0.010842871271741147,True,True,True,False
Mexico,MEX,484,Imports,21,2001,2021,0.9597745563330172,0.9508523949225594,-0.008922161410457874,0.008922161410457874,0.9521866915606927,0.002678684963268352,0.9483855325928016,0.9597745563330172,0.011389023740215665,195.0,216.0,185.0,211.0,211.66666666666666,-0.0002730387354494025,-0.002730387354494025,7.975407597062723e-05,0.0006181837989393806,-0.00042935385197210327,-0.0001167236189267018,HAC/Newey-West,3,ok,balanced_2001_2021,0.0017058165345348408,0.002730387354494025,True,True,True,False
Morocco,MAR,504,Exports,21,2001,2021,0.9022672315618944,0.87246380106478,-0.029803430497114314,0.029803430497114314,0.8808723455802963,0.015799559903452835,0.8564845576640892,0.913285642059308,0.056801084395218804,152.0,171.0,152.0,167.0,166.85714285714286,-0.0016853681864547488,-0.016853681864547488,0.0006357898048981435,0.008029518046729392,-0.0029314933057928575,-0.0004392430671166399,HAC/Newey-West,3,ok,balanced_2001_2021,0.018220829413732084,0.016853681864547488,True,True,True,False
Morocco,MAR,504,Imports,21,2001,2021,0.8680714122520592,0.8892240528241071,0.02115264057204791,0.02115264057204791,0.8779279005769012,0.008745824243691632,0.8624624482161642,0.890850228647901,0.02838778043173673,152.0,188.0,152.0,168.0,172.0,0.0010460022728174586,0.010460022728174586,0.00022387632926708823,2.979433451904686e-06,0.0006072127304629352,0.001484791815171982,HAC/Newey-West,3,ok,balanced_2001_2021,1.1172875444642572e-05,0.010460022728174586,True,True,True,False
Mozambique,MOZ,508,Exports,21,2001,2021,0.9366378140743372,0.8813099103482673,-0.05532790372606988,0.05532790372606988,0.916029057244287,0.024600397329322458,0.8813099103482673,0.9521051121082325,0.07079520175996512,70.0,124.0,70.0,113.0,108.66666666666667,-0.0033138503944818536,-0.033138503944818536,0.00047518390917406926,3.08433247061151e-12,-0.004245193742495982,-0.002382507046467726,HAC/Newey-West,3,ok,balanced_2001_2021,2.2746951970759886e-11,0.033138503944818536,False,False,False,False
Mozambique,MOZ,508,Imports,21,2001,2021,0.9219909028041418,0.9150553511340987,-0.006935551670043005,0.006935551670043005,0.9159693656531632,0.008199759921150816,0.895289938603778,0.9348571838192984,0.03956724521552035,127.0,205.0,127.0,161.0,167.04761904761904,1.5128184116182039e-05,0.0001512818411618204,0.00038429889115520365,0.968598848424184,-0.0007380838018466954,0.0007683401700790595,HAC/Newey-West,3,ok,balanced_2001_2021,0.9925596749054897,0.0001512818411618204,True,True,True,False
Netherlands,NLD,528,Exports,21,2001,2021,0.9294676567720406,0.8934319862851154,-0.03603567048692513,0.03603567048692513,0.9012051184583199,0.0117089002694375,0.8877365553614287,0.9294676567720406,0.04173110141061187,228.0,234.0,226.0,231.0,231.71428571428572,-0.0017083433425155153,-0.017083433425155153,0.00027734304834625565,7.289388753137966e-10,-0.0022519257286367275,-0.001164760956394303,HAC/Newey-West,3,ok,balanced_2001_2021,4.778599293723778e-09,0.017083433425155153,True,True,True,False
Netherlands,NLD,528,Imports,21,2001,2021,0.901936001474204,0.8917754932548865,-0.010160508219317577,0.010160508219317577,0.8934001405648722,0.0044279936595269034,0.8878813927310594,0.9042263915369212,0.01634499880586182,211.0,225.0,211.0,223.0,222.8095238095238,-0.0004898450025369438,-0.004898450025369438,0.00014321596743886874,0.0006254660626627749,-0.0007705431407281876,-0.00020914686434569995,HAC/Newey-West,3,ok,balanced_2001_2021,0.0017058165345348408,0.004898450025369438,True,True,True,False
New Zealand,NZL,554,Exports,21,2001,2021,0.8931562675900815,0.9147316468675968,0.021575379277515294,0.021575379277515294,0.9038601955032577,0.016493142850537882,0.8808291233293573,0.9296533017276184,0.04882417839826114,195.0,214.0,195.0,210.0,208.9047619047619,0.0015362643183860838,0.015362643183860838,0.0004912298053545045,0.0017636929944762486,0.000573471591758634,0.0024990570450135335,HAC/Newey-West,3,ok,balanced_2001_2021,0.004729903939731757,0.015362643183860838,True,True,True,False
New Zealand,NZL,554,Imports,21,2001,2021,0.907858251684792,0.9246930254753274,0.01683477379053544,0.01683477379053544,0.9177329163118428,0.005654413722850171,0.907858251684792,0.926158580908102,0.01830032922331004,172.0,224.0,172.0,214.0,208.76190476190476,0.0006053357820995295,0.006053357820995295,0.000128063323874466,2.280325672817939e-06,0.0003543362795650877,0.0008563352846339713,HAC/Newey-West,3,ok,balanced_2001_2021,9.121302691271758e-06,0.006053357820995295,True,True,True,False
Niger,NER,562,Exports,21,2001,2021,0.9024424427036032,0.9089879450893475,0.006545502385744362,0.006545502385744362,0.9062533392569289,0.018473264208976794,0.8622902415746614,0.9350931275261536,0.0728028859514922,54.0,76.0,44.0,74.0,71.61904761904762,0.000484020011322802,0.00484020011322802,0.0005808071033614128,0.404643082269875,-0.0006543409932305995,0.0016223810158762036,HAC/Newey-West,3,ok,balanced_2001_2021,0.497373788623388,0.00484020011322802,True,True,True,False
Niger,NER,562,Imports,21,2001,2021,0.8612369572907486,0.885251465494802,0.024014508204053486,0.024014508204053486,0.876003502359523,0.025407734392719764,0.8135535968387795,0.9159697686165982,0.1024161717778187,108.0,143.0,108.0,139.0,134.33333333333334,0.0028904881095900177,0.028904881095900177,0.0006271760531692755,4.0512666155885975e-06,0.0016612456334122597,0.004119730585767776,HAC/Newey-West,3,ok,balanced_2001_2021,1.429858805501858e-05,0.028904881095900177,False,True,False,False
Norway,NOR,579,Exports,21,2001,2021,0.9295044420844454,0.9348114952543032,0.0053070531698578005,0.0053070531698578005,0.9293651506023379,0.005296487993922448,0.915119286332526,0.9360474955001724,0.020928209167646372,203.0,206.0,194.0,204.0,203.14285714285714,-0.00034086423424487325,-0.0034086423424487325,0.00017476891454148668,0.05113190784369386,-0.0006834050123633457,1.6765438735991947e-06,HAC/Newey-West,3,ok,balanced_2001_2021,0.08872889890523346,0.0034086423424487325,True,True,True,False
Norway,NOR,579,Imports,21,2001,2021,0.8947354175556639,0.8888046670038485,-0.005930750551815356,0.005930750551815356,0.8877383485807523,0.006395038537790886,0.8750988233087291,0.897502659668735,0.02240383636000587,179.0,199.0,163.0,181.0,181.9047619047619,-0.00013376765434235278,-0.0013376765434235278,0.0001805853628523224,0.45884823771943806,-0.000487708461668002,0.00022017315298329644,HAC/Newey-West,3,ok,balanced_2001_2021,0.5618549849625771,0.0013376765434235278,True,True,True,False
Panama,PAN,591,Exports,21,2001,2021,0.8331951650213902,0.9002281067006359,0.06703294167924567,0.06703294167924567,0.8600295402315988,0.02272240105705163,0.8177336022361945,0.9002281067006359,0.0824945044644414,61.0,99.0,59.0,112.0,102.38095238095238,0.0007351997516276115,0.007351997516276115,0.0009713354650918931,0.4491122808962996,-0.001168582776858962,0.002638982280114185,HAC/Newey-West,3,ok,balanced_2001_2021,0.5299524914576336,0.007351997516276115,True,False,False,False
