year,import_bin,import_bin_label,cmd_code,display_name,product_description,countries_with_imports,reporter_count,pooled_import_value_usd,summed_total_import_share,summed_total_import_share_pct_points,avg_total_import_share,summed_bin_import_share,summed_bin_import_share_pct_points,avg_bin_import_share,pooled_share_of_total_imports,pooled_share_of_bin_imports
2024,intermediates,Intermediates,381111,Anti-knock preparations; based on lead compounds,Anti-knock preparations; based on lead compounds,30,32,54069776.203999996,0.00011928958297750954,0.011928958297750954,3.7277994680471733e-06,0.0002554453931441207,0.02554453931441207,7.982668535753772e-06,3.2089406563369124e-06,6.4660875405612296e-06
2024,intermediates,Intermediates,510129,"Wool; (not carded or combed), degreased, (not carbonised), (other tha...","Wool; (not carded or combed), degreased, (not carbonised), (other than shorn)",28,32,71834208.507,0.00011916996102009617,0.011916996102009617,3.7240612818780052e-06,0.00023767671754853928,0.023767671754853927,7.427397423391853e-06,4.2632266744400235e-06,8.59049756116483e-06
2024,intermediates,Intermediates,600290,"Fabrics; knitted or crocheted, other than those of heading 60.01, of...","Fabrics; knitted or crocheted, other than those of heading 60.01, of a width not exceeding 30 cm, containing by weight 5% or more of elastomeric yarn or rubber thread",32,32,33737288.664000005,0.00011913772529400868,0.011913772529400868,3.7230539154377714e-06,0.000240755567802652,0.0240755567802652,7.523611493832875e-06,2.0022453361010042e-06,4.034569350898659e-06
2024,intermediates,Intermediates,440921,Wood; bamboo (including unassembled strips and friezes for parquet fl...,"Wood; bamboo (including unassembled strips and friezes for parquet flooring), continuously shaped along any edges, ends or faces, whether or not planed, sanded or end-jointed",31,32,42919320.622999996,0.00011899166948369037,0.011899166948369037,3.718489671365324e-06,0.00027281756234587225,0.027281756234587225,8.525548823308508e-06,2.5471818557169332e-06,5.132628684880748e-06
2024,intermediates,Intermediates,810194,"Tungsten (wolfram); unwrought, including bars and rods obtained simpl...","Tungsten (wolfram); unwrought, including bars and rods obtained simply by sintering",31,32,89691651.553,0.00011895445275738845,0.011895445275738846,3.717326648668389e-06,0.00026793384741367237,0.026793384741367235,8.372932731677261e-06,5.323032707154674e-06,1.0726030535268028e-05
2024,intermediates,Intermediates,540771,"Fabrics, woven; containing 85% or more by weight of synthetic filamen...","Fabrics, woven; containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), unbleached or bleached",32,32,64572343.58,0.00011812807012262421,0.011812807012262422,3.6915021913320066e-06,0.0002420396887430541,0.02420396887430541,7.56374027322044e-06,3.832248496961392e-06,7.722066847700188e-06
2024,intermediates,Intermediates,284130,Salts; sodium dichromate,Salts; sodium dichromate,29,32,97406878.611,0.00011779619188953907,0.011779619188953906,3.681130996548096e-06,0.00023860539524001324,0.023860539524001325,7.456418601250414e-06,5.780917083925135e-06,1.164867784499823e-05
2024,intermediates,Intermediates,580110,"Fabrics; woven pile, of wool or fine animal hair, other than fabrics...","Fabrics; woven pile, of wool or fine animal hair, other than fabrics of heading no. 5802 or 5806",32,32,71935646.83500001,0.00011775891479290185,0.011775891479290186,3.679966087278183e-06,0.0002559202014123256,0.02559202014123256,7.997506294135175e-06,4.269246850547317e-06,8.602628351319049e-06
2024,intermediates,Intermediates,580127,"Fabrics; woven pile, of cotton, warp pile fabrics, other than fabrics...","Fabrics; woven pile, of cotton, warp pile fabrics, other than fabrics of heading no. 5802 or 5806",32,32,62017802.203999996,0.00011749522364578115,0.011749522364578114,3.671725738930661e-06,0.00025753825244249207,0.025753825244249205,8.048070388827877e-06,3.6806412173452645e-06,7.416574772037041e-06
2024,intermediates,Intermediates,500500,"Silk; yarn spun from silk waste, not put up for retail sale","Silk; yarn spun from silk waste, not put up for retail sale",29,32,68326235.961,0.00011749198811801862,0.011749198811801862,3.671624628688082e-06,0.00024226287039378475,0.024226287039378475,7.570714699805773e-06,4.0550350281180185e-06,8.170986714906816e-06
2024,intermediates,Intermediates,441210,"Plywood, veneered panels and similar laminated wood; of bamboo","Plywood, veneered panels and similar laminated wood; of bamboo",31,32,49118733.725999996,0.00011677900949767572,0.011677900949767572,3.649344046802366e-06,0.0002784260514831039,0.027842605148310388,8.700814108846996e-06,2.91510549343624e-06,5.874003083636534e-06
2024,intermediates,Intermediates,511111,"Fabrics, woven; of carded wool or of carded fine animal hair, contain...","Fabrics, woven; of carded wool or of carded fine animal hair, containing 85% or more by weight of wool or of fine animal hair, of a weight not exceeding 300g/m2",32,32,60615812.243,0.00011636386192189946,0.011636386192189947,3.6363706850593583e-06,0.00023222943285976252,0.023222943285976252,7.257169776867579e-06,3.597435720643093e-06,7.248913826213794e-06
2024,intermediates,Intermediates,100410,"Cereals; oats, seeds","Cereals; oats, seeds",30,32,43757994.304,0.00011617657671043934,0.011617657671043934,3.6305180222012294e-06,0.0002498577083752015,0.02498577083752015,7.808053386725047e-06,2.5969555788817345e-06,5.232923855677286e-06
2024,intermediates,Intermediates,550962,"Yarn; (not sewing thread), of acrylic or modacrylic staple fibres, mi...","Yarn; (not sewing thread), of acrylic or modacrylic staple fibres, mixed mainly or solely with cotton, not put up for retail sale",29,32,55167442.786,0.00011598912596347162,0.011598912596347162,3.624660186358488e-06,0.00025303216019709814,0.025303216019709814,7.907255006159317e-06,3.274085126489567e-06,6.597355111981944e-06
2024,intermediates,Intermediates,550931,"Yarn; (not sewing thread), single, of synthetic staple fibres, contai...","Yarn; (not sewing thread), single, of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic, not put up for retail sale",31,32,60414954.679,0.00011582593089850315,0.011582593089850315,3.6195603405782234e-06,0.0002443783379457108,0.02443783379457108,7.636823060803463e-06,3.585515197783508e-06,7.224893704748748e-06
2024,intermediates,Intermediates,960400,Hand sieves and hand riddles,Hand sieves and hand riddles,32,32,43797182.662,0.00011533249933274194,0.011533249933274195,3.6041406041481857e-06,0.00024278769667741544,0.024278769667741545,7.5871155211692326e-06,2.5992813350447864e-06,5.237610306615105e-06
2024,intermediates,Intermediates,140190,Vegetable materials of a kind used primarily for plaiting; n.e.c. in...,Vegetable materials of a kind used primarily for plaiting; n.e.c. in heading no. 1401,30,32,53249250.138000004,0.00011504252774743382,0.011504252774743382,3.595078992107307e-06,0.00026922044681585496,0.026922044681585496,8.413138962995467e-06,3.160243960370622e-06,6.367962603774904e-06
2024,intermediates,Intermediates,291100,"Acetals and hemiacetals; whether or not with other oxygen function, a...","Acetals and hemiacetals; whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives",32,32,71209209.551,0.00011471658035133846,0.011471658035133846,3.5848931359793267e-06,0.00023006273006533258,0.023006273006533257,7.189460314541643e-06,4.2261341488022315e-06,8.515755288383676e-06
2024,intermediates,Intermediates,320120,Tanning extracts of vegetable origin; wattle extract,Tanning extracts of vegetable origin; wattle extract,30,32,76726980.25,0.00011467666003787173,0.011467666003787173,3.5836456261834915e-06,0.00021874586395197418,0.021874586395197418,6.835808248499193e-06,4.5536035775929464e-06,9.175613546976548e-06
2024,intermediates,Intermediates,290713,"Monophenols; octylphenol, nonylphenol and their isomers, salts thereof","Monophenols; octylphenol, nonylphenol and their isomers, salts thereof",28,32,80481162.729,0.00011437399134887605,0.011437399134887605,3.5741872296523765e-06,0.0002274711887703399,0.02274711887703399,7.108474649073122e-06,4.776407325526336e-06,9.624568106375285e-06
2024,intermediates,Intermediates,540411,Elastomeric monofilament; of 67 decitex or more and of which no cross...,Elastomeric monofilament; of 67 decitex or more and of which no cross-sectional dimension exceeds 1mm,32,32,50781216.607,0.00011411919389002639,0.011411919389002639,3.5662248090633245e-06,0.00024392142806534578,0.024392142806534577,7.622544627042056e-06,3.0137707604641136e-06,6.072815814110443e-06
2024,intermediates,Intermediates,520612,"Cotton yarn; (not sewing thread), single, of uncombed fibres, less th...","Cotton yarn; (not sewing thread), single, of uncombed fibres, less than 85% by weight of cotton, less than 714.29 but not less than 232.56 decitex (exceeding 14 but not exceeding 43 metric number), not for retail sale",27,32,149011899.96199998,0.00011393742854833956,0.011393742854833955,3.5605446421356112e-06,0.00021472815233700135,0.021472815233700135,6.710254760531292e-06,8.843579123797008e-06,1.7820010685902645e-05
2024,intermediates,Intermediates,441291,"Plywood; n.e.c. in heading 4412, with at least one outer ply of tropi...","Plywood; n.e.c. in heading 4412, with at least one outer ply of tropical wood",28,32,81299677.28400001,0.00011366255915272766,0.011366255915272766,3.5519549735227393e-06,0.0002499070720384267,0.024990707203842673,7.809596001200835e-06,4.824984642055875e-06,9.722452490913612e-06
2024,intermediates,Intermediates,411390,"Leather; further prepared after tanning or crusting, including parchm...","Leather; further prepared after tanning or crusting, including parchment-dressed leather, of animals (other than sheep and lambs, goats and kids, swine and reptiles), without wool or hair on, whether or not split, other than leather of heading 41.14",32,32,66590372.529,0.0001127073641213707,0.01127073641213707,3.5221051287928344e-06,0.0002414705288688352,0.02414705288688352,7.5459540271511e-06,3.952014761864702e-06,7.963398563118967e-06
2024,intermediates,Intermediates,500300,"Silk waste (including cocoons unsuitable for reeling, yarn waste and...","Silk waste (including cocoons unsuitable for reeling, yarn waste and garnetted stock)",31,32,111140997.67300001,0.00011250312550552073,0.011250312550552073,3.515722672047523e-06,0.00022714544263233353,0.02271454426323335,7.098295082260423e-06,6.596011506930407e-06,1.329111142586467e-05
2024,intermediates,Intermediates,854081,Valves and tubes; receiver or amplifier,Valves and tubes; receiver or amplifier,32,32,74140132.725,0.00011167003638400037,0.011167003638400036,3.4896886370000114e-06,0.00024659550552583333,0.024659550552583332,7.706109547682292e-06,4.400078988118079e-06,8.866258048858233e-06
2024,intermediates,Intermediates,401036,"Rubber; vulcanised, endless synchronous belts, of an outside circumfe...","Rubber; vulcanised, endless synchronous belts, of an outside circumference exceeding 150 cm but not exceeding 198 cm",32,32,63812824.337,0.00011159168647779591,0.011159168647779591,3.487240202431122e-06,0.0002260237856845482,0.02260237856845482,7.063243302642132e-06,3.7871724424769525e-06,7.63123758487044e-06
2024,intermediates,Intermediates,521132,"Fabrics, woven; containing less than 85% by weight of cotton, mixed m...","Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, dyed, 3-thread or 4-thread twill, including cross twill",32,32,57699318.333000004,0.00011158449111403733,0.011158449111403733,3.4870153473136666e-06,0.00021915334300498065,0.021915334300498066,6.8485419689056454e-06,3.4243472313094596e-06,6.9001366301990895e-06
2024,intermediates,Intermediates,581010,"Embroidery; without visible ground, in the piece, in strips or in motifs","Embroidery; without visible ground, in the piece, in strips or in motifs",32,32,57331000.945,0.00011031936829250967,0.011031936829250967,3.4474802591409273e-06,0.0002269520403254827,0.02269520403254827,7.092251260171334e-06,3.4024882793446907e-06,6.856090350729883e-06
