country,iso3,reporter_code,snapshot,year,top5_share,rank6_50_share,rank51_200_share,rank201_plus_share,long_tail_rank51_plus_share,top10_share,active_nonenergy_products,total_nonenergy_imports,source_file
Peru,PER,604,start,1992,0.17352723017186084,0.26699771216434237,0.21612783310973074,0.3433472245540661,0.5594750576637969,0.24570618408978584,4364,3727462666.0,COMTRADE-FINAL-CA6041992H0[2002-09-01].parquet
Peru,PER,604,mid,2009,0.0932407501914954,0.2678835554523181,0.25193145121878324,0.3869442431374032,0.6388756943561864,0.14771055329243837,4183,18430636717.0,COMTRADE-FINAL-CA6042009H3[2010-07-28].parquet
Peru,PER,604,end,2024,0.0902383373665665,0.2501985529869121,0.25124222705347793,0.40832088259304367,0.6595631096465214,0.14524706063319598,4646,45712885529.47499,COMTRADE-FINAL-CA6042024H6[2025-08-05].parquet
Poland,POL,616,start,1994,0.05461757638150906,0.17590158785021012,0.22693027835052548,0.5425505574177554,0.7694808357682809,0.08741469595513582,4144,19575713000.0,COMTRADE-FINAL-CA6161994H0[2002-09-01].parquet
Poland,POL,616,mid,2009,0.08733742674616722,0.21905256808506957,0.22128896294043943,0.4723210422283238,0.6936100051687633,0.13459269818167785,4542,126275065569.0,COMTRADE-FINAL-CA6162009H3[2022-12-31].parquet
Poland,POL,616,end,2024,0.0641261265521394,0.214526081697603,0.2544714264332947,0.4668763653169629,0.7213477917502575,0.09962842645581887,5310,339100881032.0,COMTRADE-FINAL-CA6162024H6[2025-03-24].parquet
Senegal,SEN,686,start,1996,0.2855779586704057,0.29466218520846754,0.2009256266795867,0.2188342294415399,0.41975985612112665,0.35736774028535234,3589,1891696770.0,COMTRADE-FINAL-CA6861996H1[2002-09-01].parquet
Senegal,SEN,686,mid,2010,0.21371746856814447,0.3129697127708629,0.22687674719151657,0.24643607146947605,0.47331281866099273,0.30362034909844393,3566,3169551969.127,COMTRADE-FINAL-CA6862010H3[2018-10-30].parquet
Senegal,SEN,686,end,2024,0.18228096255799586,0.282482554485102,0.24532061643239692,0.2899158665245055,0.5352364829569024,0.25424723279930816,4107,7812546419.436998,COMTRADE-FINAL-CA6862024H6[2025-10-10].parquet
Singapore,SGP,702,start,1989,0.13491295062702588,0.28197562388058023,0.20175066556624738,0.3813607599261465,0.5831114254923938,0.19672463949047042,4520,42791179106.0,COMTRADE-FINAL-CA7021989H0[2002-09-01].parquet
Singapore,SGP,702,mid,2007,0.34590187730333755,0.22782487421456626,0.18306674363016145,0.24320650485193468,0.4262732484820962,0.39687507955507867,4426,201194611089.0,COMTRADE-FINAL-CA7022007H3[2008-06-10].parquet
Singapore,SGP,702,end,2024,0.32574767093267704,0.3170013006967032,0.16047187055008932,0.19677915782053038,0.3572510283706198,0.42115083924239727,5060,364894154075.176,COMTRADE-FINAL-CA7022024H6[2025-10-14].parquet
Slovakia,SVK,703,start,1994,0.05873813355367222,0.17629823424383123,0.219911316629261,0.5450523155732355,0.7649636322024965,0.09417113704731261,4731,5237948627.0,COMTRADE-FINAL-CA7031994H0[2002-09-01].parquet
Slovakia,SVK,703,mid,2010,0.1651434835358636,0.2455921848626833,0.21854848237605773,0.37071584922539536,0.589264331601453,0.22339716320786182,4734,56823768803.624,COMTRADE-FINAL-CA7032010H3[2023-05-27].parquet
Slovakia,SVK,703,end,2025,0.152860158499529,0.2794775825064166,0.22992699240615735,0.33773526658789704,0.5676622589940544,0.2199320899812778,5168,120130710914.215,COMTRADE-FINAL-CA7032025H6[2026-04-28].parquet
Slovenia,SVN,705,start,1994,0.11430238865220711,0.18522004192771446,0.21204808405288805,0.48842948536719044,0.7004775694200784,0.15692008837263127,4599,6740472829.0,COMTRADE-FINAL-CA7051994H0[2002-09-01].parquet
Slovenia,SVN,705,mid,2010,0.08897262794992274,0.22122204930581948,0.23605600863860698,0.45374931410565084,0.6898053227442577,0.13083506531986025,4362,22292596911.0,COMTRADE-FINAL-CA7052010H3[2011-03-21].parquet
Slovenia,SVN,705,end,2025,0.43998397297476044,0.17127329434191696,0.13229747362599317,0.2564452590573295,0.3887427326833227,0.49128559841408903,5123,73215238422.398,COMTRADE-FINAL-CA7052025H6[2026-05-08].parquet
South Africa,ZAF,710,start,2000,0.11265441194767248,0.2251254273163789,0.22415358526459703,0.4380665754713516,0.6622201607359486,0.18022430555174193,4584,20373335321.0,COMTRADE-FINAL-CA7102000H1[2003-11-17].parquet
South Africa,ZAF,710,mid,2013,0.10640075347038785,0.22680412058467414,0.22268229760606129,0.44411282833887694,0.6667951259449382,0.1539868994621912,4982,75090223107.82399,COMTRADE-FINAL-CA7102013H4[2024-03-18].parquet
South Africa,ZAF,710,end,2025,0.10254986878305454,0.23688541420372583,0.23034012011809657,0.43022459689512316,0.6605647170132198,0.15310847146435203,5172,77464531366.62299,COMTRADE-FINAL-CA7102025H6[2026-05-15].parquet
Spain,ESP,724,start,1989,0.09919074837191212,0.2108061698329612,0.2085915707145833,0.4814115110805433,0.6900030817951267,0.1412131410033542,4600,59307917135.0,COMTRADE-FINAL-CA7241989H0[2002-09-01].parquet
Spain,ESP,724,mid,2007,0.14556609545774007,0.19571407398910495,0.21851218081937113,0.4402076497337836,0.6587198305531546,0.18705209974312922,4561,315781370405.91907,COMTRADE-FINAL-CA7242007H3[2021-08-03].parquet
Spain,ESP,724,end,2025,0.07925074533418978,0.21971164073339283,0.23955280913437893,0.46148480479803833,0.7010376139324173,0.12346917827892136,5457,445319582226.10706,COMTRADE-FINAL-CA7242025H6[2026-04-30].parquet
Sweden,SWE,752,start,1992,0.0888750792812114,0.19118554943576269,0.21757006539261464,0.5023693058904112,0.7199393712830258,0.13003303902959953,4802,44731960288.0,COMTRADE-FINAL-CA7521992H0[2002-09-01].parquet
Sweden,SWE,752,mid,2009,0.08903041484781113,0.22785580839039693,0.23127683086259432,0.45183694589919765,0.683113776761792,0.14270592136099197,4679,94444078525.0,COMTRADE-FINAL-CA7522009H3[2010-03-26].parquet
Sweden,SWE,752,end,2025,0.10541975806394521,0.23503292989721078,0.22715397686332223,0.43239333517552175,0.659547312038844,0.1603211093663975,5129,175460963296.758,COMTRADE-FINAL-CA7522025H6[2026-05-09].parquet
Switzerland,CHE,757,start,1988,0.12239398670776852,0.18966732677744605,0.19172869125524958,0.4962099952595359,0.6879386865147853,0.1670486858454722,4607,53425998743.0,COMTRADE-FINAL-CA7571988H0[2002-09-01].parquet
Switzerland,CHE,757,mid,2007,0.13231930834837136,0.24406782274230784,0.2047610479375766,0.4188518209717442,0.6236128689093207,0.19651278423219073,4547,145589342455.901,COMTRADE-FINAL-CA7572007H3[2022-05-21].parquet
Switzerland,CHE,757,end,2025,0.5891931445842254,0.1318714607080732,0.09867453036799771,0.1802608643397036,0.27893539470770123,0.62481110757304,5235,491849192532.44604,COMTRADE-FINAL-CA7572025H6[2026-05-14].parquet
Turkey,TUR,792,start,1989,0.11272063795225043,0.24601125164010237,0.26558805375138156,0.3756800566562657,0.6412681104076472,0.1602717131342994,4290,12761227936.0,COMTRADE-FINAL-CA7921989H0[2005-12-16].parquet
Turkey,TUR,792,mid,2007,0.12763067682591692,0.23957296948147647,0.22807584407116077,0.40472050962144585,0.6327963536926067,0.1830830183166616,4443,134578280725.0,COMTRADE-FINAL-CA7922007H3[2022-12-15].parquet
Turkey,TUR,792,end,2025,0.1527073453728236,0.25241683550911376,0.2295865145408687,0.36528930457719394,0.5948758191180626,0.20639812310379152,5197,302025244787.0,COMTRADE-FINAL-CA7922025H6[2026-05-13].parquet
Uganda,UGA,800,start,1994,0.14614844708305708,0.3622038526821836,0.22617957653040566,0.2654681237043536,0.4916477002347593,0.23513442670702364,3849,659808694.0,COMTRADE-FINAL-CA8001994H0[2002-09-01].parquet
Uganda,UGA,800,mid,2009,0.15390779713396724,0.3460564903052181,0.25492529738300806,0.24511041517780646,0.5000357125608145,0.2341422544860329,4032,3520246018.0,COMTRADE-FINAL-CA8002009H3[2011-03-08].parquet
Uganda,UGA,800,end,2024,0.3665104723987405,0.24780399495071723,0.1806492059639575,0.20503632668658478,0.38568553265054223,0.4375356693537031,4377,11686933613.1,COMTRADE-FINAL-CA8002024H6[2025-10-15].parquet
United Kingdom,GBR,826,start,1993,0.11793545680554118,0.22906850456618438,0.19784077282433232,0.45515526580394206,0.6529960386282745,0.1803973966020203,4883,178409388202.0,COMTRADE-FINAL-CA8261993H0[2002-09-01].parquet
United Kingdom,GBR,826,mid,2009,0.11066050591210384,0.23783579548878755,0.2284085166870095,0.4230951819120991,0.6515036985991086,0.1651722625244076,4370,373762563311.0,COMTRADE-FINAL-CA8262009H3[2010-03-12].parquet
United Kingdom,GBR,826,end,2025,0.26123843027796,0.22246175385221156,0.17549030692133222,0.3408095089484962,0.5162998158698284,0.3197041248752724,5363,840068159117.411,COMTRADE-FINAL-CA8262025H6[2026-03-10].parquet
United States,USA,842,start,1991,0.15437313415213713,0.2441020402613993,0.21371927639504718,0.38780554919141635,0.6015248255864636,0.21590234765678412,4956,439654642440.0,COMTRADE-FINAL-CA8421991H0[2005-12-23].parquet
United States,USA,842,mid,2008,0.1365605002846723,0.23454371154646927,0.22677906140958096,0.40211672675927757,0.6288957881688585,0.19234144149371413,4598,1559455463740.0,COMTRADE-FINAL-CA8422008H3[2009-05-07].parquet
United States,USA,842,end,2025,0.1592989472465529,0.29700678867474944,0.2042633124418904,0.33943095163680737,0.5436942640786977,0.25915114870746425,5452,3139468186635.0,COMTRADE-FINAL-CA8422025H6[2026-04-28].parquet
Zimbabwe,ZWE,716,start,1995,0.1269151397097972,0.24489068301131975,0.24170335489261718,0.3864908223862658,0.6281941772788829,0.17922981242546532,4276,2590956341.0,COMTRADE-FINAL-CA7161995H0[2002-09-01].parquet
Zimbabwe,ZWE,716,mid,2012,0.20764846765329506,0.28467514067070515,0.22860029637843335,0.27907609529756666,0.5076763916760001,0.2918114120682593,4224,5317137311.089999,COMTRADE-FINAL-CA7162012H3[2024-07-26].parquet
Zimbabwe,ZWE,716,end,2024,0.16802229661967558,0.2649435244465099,0.27156242439350886,0.2954717545403057,0.5670341789338147,0.21763593926346367,4280,7479588336.645999,COMTRADE-FINAL-CA7162024H6[2025-04-09].parquet
