country,iso3,reporter_code,base_window,future_window,base_year,base_year_2,future_year,future_year_2,horizon,channel_type,channel_type_label,total_positive_expansion_2024_usd,total_net_growth_2024_usd,below_threshold_product_residual_positive_expansion_share,dying_product_cells_positive_expansion_share,existing_product_below_threshold_product_specific_partner_residual_positive_expansion_share,existing_product_lost_product_specific_partner_positive_expansion_share,existing_product_to_existing_product_specific_partner_positive_expansion_share,existing_product_to_new_product_specific_partner_positive_expansion_share,existing_reporter_partner_existing_product_positive_expansion_share,existing_reporter_partner_new_product_positive_expansion_share,lost_reporter_partner_positive_expansion_share,net_new_product_positive_expansion_share,new_reporter_partner_existing_product_positive_expansion_share,new_reporter_partner_new_product_positive_expansion_share,reporter_partner_product_residual_positive_expansion_share,below_threshold_product_residual_net_growth_share,dying_product_cells_net_growth_share,existing_product_below_threshold_product_specific_partner_residual_net_growth_share,existing_product_lost_product_specific_partner_net_growth_share,existing_product_to_existing_product_specific_partner_net_growth_share,existing_product_to_new_product_specific_partner_net_growth_share,existing_reporter_partner_existing_product_net_growth_share,existing_reporter_partner_new_product_net_growth_share,lost_reporter_partner_net_growth_share,net_new_product_net_growth_share,new_reporter_partner_existing_product_net_growth_share,new_reporter_partner_new_product_net_growth_share,reporter_partner_product_residual_net_growth_share
Singapore,SGP,702,2018-2019,2023-2024,2018,2019,2023,2024,5,combined_product_first,Product-first: product-specific partner status,114522026155.69218,8783037871.381027,1.9603443043840186e-05,1.9758109468929082e-05,0.018660843359614456,0.0064712390345895085,0.889181458058619,0.0308630585442134,,,,0.0547840394504507,,,,-0.0005663984088262136,-0.9089141997958902,-0.03150724130316939,-0.4990023955833677,1.351376268458787,0.3810631003971999,,,,0.7075508662352659,,,
Slovakia,SVK,703,2018-2019,2023-2024,2018,2019,2023,2024,5,combined_partner_first,Partner-first: reporter-partner status,31901893653.120953,9726981898.317356,,,,,,,0.9774015314642559,0.01978591947384206,6.580492582381431e-06,,0.0005608490378405437,0.0,0.0022451195314788985,,,,,,,0.93235658689998,0.06421709329337423,-0.00014847373121392756,,0.0017279681797714036,0.0,0.0018468253580881408
Slovakia,SVK,703,2018-2019,2023-2024,2018,2019,2023,2024,5,combined_product_first,Product-first: product-specific partner status,31901893653.120953,9726981898.317356,0.001953355517433971,0.0002489449035714507,0.022795635503967543,0.0025272382249490032,0.8706970669155154,0.08199121850969396,,,,0.019786540424868673,,,,0.0058583125658485885,-0.004037986330321149,0.016673494496842065,-0.19068986408045147,0.8443504146632516,0.26362649883851264,,,,0.06421912984631757,,,
Slovenia,SVN,705,2018-2019,2023-2024,2018,2019,2023,2024,5,combined_partner_first,Partner-first: reporter-partner status,29938496189.737743,19092146209.79231,,,,,,,0.9944799383565122,0.0046073602277798276,5.692902681484965e-05,,0.00021050358816529852,6.214758718783676e-07,0.0006446473248557269,,,,,,,0.9944598777065683,0.006985778249554986,-0.00027103577216353183,,0.00026274557084652233,9.745396257599084e-07,-0.0014383402944321614
Slovenia,SVN,705,2018-2019,2023-2024,2018,2019,2023,2024,5,combined_product_first,Product-first: product-specific partner status,29938496189.737743,19092146209.79231,0.00019645872612995485,5.2004651806846885e-05,0.014496456699068357,0.0007281191664292019,0.9190525520682122,0.06086442874517106,,,,0.00460997994318236,,,,-7.004933781481294e-05,-0.001957896701862981,-0.0017705387394481287,-0.06317113891964796,0.9676668600408841,0.09231287819386987,,,,0.00698988546401963,,,
South Africa,ZAF,710,2018-2019,2023-2024,2018,2019,2023,2024,5,combined_partner_first,Partner-first: reporter-partner status,35115081563.401924,7234807079.183582,,,,,,,0.8156177424103718,0.18406814788167475,3.867686197881509e-05,,5.6705862325243967e-05,2.548245776829441e-06,0.00021617873787262696,,,,,,,0.17991384571457336,0.8897865393650969,-0.0006619806718274477,,0.00019909001717448101,1.2368243868509341e-05,-0.0692498626688856
South Africa,ZAF,710,2018-2019,2023-2024,2018,2019,2023,2024,5,combined_product_first,Product-first: product-specific partner status,35115081563.401924,7234807079.183582,9.13607064944317e-05,0.00010384956603674376,0.03705449148727478,0.002583178029232434,0.693132152632848,0.08296057238753383,,,,0.18407439519057978,,,,-0.0001580369858288672,-0.06875770294386638,0.00561698860902304,-0.6675965436689676,0.45226130361388134,0.3888171298805274,,,,0.8898168614952311,,,
Spain,ESP,724,2018-2019,2023-2024,2018,2019,2023,2024,5,combined_partner_first,Partner-first: reporter-partner status,98054487829.4644,6127358113.841559,,,,,,,0.9700390630689827,0.0298602159752623,5.742142188666748e-06,,1.5902169263639068e-06,0.0,9.338859664002048e-05,,,,,,,1.1177813890214876,0.47658910506468477,8.467367590827437e-07,,-2.553174375741968e-05,0.0,-0.5943458090791749
Spain,ESP,724,2018-2019,2023-2024,2018,2019,2023,2024,5,combined_product_first,Product-first: product-specific partner status,98054487829.4644,6127358113.841559,8.00420814328459e-06,1.2873315043538043e-05,0.025666504864733902,0.0019123410166750087,0.8851313804643777,0.057408670436906284,,,,0.029860225694120238,,,,-0.00019340438993318795,-0.5944628595260065,0.04123505611267156,-1.8521225931288638,2.0566439398908787,0.8723106004482606,,,,0.47658926059299234,,,
Sweden,SWE,752,2018-2019,2023-2024,2018,2019,2023,2024,5,combined_partner_first,Partner-first: reporter-partner status,46436925151.07385,2314417542.1911488,,,,,,,0.9331876807356185,0.06649915600404294,3.100523084898523e-06,,0.0002030700723387775,0.0,0.00010699266491479092,,,,,,,-0.12304202613557165,1.3085629789621058,-0.000384434732650577,,-0.00968563362929389,0.0,-0.17545088446458904
Sweden,SWE,752,2018-2019,2023-2024,2018,2019,2023,2024,5,combined_product_first,Product-first: product-specific partner status,46436925151.07385,2314417542.1911488,6.437363759798526e-05,3.259258820753012e-05,0.027639470294621687,0.0019730440130606543,0.8406787694568351,0.06311250248523734,,,,0.06649924752443973,,,,0.0001922597100651365,-0.17553632042120274,0.01561870314340024,-2.644764101493783,1.2665031063953218,1.2294215374209945,,,,1.3085648152452043,,,
Switzerland,CHE,757,2018-2019,2023-2024,2018,2019,2023,2024,5,combined_partner_first,Partner-first: reporter-partner status,133989361218.17773,67765202701.66622,,,,,,,0.9513138826049448,0.0486360725408869,4.125295785727892e-06,,6.1710637137330325e-06,1.418737639106011e-08,3.9734307292556285e-05,,,,,,,0.9155049842537831,0.09616206052856971,-0.00018139040192958217,,-5.4563983950100955e-05,2.805211855366086e-08,-0.011431118448592082
Switzerland,CHE,757,2018-2019,2023-2024,2018,2019,2023,2024,5,combined_product_first,Product-first: product-specific partner status,133989361218.17773,67765202701.66622,1.92879779507826e-05,5.216642586510512e-06,0.006450898911795622,0.0009034092416821516,0.9129902138428431,0.030994771787780883,,,,0.04863620159536082,,,,-1.4928687419694327e-05,-0.011435648016559694,-0.0006857138882261785,-0.04350946315327005,0.8997622435217673,0.059721194521010185,,,,0.09616231570269791,,,
Turkey,TUR,792,2018-2019,2023-2024,2018,2019,2023,2024,5,combined_partner_first,Partner-first: reporter-partner status,98362279420.26802,52784927126.64515,,,,,,,0.8712531923248216,0.12806123589023016,2.2934648800623418e-07,,0.0005746099318848874,1.3629731298284869e-05,9.710277527674494e-05,,,,,,,0.7793650492107411,0.2386063769805444,-8.921914816191343e-06,,0.0010646949778934526,2.5398376229041438e-05,-0.019052597630591365
Turkey,TUR,792,2018-2019,2023-2024,2018,2019,2023,2024,5,combined_product_first,Product-first: product-specific partner status,98362279420.26802,52784927126.64515,2.856208783104899e-05,3.6362479214353145e-05,0.025660124155350322,0.0023466052760670562,0.7609877206370391,0.08286575791041956,,,,0.12807486745407823,,,,5.895311287295373e-06,-0.019079157826998098,0.016106666377730706,-0.06581187933655519,0.6789367711814314,0.15120992552145845,,,,0.23863177877164554,,,
Uganda,UGA,800,2018-2019,2023-2024,2018,2019,2023,2024,5,combined_partner_first,Partner-first: reporter-partner status,4307190771.6129055,3414284011.9664097,,,,,,,0.9341900067584374,0.057917867400843176,0.0001368974933576625,,0.0017778531574142394,0.0002495876001405576,0.005727787589807153,,,,,,,0.9373559874461719,0.07192422244450512,-0.000731046825515277,,0.0021313520260325004,0.00030935272780455213,-0.010989867818998685
Uganda,UGA,800,2018-2019,2023-2024,2018,2019,2023,2024,5,combined_product_first,Product-first: product-specific partner status,4307190771.6129055,3414284011.9664097,0.004295452464252727,0.0006848174801475277,0.018308559027743025,0.0005984331370303175,0.5808173815234976,0.33701763030034304,,,,0.05827772606698604,,,,0.001916465773209259,-0.011249798443144044,-0.028536981631855227,-0.05782015577266594,0.5999142608307811,0.42340630834841525,,,,0.07236990089525958,,,
United Arab Emirates,ARE,784,2017-2018,2022-2023,2017,2018,2022,2023,5,combined_partner_first,Partner-first: reporter-partner status,308604594495.0299,247394006974.2337,,,,,,,0.9829176816134799,0.011335112419748364,1.0519739899165915e-06,,0.0056642627790409895,5.1624095950617174e-06,7.67288041455731e-05,,,,,,,0.9966290060797263,0.014117126748205209,2.2736641793756693e-07,,0.007065538112251508,6.439700537560718e-06,-0.017818338007138508
United Arab Emirates,ARE,784,2017-2018,2022-2023,2017,2018,2022,2023,5,combined_product_first,Product-first: product-specific partner status,308604594495.0299,247394006974.2337,1.810912324952854e-05,3.0072383766518316e-05,0.008784083271430723,0.0006872527180137565,0.9038780800874519,0.07526212754505762,,,,0.011340274871030016,,,,-3.134869279204428e-05,-0.01781897944216013,0.0021324077915587936,-0.015172638141519413,0.9272240788267705,0.08954291315739887,,,,0.01412356650074352,,,
United Kingdom,GBR,826,2018-2019,2023-2024,2018,2019,2023,2024,5,combined_partner_first,Partner-first: reporter-partner status,143781911116.41003,-48098283673.35071,,,,,,,0.8531773503809279,0.09619339954681538,2.6117606559704306e-05,,0.04861221142605402,0.001831286706999913,0.00015963433264330501,,,,,,,1.021269560850586,-0.2797397522554791,-2.2607178121056745e-05,,-0.14530858942552646,-0.005474330525444751,0.40927571853398564
United Kingdom,GBR,826,2018-2019,2023-2024,2018,2019,2023,2024,5,combined_product_first,Product-first: product-specific partner status,143781911116.41003,-48098283673.35071,2.9159617761657316e-05,0.00012707943761739381,0.014552111099027026,0.0018896767674830663,0.7891367556064526,0.09624043353521036,,,,0.09802478393644812,,,,-6.953983128134107e-05,0.40934461458785754,0.008954126283826956,0.1874131917553985,0.9432517520209847,-0.2636797700296918,,,,-0.2852143747870945,,,
United States,USA,842,2018-2019,2023-2024,2018,2019,2023,2024,5,combined_partner_first,Partner-first: reporter-partner status,421591689357.32684,122602333216.01181,,,,,,,0.9063384036299238,0.09364939477588545,2.4929438994722467e-06,,7.901237940259119e-06,0.0,1.807412350890042e-06,,,,,,,0.7498850385888176,0.3117228464178087,-0.00010883123025146243,,2.5866528048025884e-05,0.0,-0.061524920304422824
United States,USA,842,2018-2019,2023-2024,2018,2019,2023,2024,5,combined_product_first,Product-first: product-specific partner status,421591689357.32684,122602333216.01181,3.062674586951447e-07,1.5011448921948975e-06,0.007799211546773699,0.0009818932229970344,0.8719446674249679,0.025623025617024793,,,,0.09364939477588545,,,,-6.489186458711124e-07,-0.06152432988366963,-0.0014244656499926933,-0.12309448384626188,0.7901944376751677,0.08412664420559382,,,,0.3117228464178087,,,
Zimbabwe,ZWE,716,2018-2019,2023-2024,2018,2019,2023,2024,5,combined_partner_first,Partner-first: reporter-partner status,5319468315.019798,2406827528.4826097,,,,,,,0.9477216628285754,0.007295474258075733,6.823990265625803e-11,,0.04086749841158706,0.00012064203907664733,0.003994722394445182,,,,,,,0.9233595104427383,0.0153554353395197,-7.891241033104364e-05,,0.08993406824476542,0.0002666228038843092,-0.028836724420577088
Zimbabwe,ZWE,716,2018-2019,2023-2024,2018,2019,2023,2024,5,combined_product_first,Product-first: product-specific partner status,5319468315.019798,2406827528.4826097,0.002842748080110049,0.00010002590771377312,0.01387348974983882,9.887670369426222e-05,0.6419447787177301,0.33370370041269803,,,,0.007436380428214853,,,,0.0011845299250296364,-0.025002271957981093,-0.037044436793195204,-0.5464739818077767,0.8545978559720114,0.7370717700616676,,,,0.01566653460024466,,,
