country,iso3,reporter_code,year,population,log_population,population_quartile,is_bottom_population_quartile,world_relative_product_gini,active_product_gini,world_weighted_product_coverage,country_total_exports,country_active_products,world_benchmark_products,sample_window,total_positive_loo_contribution,total_raw_loo_contribution,positive_driver_product_count,main_positive_driver_bucket,top_positive_driver_product_id,top_positive_driver_contribution,overweight_niche_product_positive_share,overweight_large_world_product_positive_share,overweight_mid_world_product_positive_share,missing_large_world_product_positive_share,underweight_large_world_product_positive_share,underweight_other_product_positive_share,near_world_share_positive_share,overweight_niche_product_positive_contribution,overweight_large_world_product_positive_contribution,overweight_mid_world_product_positive_contribution,missing_large_world_product_positive_contribution,underweight_large_world_product_positive_contribution,underweight_other_product_positive_contribution,near_world_share_positive_contribution
Croatia,HRV,191,2000,4468302.0,15.31251902865066,1,True,0.875163625158299,0.9243427416791428,0.9052210810409318,4431597348.0,3563,5035,balanced_2000_2024,0.09106657366394721,0.0022448275316291344,3488,underweight_large_world_product,HS1992:270900,0.0065135012789383495,0.024806861044964202,0.14783765377975522,0.13393044092178955,0.06071029259026517,0.4450237931062694,0.1876909585569565,0.0,0.002259075838722535,0.013463068588239202,0.012196586364049078,0.005528678332331172,0.040526792037121284,0.017092372503483944,0.0
Czech Republic,CZE,203,2000,10255063.0,16.14328209281446,2,False,0.7257473808046534,0.8623690246990838,0.9872955766760778,29052867457.000004,4721,5035,balanced_2000_2024,0.11913355811278892,0.0020635304135206978,2704,underweight_large_world_product,HS1992:270900,0.014474840407853184,0.051933072447472466,0.09069453900399173,0.14626840868622945,0.010477631711620056,0.51970071655016,0.18092563160052622,0.0,0.006186971704396638,0.01080476313294465,0.017425475966286075,0.0012482375464006878,0.06191379551638654,0.02155431424637433,0.0
Denmark,DNK,208,2000,5339616.0,15.490664298238363,2,False,0.7277728646349718,0.8827433205467146,0.9555509251915367,46368294680.0,4429,5035,balanced_2000_2024,0.1372357787665559,0.0013031069085599478,3058,underweight_large_world_product,HS1992:020329,0.006703709031004035,0.06569817445681764,0.06843515161589797,0.30984181089594964,0.0500529524008882,0.31576681241409016,0.19020509821635637,0.0,0.009016140135122419,0.009391751327015085,0.042521382212745595,0.0068690559023012465,0.04333450441028064,0.02610294477909092,0.0
Finland,FIN,246,2000,5176209.0,15.459583493018465,2,False,0.839167449937496,0.9398403441902852,0.9077951826206123,45244921468.0,4396,5035,balanced_2000_2024,0.09332235926865562,0.0034826105632733695,3463,underweight_large_world_product,HS1992:270900,0.00900597654372759,0.038122365409332705,0.23019829742748463,0.08846768151231817,0.1341038349806668,0.29288472186886483,0.2162230988013329,0.0,0.003557669080900716,0.021482648215560562,0.008256012757757558,0.012514886267370295,0.02733269323854648,0.020178449708520008,0.0
France,FRA,251,2000,60918661.0,17.925050106104244,4,False,0.5646068737503345,0.8386817350990878,0.9913070151301351,287770494380.0,4816,5035,balanced_2000_2024,0.13942505826366158,0.0027753780454794486,2401,underweight_large_world_product,HS1992:270900,0.025370579870090615,0.04958733038113228,0.16241765084650253,0.12418838384148521,0.003920426653953878,0.4926372296817531,0.167248978595173,0.0,0.006913716427528804,0.022645090432320658,0.017314972652769045,0.0005466057146459313,0.06868597445122726,0.023318698585169884,0.0
Georgia,GEO,268,2000,4077131.0,15.220904112754404,1,True,0.9587486559706492,0.9440847537878554,0.5732301282093629,321104649.0,1232,5035,balanced_2000_2024,0.04595888253720137,0.002638664146923597,4327,overweight_mid_world_product,HS1992:720449,0.002713286502982304,0.047896278377246373,0.11122144521861434,0.244698247308156,0.2041369487882498,0.1879160551006554,0.20413102520707804,0.0,0.002201259431908964,0.005111613336420073,0.011246058005094595,0.009381906050861866,0.008636411903225283,0.009381633809690593,0.0
Germany,DEU,276,2000,82211508.0,18.224805850227323,4,False,0.5547788353719232,0.8253566783413686,0.9700971530295092,507702682000.0,4801,5035,balanced_2000_2024,0.13173702874986815,0.0030284190906523234,2469,underweight_large_world_product,HS1992:270900,0.027049613966933284,0.05062796547149942,0.05519778923342458,0.1437889140458365,0.07064012161838917,0.4836328879326233,0.196112321698227,0.0,0.006669577742866251,0.007271592747172817,0.01894232430356868,0.009305919732535917,0.06371235966196176,0.02583525456176272,0.0
Greece,GRC,300,2000,10805808.0,16.19559432532158,2,False,0.8537867424133847,0.9206098313303176,0.937082671073722,10511089058.0,3973,5035,balanced_2000_2024,0.09117028914944736,0.0023573505045423326,3023,underweight_large_world_product,HS1992:610610,0.0031433799867509604,0.07174186189000618,0.0686482410758946,0.2952846236280517,0.04910501437118653,0.34508588413790015,0.17013437489696087,0.0,0.006540726292631582,0.006258679988490279,0.026921184517555208,0.0044769183589088435,0.031461579838245046,0.0155112001536164,0.0
Guyana,GUY,328,2000,764832.0,13.547411480848202,1,True,0.9935189921145251,0.9843021400991538,0.43724648910015884,520268632.0,1101,5035,balanced_2000_2024,0.007298260840743032,0.0010072421937619147,4490,missing_large_world_product,HS1992:170111,0.0009522649611144463,0.0036472005156661367,0.1304783402366716,0.134476546590725,0.31250860206737824,0.19723462896399974,0.22165468162555926,0.0,2.6618220701823958e-05,0.0009522649611144463,0.000981444913981444,0.0022807692928636936,0.0014394697690064406,0.0016176936830751831,0.0
"China, Hong Kong SAR",HKG,344,2000,6665000.0,15.712380511594946,2,False,0.7680657357516187,0.8922507787741547,0.8945135761166002,202181244508.0,4561,5035,balanced_2000_2024,0.12488842253397558,0.00176865282018146,2963,underweight_large_world_product,HS1992:270900,0.013371300068368175,0.027974588541613516,0.08688555968696947,0.1628024122664584,0.17186077938174335,0.3534261551092287,0.19705050501398655,0.0,0.003493702233999141,0.0108510004902872,0.020332136452683947,0.021463421632445523,0.04413883499383975,0.024609326730720027,0.0
Hungary,HUN,348,2000,10210971.0,16.138973288459212,2,False,0.7471588227453833,0.8948256252112081,0.8236532544588365,27641212000.0,3345,5035,balanced_2000_2024,0.14180787926928662,0.003303104601794171,3565,underweight_large_world_product,HS1992:270900,0.014112638439281677,0.027063585421404572,0.15666618932662427,0.0649458642527244,0.21257733629040657,0.2966760463906273,0.2420709783182129,0.0,0.003837829654032565,0.022216500061609135,0.00920983527698982,0.030145141240056517,0.04207100096865135,0.03432757206794723,0.0
Iceland,ISL,352,2000,281205.0,12.546839219699402,1,True,0.9920402626558482,0.9798967665087476,0.5269494519517239,1883267232.0,1374,5035,balanced_2000_2024,0.00767268285582734,0.0008387607322636326,4356,missing_large_world_product,HS1992:030562,0.0007287135035288772,0.1520683683312856,0.09138098125881143,0.007182985733975381,0.29862579390404714,0.2116338130664444,0.23910805770543603,0.0,0.001166772362609092,0.0007011372882531619,5.5112771494725266e-05,0.002291261009195411,0.001623799129228276,0.0018346002950466733,0.0
Ireland,IRL,372,2000,3805174.0,15.151872277535919,1,True,0.8637083975161199,0.9608480359350398,0.8874910067592165,74358733358.026,3850,5035,balanced_2000_2024,0.09305988314405023,0.004078229798569977,3809,underweight_large_world_product,HS1992:293390,0.012466532179289946,0.008040746105732622,0.28328146588549374,0.042021301532892526,0.11610737486587663,0.3093887768770608,0.24116033473294368,0.0,0.0007482708929904547,0.0263621401121793,0.003910497410211877,0.010804938737180914,0.028791683422259906,0.022442352569227775,0.0
Italy,ITA,380,2000,56942108.0,17.85754566055495,4,False,0.662176181804359,0.8197075564916732,0.9878489462720166,237667248778.272,4875,5035,balanced_2000_2024,0.1392688859457425,0.0020781022159181983,2320,underweight_large_world_product,HS1992:270900,0.01946117528679936,0.06350736679633735,0.11280117850670723,0.1948213122065338,0.016117666038119698,0.47985480214230397,0.13289767430999797,0.0,0.00884460022307354,0.01570969446399595,0.027132547109491645,0.0022446893931744594,0.06682884371007336,0.01850851104593354,0.0
Japan,JPN,392,2000,126843000.0,18.658460659199566,4,False,0.6882575369846025,0.9050459720213476,0.9613103095942522,462442649241.0,4660,5035,balanced_2000_2024,0.14599840224295546,0.002451611317224267,3169,underweight_large_world_product,HS1992:270900,0.018898787077804236,0.018283555051187464,0.09968872049476264,0.06656625888181293,0.05551532141045722,0.4886081707852403,0.2713379733765394,0.0,0.0026693698247944875,0.014554393913879915,0.00971856744003563,0.008105148225930892,0.0713360122574982,0.03961491058081634,0.0
Korea,KOR,410,2000,47008111.0,17.665830719253158,4,False,0.7177306101193666,0.9238143862132548,0.9079334017483615,172233906741.0,4444,5035,balanced_2000_2024,0.14117776148649863,0.003220099498542961,3332,underweight_large_world_product,HS1992:270900,0.016181902937454584,0.016495138643537004,0.14668401511639775,0.10060818699513333,0.15525507084781415,0.3257275886588837,0.25522999973823407,0.0,0.0023287467491039937,0.02070852089998476,0.014203638627187987,0.021918563361722154,0.04598549182125622,0.03603280002724352,0.0
Kyrgyzstan,KGZ,417,2000,4898362.0,15.404411421480646,2,False,0.980932807128524,0.9673621018282128,0.5644643580782172,500845030.0,1630,5035,balanced_2000_2024,0.019189095077542295,0.0035799562214920977,3949,overweight_large_world_product,HS1992:710812,0.005322958019523316,0.012391525953585197,0.31080769285386906,0.04209130482001267,0.25968684113781076,0.16871066708523214,0.20631196814949015,0.0,0.0002377821696791793,0.005964118369004456,0.0008076940501290375,0.004983155484980073,0.003237405031294105,0.003958939972455444,0.0
Luxembourg,LUX,442,2000,436300.0,12.986085359111701,1,True,0.9137406602243652,0.9513331416710532,0.8817081732756649,7499705711.0,3356,5035,balanced_2000_2024,0.06256563207635635,0.001732960714658116,3760,overweight_mid_world_product,HS1992:270900,0.004794618999886646,0.03211140235877482,0.03930324565292882,0.33539555419190625,0.08111747771469473,0.3013158980830452,0.21075642199865013,0.0,0.002009070185434947,0.002459032406927797,0.020984234843616445,0.005075166265659625,0.018852019618220694,0.01318610875649684,0.0
Mexico,MEX,484,2000,98625552.0,18.406840934072825,4,False,0.6756700523138764,0.9277066293320432,0.9709669087097119,166208326274.0,4449,5035,balanced_2000_2024,0.14277746286143855,0.0016435324900497816,3626,underweight_large_world_product,HS1992:852810,0.005299562307281569,0.02241095421331086,0.15673354326785469,0.08071333239148207,0.03063011229170259,0.39732521439108914,0.31218684344456066,0.0,0.003199779182880391,0.022378017653067794,0.011524044817947776,0.004373289720170259,0.056729086041636845,0.04457324544573549,0.0
Morocco,MAR,504,2000,28423435.0,17.162724538917185,3,False,0.9564105133322786,0.9493140976938236,0.7198084603996723,7421502210.422001,2582,5035,balanced_2000_2024,0.042416132528716566,0.0014394843449792027,3831,underweight_large_world_product,HS1992:280920,0.0028438417265030935,0.06324087343958597,0.02114159173947394,0.24095314237135962,0.170401900723443,0.3015381641343183,0.20272432759181921,0.0,0.00268243326904527,0.000896744557089546,0.0102203004200343,0.007227789604230761,0.012790082732387131,0.008598781945929557,0.0
Mozambique,MOZ,508,2000,18129653.0,16.71305944300016,3,False,0.9899271505342488,0.9724257915427998,0.41475309918740644,356888833.0,868,5035,balanced_2000_2024,0.009513343936407237,0.0011705231036492902,4521,missing_large_world_product,HS1992:030613,0.0005754431039626251,0.09919651996194176,0.06048799536831884,0.027133272113751557,0.38311528385968185,0.16814657925013868,0.26192034944616727,0.0,0.000943690611692638,0.0005754431039626251,0.00025812814973824594,0.003644707462651442,0.0015996362401369257,0.00249173836822536,0.0
Netherlands,NLD,528,2000,15925513.0,16.58343297240444,3,False,0.629976260628344,0.8724772366733924,0.965265992505552,179751088906.0,4716,5035,balanced_2000_2024,0.1355715276906022,0.0024036116260275353,2868,underweight_large_world_product,HS1992:270900,0.021210465970175174,0.04916243097950527,0.085544383164525,0.16282026238981448,0.0629424347305181,0.4279723103771354,0.21155817835850171,0.0,0.006665025872875319,0.011597382710964887,0.022073791711171853,0.008533202032982357,0.05802085992710482,0.02868126543550298,0.0
New Zealand,NZL,554,2000,3857700.0,15.16558170892664,1,True,0.9028942109612247,0.9416140068849156,0.9358334185682093,13152180332.999998,3891,5035,balanced_2000_2024,0.07597019561224594,0.002075226126334262,3095,underweight_large_world_product,HS1992:040221,0.004403041520785633,0.1496245408986553,0.22570830011965076,0.20196210765649653,0.03389646597753406,0.24351981797610717,0.14528876737155616,0.0,0.011367005640463335,0.017147103711397382,0.015343100824925515,0.002575121150877102,0.018500248207103387,0.011037616077479218,0.0
Niger,NER,562,2000,11509630.0,16.25869463422134,3,False,0.9944694623653892,0.9824816906563376,0.517124027510397,224038010.0,1033,5035,balanced_2000_2024,0.009008958581088744,0.0019653371925802965,4386,overweight_mid_world_product,HS1992:261210,0.003593376426789585,0.07616089320554893,0.014822207012706866,0.4754345020300543,0.15923583654186588,0.12438138687480883,0.14996517433501522,0.0,0.0006861303323875134,0.00013353264905779927,0.004283169736809311,0.0014345490560306873,0.001120546762613528,0.0013510300441899048,0.0
Norway,NOR,579,2000,4490967.0,15.317578604013486,1,True,0.8774542361604935,0.9741755890345776,0.9382138261184548,57697484697.60801,3965,5035,balanced_2000_2024,0.07001953188002275,0.02611560188293105,3847,underweight_large_world_product,HS1992:270900,0.005879883429415811,0.03703075380660547,0.10411481520892234,0.038151980942772536,0.04722822225722787,0.4753023107664017,0.29817191701807005,0.0,0.0025928760467028855,0.007290070622703815,0.0026713838459084815,0.0033068980139767667,0.03328044530135654,0.020877858049374254,0.0
Panama,PAN,591,2000,3010369.0,14.917573220573479,1,True,0.983573385710254,0.9316053712328698,0.17567407327731502,779075431.0000001,531,5035,balanced_2000_2024,0.02119334214411228,0.0019349117962857987,4668,missing_large_world_product,HS1992:080300,0.0029441747635536863,0.0712360271219507,0.13891979582708747,0.11952649719756732,0.4454159256247898,0.02100935833437596,0.20389239589422872,0.0,0.0015097294957827634,0.0029441747635536863,0.002533165950395322,0.00943985210820264,0.00044525851940868666,0.004321161306769183,0.0
Peru,PER,604,2000,26598331.0,17.096359027422515,3,False,0.9662603823020542,0.9763061275125138,0.7995724401724665,6322416298.0,2773,5035,balanced_2000_2024,0.035750168769706714,0.0036211995497380522,3948,underweight_large_world_product,HS1992:230120,0.005061951835516609,0.044812378327750646,0.21762167686823455,0.17298816133036246,0.09480211247828783,0.28937993312870774,0.18039573786665675,0.0,0.0016020500881890332,0.007780011675985965,0.00618435596272171,0.003389191520823509,0.010345381447917745,0.006449178074068751,0.0
Poland,POL,616,2000,38258629.0,17.459879687565387,3,False,0.7900166303033018,0.8377355881328636,0.8997174427791758,30953185000.0,3135,5035,balanced_2000_2024,0.11482499875205343,0.002103522424631077,3007,underweight_large_world_product,HS1992:270900,0.01073997526835524,0.03576220537497015,0.11210207028476186,0.10749446287653269,0.06698875119126042,0.4873262298724372,0.1903262804000377,0.0,0.004106395187551626,0.012872120080550387,0.01234305156565052,0.0076919832719380965,0.0559572337369455,0.021854214909417302,0.0
Senegal,SEN,686,2000,9968260.0,16.114916603136297,2,False,0.9710120192603332,0.9597619564533486,0.5540312946824512,692816303.0,1278,5035,balanced_2000_2024,0.034472104335261045,0.002987969376209376,4318,overweight_mid_world_product,HS1992:150810,0.0030848002169906463,0.13662665035713054,0.02975245220834066,0.25722728940393397,0.20590547012930438,0.17553605600783603,0.19495208189345442,0.0,0.004709808146088235,0.0010256296367557871,0.0088671659582088,0.007097994849498357,0.00605109723730235,0.006720408507407516,0.0
India,IND,699,2000,1057922733.0,20.779573136524686,4,False,0.8922681651808054,0.906530262417218,0.8974399235218478,41516380663.0,4574,5035,balanced_2000_2024,0.08139800142581688,0.003927534498600949,2263,underweight_large_world_product,HS1992:710239,0.013490293301544387,0.12938182926517247,0.2061481550424662,0.09028729146035805,0.11373694920352677,0.34057491143627233,0.1198708635922042,0.0,0.010531422323001305,0.016780047818076183,0.007349205079023369,0.009257960353436734,0.02772211712668715,0.009757248725592138,0.0
Singapore,SGP,702,2000,4027887.0,15.208752478802452,1,True,0.7691640576723213,0.9454686462007128,0.9270107105028903,133441390704.0,4722,5035,balanced_2000_2024,0.13020437434256504,0.006596100782632841,3262,underweight_large_world_product,HS1992:270900,0.013137873698951474,0.010074278267031616,0.26859214313880025,0.015292609112377122,0.11818789209419593,0.36542808139384475,0.22242499599375035,0.0,0.001311715098711752,0.03497187195071616,0.001991164601542472,0.01538858054499137,0.04758033470508949,0.0289607074415138,0.0
Slovakia,SVK,703,2000,5388720.0,15.499818437874191,2,False,0.8068046233335189,0.9198419691315448,0.9486711588159042,11884547578.0,4160,5035,balanced_2000_2024,0.11150861948652746,0.0025691577091622175,3506,underweight_large_world_product,HS1992:270900,0.010334814630402533,0.03704918126458726,0.04614539262500424,0.136269329710761,0.04532683260225338,0.5036240265817883,0.23158523721560584,0.0,0.0041313030559202435,0.005145609027278009,0.015195204834401399,0.005054332529174199,0.05615841994438142,0.02582375009537219,0.0
Slovenia,SVN,705,2000,1988925.0,14.50310484973452,1,True,0.8340866125335654,0.8993118568593708,0.8749947821737267,8712694675.0,4081,5035,balanced_2000_2024,0.10229104747898321,0.0020589318939970847,3273,underweight_large_world_product,HS1992:270900,0.009228801170082956,0.041515988363060884,0.10065632625115203,0.11031770872151843,0.16167781101399897,0.3948638051757204,0.19096836047454932,0.0,0.0042467139367827755,0.010296241047616617,0.011284513980605482,0.016538192642731042,0.04039103224296159,0.019534353628285706,0.0
South Africa,ZAF,710,2000,47159719.0,17.669050675176337,4,False,0.8376356336543125,0.9207933017945272,0.9913565480171541,22760792217.0,4761,5035,balanced_2000_2024,0.10283741493157983,0.00263755937811172,2545,underweight_large_world_product,HS1992:270900,0.006650272896194465,0.11848325476216287,0.18808301776692604,0.21201329024471105,0.0031375950433267033,0.3484574638876831,0.12982537829519022,0.0,0.012184511632420625,0.019341971339681074,0.021802898699904816,0.00032266216335785636,0.03583446479982366,0.013350906296391796,0.0
Zimbabwe,ZWE,716,2000,11892055.0,16.291381088047384,3,False,0.9658808160460278,0.954872103021631,0.7657425981625283,1594750679.8700001,2908,5035,balanced_2000_2024,0.03647940662485594,0.002984865197589559,3419,overweight_large_world_product,HS1992:240120,0.008755098580468634,0.07390719179173198,0.3014399680707413,0.12616193789069124,0.135313970611154,0.2156692826081506,0.14750764902753086,0.0,0.002696090501871806,0.010996351168236163,0.004602312632894345,0.0049361733559480925,0.007867487456753697,0.0053809915091518334,0.0
Spain,ESP,724,2000,40567864.0,17.518486784055394,3,False,0.6559564996918545,0.8515623047592584,0.9176624637158961,106439924611.21802,4712,5035,balanced_2000_2024,0.14218897483021564,0.0034560693368629325,2428,underweight_large_world_product,HS1992:270900,0.019483181777170455,0.04378998811355012,0.19130825487119013,0.10369708304203633,0.1793911404975858,0.33121861158774246,0.1505949218878951,0.0,0.00622645351769302,0.027201924636692132,0.014744581930630885,0.025507442360974908,0.04709563482634849,0.02141293755787621,0.0
Sweden,SWE,752,2000,8872109.0,15.998423093779971,2,False,0.7333170938722585,0.9057613450275545,0.9751380784822751,82376983824.0,4645,5035,balanced_2000_2024,0.12886202679862835,0.0032251454209981656,3204,underweight_large_world_product,HS1992:270900,0.01503530468223957,0.02960745707679448,0.17231512766249632,0.0959201081922613,0.032137670673408385,0.46476356790518203,0.20525606848985745,0.0,0.003815276927269129,0.022204876598653667,0.012360459552398506,0.004141325379562244,0.059890375342423696,0.026449712998321107,0.0
Switzerland,CHE,757,2000,7184250.0,15.787401687913247,2,False,0.8172301803695216,0.8916002820106836,0.9516368083802711,78038577616.479,4465,5035,balanced_2000_2024,0.106148801374507,0.002150799426142158,2873,underweight_large_world_product,HS1992:270900,0.010295613587746444,0.04764387365341906,0.12558903783440983,0.17965423954613172,0.041841779135257044,0.42784085675100364,0.17743021307977871,0.0,0.005057340081148887,0.013331125831900215,0.019070082189670434,0.004441454702584391,0.045414794123161184,0.018834004446041885,0.0
Turkey,TUR,792,2000,65425961.0,17.99642969484731,4,False,0.8544725754505501,0.9039470666915784,0.9579384511718513,27026779349.0,4456,5035,balanced_2000_2024,0.09231300707799561,0.0016853748466034713,2791,underweight_large_world_product,HS1992:270900,0.007832189850731308,0.08859608844226752,0.06879071605362432,0.20565853470110798,0.03555674710063207,0.4416772654736657,0.15972064822870238,0.0,0.008178571339453766,0.006350277857958608,0.01898495776951359,0.0032823502467711485,0.04077255653386025,0.014744293330438252,0.0
Uganda,UGA,800,2000,24000150.0,16.993570638292688,3,False,0.9893814276283203,0.9590266428367944,0.3815605239093539,402823581.0,662,5035,balanced_2000_2024,0.012245424158156548,0.0015360938107595867,4523,missing_large_world_product,HS1992:090111,0.0016553401716153937,0.076063704733862,0.13518030492335287,0.13230786346946158,0.3190021214191993,0.1139403051415307,0.22350570031259356,0.0,0.0009314323275069203,0.0016553401716153937,0.001620165907643023,0.0039063162841298515,0.0013952473651678288,0.002736922102093531,0.0
North Macedonia,MKD,807,2000,2026350.0,14.521746703065936,1,True,0.9408885451250735,0.9329689117338562,0.6982900248166797,1318110270.97,2513,5035,balanced_2000_2024,0.05068480382555951,0.0012772509008270871,3833,underweight_large_world_product,HS1992:270900,0.0032836152553646913,0.015130556507286163,0.06058803937669097,0.16478160190478539,0.2267245298318636,0.3259924455098313,0.20678282686954255,0.0,0.000766889288343342,0.003070892889982857,0.00835192316660549,0.011491488316970222,0.016522863149280198,0.0104807470143774,0.0
Egypt,EGY,818,2000,73083284.0,18.107110225519722,4,False,0.9493143342720166,0.9633952041684706,0.5267792823145927,4578889524.882,1797,5034,balanced_2000_2024,0.04716545243028025,0.00693365466403606,4232,missing_large_world_product,HS1992:691090,0.003612465616031457,0.042872737642730356,0.017448050295727605,0.1429000484855612,0.3291317249594521,0.2219324920026418,0.24571494661388693,0.0,0.002022112067844084,0.0008229451862242776,0.006739945439130479,0.01552364671687112,0.010467546394284155,0.011589256625926136,0.0
United Kingdom,GBR,826,2000,58892514.0,17.891224543770143,4,False,0.5183994282402087,0.8702072799366993,0.9701677214476747,271801756341.0,4856,5035,balanced_2000_2024,0.1527825985150616,0.000620345872471062,2844,underweight_large_world_product,HS1992:710231,0.0068137948155100325,0.038127399492648095,0.20450642210734726,0.15089215864599012,0.07390374713468453,0.28639119728628043,0.24617907533304953,0.0,0.005825203169108617,0.031245022582578552,0.02305369609348129,0.011291206527237141,0.043755591313237585,0.03761187882941841,0.0
