country,iso3,reporter_code,year,population,log_population,population_quartile,is_bottom_population_quartile,world_relative_product_gini,active_product_gini,world_weighted_product_coverage,country_total_exports,country_active_products,world_benchmark_products,sample_window,total_positive_loo_contribution,total_raw_loo_contribution,positive_driver_product_count,main_positive_driver_bucket,top_positive_driver_product_id,top_positive_driver_contribution,overweight_niche_product_positive_share,overweight_large_world_product_positive_share,overweight_mid_world_product_positive_share,missing_large_world_product_positive_share,underweight_large_world_product_positive_share,underweight_other_product_positive_share,near_world_share_positive_share,overweight_niche_product_positive_contribution,overweight_large_world_product_positive_contribution,overweight_mid_world_product_positive_contribution,missing_large_world_product_positive_contribution,underweight_large_world_product_positive_contribution,underweight_other_product_positive_contribution,near_world_share_positive_contribution
Armenia,ARM,51,2003,3182500.0,14.973177609413698,1,True,0.97899448574535,0.9692069850883872,0.5166298376982796,670002492.0,1255,5035,balanced_2000_2024,0.019283556698695192,0.0028137879977248037,4299,missing_large_world_product,HS1992:710239,0.0013241388766652706,0.04177377844836234,0.06866673494702705,0.09929244414644245,0.3122914716353062,0.2266714590957864,0.25130411172707556,0.0,0.0008055470252277264,0.0013241388766652706,0.0019147114764499484,0.006022090299798388,0.004371031933449565,0.0048460370871042935,0.0
Belgium,BEL,56,2003,10376133.0,16.1550188229379,2,False,0.6383332718102119,0.8681808353349221,0.983040533720636,248173845230.0,4870,5035,balanced_2000_2024,0.12496624021562763,0.0038338604630697715,2544,underweight_large_world_product,HS1992:270900,0.01568061421665279,0.04228011737247507,0.21424007498443773,0.11309256494553041,0.035970312377620495,0.4167910530635181,0.17762587725641818,0.0,0.0052835873039136505,0.02677277667431932,0.014132752637584622,0.004495074697212886,0.05208481085686001,0.022197238045737144,0.0
Brazil,BRA,76,2003,180622688.0,19.01192081674905,4,False,0.8164715515643435,0.9324392464008716,0.9713652705558914,70941347943.0,4417,5035,balanced_2000_2024,0.11907183693027334,0.0025887869055039037,3247,overweight_large_world_product,HS1992:120100,0.008874558526234533,0.026080176220449947,0.35174971251899234,0.10641234821215723,0.019157445964390625,0.3173001306508049,0.17930018643320497,0.0,0.0031054144900342084,0.041883484409331984,0.01267071377368545,0.002281112281872444,0.03778150941480707,0.02134960256054219,0.0
Cambodia,KHM,116,2003,13050968.0,16.384372865227267,3,False,0.9957908848547167,0.9710315881492436,0.42057036613801835,2117334190.0,856,5035,balanced_2000_2024,0.005004110912100401,0.00041527860673840067,4568,missing_large_world_product,HS1992:490700,0.0005491525018073151,0.10388108008998112,0.0295174101792091,0.1787403862775045,0.287792321979239,0.18019024630080244,0.21987855517326385,0.0,0.0005198324464390502,0.00014770839437472372,0.0008944367174043011,0.001440144698835022,0.0009016919777679044,0.0011002966772793998,0.0
Canada,CAN,124,2003,31642461.0,17.270010479128427,3,False,0.7029783985075474,0.9180489428986514,0.9905148974307283,257370724671.0,4813,5035,balanced_2000_2024,0.14107082489608158,0.005189882259031275,3092,overweight_large_world_product,HS1992:870324,0.017284781040877384,0.03153999466334818,0.3827254540525096,0.06576400063406937,0.013256173962652636,0.298170893170328,0.20854348351709218,0.0,0.004449373064376538,0.0539913955119149,0.009277381817914598,0.001870059395877366,0.042063213859539594,0.029419401246458587,0.0
China,CHN,156,2003,1288400000.0,20.976666975421317,4,False,0.7469987182585804,0.8614053845319214,0.9873689097265078,437271032807.0,4882,5035,balanced_2000_2024,0.1184061198492139,0.0019393648966834487,2436,underweight_large_world_product,HS1992:270900,0.009455618190635895,0.07467077149390848,0.05312929454408021,0.14035283158226217,0.015634969143917418,0.5523629959339698,0.16384913730186193,0.0,0.008841476318740993,0.006290833617290548,0.016618634197505866,0.0018512760302934472,0.06540315909682848,0.019400740588554566,0.0
Costa Rica,CRI,188,2003,4138784.0,15.235912582850624,1,True,0.9315043579005121,0.9619436349168418,0.7836043559207764,5797653958.0,2728,5035,balanced_2000_2024,0.059544124303326784,0.0046471833930468165,4020,underweight_large_world_product,HS1992:080300,0.006290640821041804,0.02208471763899055,0.1826437007142213,0.08868614789208171,0.13580019716226538,0.34220032270041323,0.2285849138920278,0.0,0.001315015172299927,0.01087535921854721,0.0052807390140693355,0.008086103820246215,0.020376018551511943,0.013610888526652154,0.0
Croatia,HRV,191,2003,4303399.0,15.27491573352706,1,True,0.8477652742320991,0.9172334456718572,0.8622623614289432,6186630195.0,3779,5035,balanced_2000_2024,0.09928609400045374,0.002554648800860204,3316,underweight_large_world_product,HS1992:890120,0.008821403511992343,0.04178104745409143,0.20377637669274065,0.10119337236124606,0.14970570507579148,0.3164141221578492,0.1871293762582812,0.0,0.00414827700496434,0.02023216049138732,0.010047094680481594,0.014863694706559238,0.031415522275635266,0.018579344841425982,0.0
Czech Republic,CZE,203,2003,10193998.0,16.137309673688264,2,False,0.7126261776787713,0.8776826929449375,0.9817816518021585,48720350334.0,4720,5035,balanced_2000_2024,0.12029209163828525,0.0021836307358344964,2848,underweight_large_world_product,HS1992:270900,0.014893573717060127,0.038057418019761105,0.10627881987270828,0.12138241420455585,0.025041912056586586,0.5059471841166664,0.2032922517297218,0.0,0.004578006415949631,0.012784501539336635,0.01460134449277073,0.0030123439799087937,0.06086144503589441,0.024454450174425046,0.0
Denmark,DNK,208,2003,5390574.0,15.500162430721643,2,False,0.7217636128325654,0.8926253960195281,0.9676220069285641,62198988404.0,4654,5035,balanced_2000_2024,0.13977865413039403,0.0012777561116260605,3014,underweight_large_world_product,HS1992:300431,0.0062307226948074,0.054221424125142866,0.06591346359156008,0.32096076804892576,0.03850723710201519,0.3319431577987784,0.18845394933357767,0.0,0.007578997689245748,0.009213295229900997,0.04486346418653642,0.005382489776399657,0.04639856784490626,0.026341839403404954,0.0
Finland,FIN,246,2003,5213014.0,15.466668749340345,2,False,0.8331181477609632,0.9323828921445932,0.9070281649643057,52167038964.0,4392,5035,balanced_2000_2024,0.09777321892909141,0.0037354717028675877,3463,underweight_large_world_product,HS1992:270900,0.00911672118719864,0.03395266387866065,0.23415963690171293,0.1103088663022404,0.134061689878728,0.28094735372928753,0.2065697893093705,0.0,0.0033196612386341418,0.02289454144314773,0.010785252934788825,0.01310764295451683,0.027469127123722514,0.02019699323428137,0.0
France,FRA,251,2003,62249855.0,17.94666676398911,4,False,0.5755964061592063,0.8422130803492744,0.9899795052545783,350683562649.0,4796,5035,balanced_2000_2024,0.13939959055496043,0.0029299103449408337,2335,underweight_large_world_product,HS1992:270900,0.02420973881836541,0.03842868340070086,0.1731872118744943,0.1421268666098032,0.00746431903182508,0.4777654512151254,0.1610274678680511,0.0,0.005356942731623904,0.024142226424659685,0.019812427012266043,0.0010405230168080148,0.06660030828069441,0.022447163088908373,0.0
Georgia,GEO,268,2003,3951736.0,15.189665533999134,1,True,0.9683064173509217,0.9601709377685392,0.5808625823143596,460895136.0,1249,5035,balanced_2000_2024,0.030194990527303345,0.0023178569055715137,4296,underweight_other_product,HS1992:720449,0.0020062170152242986,0.036531499017188565,0.12848725882186524,0.1610659899817332,0.23095311921070447,0.20138820342876484,0.24157392953974374,0.0,0.0011030682667722003,0.0038796715630053935,0.004863386041769169,0.006973627246818381,0.006080914894842193,0.007294322514096008,0.0
Germany,DEU,276,2003,82534176.0,18.22872302007064,4,False,0.5466420993194959,0.8337100321839825,0.9710570352411712,693057612000.0,4822,5035,balanced_2000_2024,0.13424614409781932,0.0029068717296986124,2545,underweight_large_world_product,HS1992:270900,0.026751310518248306,0.04656671523394834,0.06410009085820108,0.12926395731902937,0.07331238227980505,0.4840076148501592,0.20274923945885698,0.0,0.006251401963458747,0.008605190034033372,0.017353187840904782,0.009841904635689125,0.0649761560076163,0.02721830361611699,0.0
Greece,GRC,300,2003,10928070.0,16.206845266335883,2,False,0.8539137159380008,0.9131372979446112,0.8892307345518871,13398871228.0,4011,5035,balanced_2000_2024,0.09773169234453127,0.0018969679270212092,3002,underweight_large_world_product,HS1992:270900,0.007933442543218039,0.04592457982929118,0.08968475137885883,0.28685203086185523,0.12160226035363653,0.2960200035365558,0.15991637403980244,0.0,0.004488286906928152,0.008765042529754408,0.028034534428594826,0.011884394697281198,0.02893053591346173,0.01562889786851096,0.0
Guyana,GUY,328,2003,763101.0,13.545145673721107,1,True,0.9905441620372372,0.9803096306068864,0.5792853371274014,448704338.0,1327,5035,balanced_2000_2024,0.010458463246752148,0.0015924192555606398,4354,overweight_large_world_product,HS1992:170111,0.0024402568736011654,0.010436875480107544,0.23332843612172005,0.11665814283329826,0.20082476336344052,0.22380717360724414,0.21494460859418948,0.0,0.00010915367861963343,0.0024402568736011654,0.0012200648992564123,0.0021003184066742397,0.00234067909953084,0.0022479902890698567,0.0
"China, Hong Kong SAR",HKG,344,2003,6730800.0,15.722204565284429,2,False,0.7700493976298052,0.9041510869856784,0.8875055351949351,227314698217.00003,4406,5035,balanced_2000_2024,0.12106563783980606,0.0019673339818733204,3144,underweight_large_world_product,HS1992:270900,0.012909294640731539,0.019276365414259405,0.06973788457850036,0.10216490766466216,0.1752343898023708,0.39906278202714623,0.23452367051306106,0.0,0.0023337054741104923,0.00844286147809492,0.012368659711267216,0.021214863172893228,0.04831279024424395,0.028392757759196252,0.0
Hungary,HUN,348,2003,10129552.0,16.13096765017287,2,False,0.7394545002802787,0.9008644875800964,0.8229809291766548,42308615000.0,3491,5035,balanced_2000_2024,0.13682591776555542,0.00382369798806681,3494,underweight_other_product,HS1992:270900,0.01421203585292563,0.022356822554696745,0.20079498854481986,0.05954114049120542,0.23797186182422364,0.2216427174821741,0.25769246910288024,0.0,0.0030589927643680515,0.027473958590369163,0.008146771192517055,0.03256071839647734,0.030326468235550186,0.03525900858627362,0.0
Iceland,ISL,352,2003,289521.0,12.575983112224474,1,True,0.9922638414191347,0.9794934015625718,0.5512087554640267,2361472437.0,1310,5035,balanced_2000_2024,0.007043478006065751,0.0008254007071545333,4437,missing_large_world_product,HS1992:030562,0.0005077905819702577,0.124794869368485,0.05655207203977831,0.03009360057217164,0.2780412369502755,0.24611078267802403,0.2644074383912655,0.0,0.0008789899176667726,0.00039832327560962444,0.00021196361375341866,0.0019583773372385815,0.00173347588484829,0.0018623479769490636,0.0
Ireland,IRL,372,2003,3996521.0,15.200934790632179,1,True,0.8790034694308065,0.9624587660346235,0.929899122178224,89391946251.78201,3859,5035,balanced_2000_2024,0.0818478987539637,0.0036629806017489663,3826,underweight_large_world_product,HS1992:293490,0.006655585431107225,0.014526104156255068,0.20375526956465081,0.06002334673120564,0.049114248360389294,0.4288076645053772,0.243773366682122,0.0,0.001188931102270696,0.01667694067391412,0.004912784806129777,0.00401989802717817,0.035097006309359746,0.01995233783511119,0.0
Italy,ITA,380,2003,57399184.0,17.865540645160873,4,False,0.6585985803138653,0.8216947853294847,0.9640814993988323,284010291045.801,4533,5035,balanced_2000_2024,0.13554522250131795,0.0019326755489983416,2442,underweight_large_world_product,HS1992:270900,0.018401489092668366,0.059924871095963866,0.08391602133635308,0.19606062067101857,0.03417042508038889,0.46050669652226667,0.16542136529400894,0.0,0.008122529986065219,0.011374415783461322,0.02657508045259971,0.004631637870485927,0.062419482643457536,0.02242207576524824,0.0
Japan,JPN,392,2003,127718000.0,18.66533526643363,4,False,0.6929200459594533,0.9070693435763604,0.9754466084099831,452761274303.0,4677,5035,balanced_2000_2024,0.1427346088261331,0.002398278617831928,3147,underweight_large_world_product,HS1992:270900,0.017830645437598602,0.015056765687566458,0.07283838425810565,0.07838712268450031,0.03032394916034451,0.5338614049546152,0.2695323732548679,0.0,0.0021491215606015412,0.010396558284608282,0.011188555293378255,0.004328277021465321,0.07620049880356683,0.03847159786251286,0.0
Korea,KOR,410,2003,47892330.0,17.684465924298767,4,False,0.7120840021129909,0.924407608956811,0.9634796097438354,193776411108.0,4481,5035,balanced_2000_2024,0.13678020606868913,0.0031798455193783326,3323,underweight_large_world_product,HS1992:270900,0.01607835401103841,0.01115989305914595,0.1476500644519914,0.07765973454806281,0.04160933518147267,0.46297693873723966,0.2589440340220875,0.0,0.0015264524723345163,0.020195606241798614,0.010622314494723728,0.005691333440502988,0.0633260810855305,0.03541841833379877,0.0
Kyrgyzstan,KGZ,417,2003,5043308.0,15.433572773950964,2,False,0.9831220930905475,0.9637017496772567,0.5769618489248314,530332387.0,1539,5035,balanced_2000_2024,0.02383634003493451,0.006165593996345087,4034,overweight_large_world_product,HS1992:710813,0.010950832631027252,0.02101996477326158,0.4699228029303306,0.02596390042878596,0.1695432506535256,0.1627742628200944,0.1507758183940018,0.0,0.0005010390278578081,0.01120123972081688,0.0006188843592537241,0.004041290573205569,0.0038799426775155688,0.003593943676284961,0.0
Luxembourg,LUX,442,2003,451630.0,13.02061853952068,1,True,0.8964831751978437,0.9463497200661466,0.9031258627340607,9631671251.0,3542,5035,balanced_2000_2024,0.07630045218782944,0.0016362716881684891,3730,underweight_large_world_product,HS1992:270900,0.005617665597960508,0.0732301576868658,0.06729552311732868,0.28773726084637335,0.05789765322394373,0.3110438653844476,0.20279553974104078,0.0,0.005587494145293914,0.0051346788440687074,0.02195448311386572,0.004417617121601047,0.023732787579083703,0.015473391383916346,0.0
Mexico,MEX,484,2003,102978515.0,18.450030932202516,4,False,0.6774212711077929,0.9306289606641432,0.9679359889438568,164827061070.0,4383,5035,balanced_2000_2024,0.14172436244647935,0.0013674713704338037,3693,underweight_large_world_product,HS1992:854430,0.0067306969840720265,0.019613420501324502,0.16081998586575133,0.08000132641820333,0.035764197550308165,0.380612900761561,0.3231881689028517,0.0,0.0027796995159449223,0.022792109965475427,0.011338136981492553,0.005068658096227363,0.05394212069933735,0.04580363718800173,0.0
Morocco,MAR,504,2003,29571415.0,17.202318743237026,3,False,0.957560945309747,0.9505749796418288,0.7423303318459287,8738073608.149,2769,5035,balanced_2000_2024,0.038243405054887214,0.0011407062556342273,3728,underweight_large_world_product,HS1992:280920,0.0023308688705138136,0.027285200635805237,0.039435355762638374,0.2500528956336252,0.17144651068069097,0.30339498038899476,0.20838505689824544,0.0,0.0010434789799189659,0.00150814228391416,0.009562874172864166,0.006556698353208712,0.01160285712663589,0.00796935413834532,0.0
Mozambique,MOZ,508,2003,19392475.0,16.780395662188152,3,False,0.9854366119218504,0.9842612347493672,0.603165952350351,1035462765.0,1716,5035,balanced_2000_2024,0.0214977203290021,0.008211921519184595,4105,overweight_large_world_product,HS1992:760110,0.011848798869218413,0.017380990069542378,0.5511653648798035,0.0007138088761493573,0.15519677989812597,0.1313121231622735,0.14423093311410523,0.0,0.00037365166355618484,0.011848798869218413,1.534526358781818e-05,0.0033363769702116075,0.002822911299550035,0.0031006362628780426,0.0
Netherlands,NLD,528,2003,16225302.0,16.602082433632358,3,False,0.635295047988306,0.8665649803855311,0.9776394094118608,226628049159.0,4835,5035,balanced_2000_2024,0.14175548229392754,0.0022174271739276996,2706,underweight_large_world_product,HS1992:270900,0.020380841491541957,0.05556554451714702,0.10727773034186493,0.19229427591063752,0.04179930741958815,0.4263341412238341,0.17672900058692828,0.0,0.007876720561952877,0.015207206404008966,0.027258767824073993,0.0059252809828158615,0.06043520180755202,0.02505230471352382,0.0
New Zealand,NZL,554,2003,4027200.0,15.20858190336319,1,True,0.901519260656484,0.9368600653695534,0.9364660333574952,16376002861.0,3984,5035,balanced_2000_2024,0.07767178432350152,0.0019763347141786847,2996,overweight_mid_world_product,HS1992:040221,0.005297100217925732,0.09625468532937845,0.1452168553995187,0.3234989792721213,0.03594425734137409,0.2575746375084789,0.14151058514912854,0.0,0.007476273159029989,0.011279252272728524,0.025126742946897096,0.0027918546038876446,0.020006281691762662,0.01099137964919561,0.0
Niger,NER,562,2003,12796984.0,16.364720076125913,3,False,0.996936795963475,0.986857668103622,0.41024344679715924,222771513.0,778,5035,balanced_2000_2024,0.005655673361481539,0.0019187310773539634,4489,overweight_niche_product,HS1992:261210,0.003023465005408954,0.5619556413839387,0.0,0.0371292892539388,0.18838718203862517,0.07200486444948145,0.14052302287401583,0.0,0.003178237551309415,0.0,0.00020999113216424448,0.0010654563671004258,0.0004072359937640213,0.0007947523171434323,0.0
Norway,NOR,579,2003,4564855.0,15.333897308089432,1,True,0.8777098985377318,0.9724037849992412,0.929788601573798,65123585154.201004,3920,5035,balanced_2000_2024,0.06816580437921516,0.019217904985401768,3876,underweight_large_world_product,HS1992:271121,0.005021886868310732,0.035365036005036606,0.10344978791260055,0.042497326880611135,0.05721055480492573,0.4539960446749146,0.3074812497219114,0.0,0.0024106861261832258,0.007051738005921626,0.0028968644707833002,0.003899803487258935,0.030947005570247654,0.020959706718820414,0.0
Panama,PAN,591,2003,3189807.0,14.975470971363336,1,True,0.9920763464743009,0.9367297881292576,0.1553405886473709,801050838.0,510,5035,balanced_2000_2024,0.010385039278921204,0.0007710872538053692,4656,missing_large_world_product,HS1992:030342,0.0014566465061354172,0.19965794715802387,0.042762756983926835,0.09332921081780926,0.44963057137186885,0.010634296752976944,0.20398521691539423,0.0,0.0020734556235848522,0.00044409291095304226,0.0009692275202136669,0.004669431144700642,0.00011043758948336979,0.002118394489985631,0.0
Peru,PER,604,2003,27580490.0,17.13261919666907,3,False,0.9602120628378177,0.9751535932151094,0.8390068471771543,9026620847.0,3196,5035,balanced_2000_2024,0.04225720256587773,0.004409217337687843,3853,underweight_large_world_product,HS1992:710812,0.007317909103463416,0.028448843835604674,0.2347074843355674,0.16446976915408337,0.07966682694112555,0.3188600386773524,0.17384703705626658,0.0,0.0012021685567261686,0.009918081709295645,0.006950032351107249,0.0033664972438318674,0.013474133244552489,0.007346289460364308,0.0
Poland,POL,616,2003,38204570.0,17.45846569992914,3,False,0.7728166328599863,0.8484976185764355,0.9177401574427229,52751314000.0,3346,5035,balanced_2000_2024,0.12252888114845917,0.0022212702975099585,3017,underweight_large_world_product,HS1992:270900,0.011458022914497046,0.03121921525483763,0.15006989578177166,0.08684754854211907,0.05933368075749338,0.4855177391419516,0.18701192052182664,0.0,0.0038252555155081636,0.01838789642420635,0.010641332953352345,0.007270089517635525,0.059489945354792795,0.022914361382963988,0.0
Senegal,SEN,686,2003,10721176.0,16.187731409082698,2,False,0.9538375256501117,0.9566760631961576,0.6489124368011452,1154226208.0,1589,5035,balanced_2000_2024,0.04803117692939307,0.003579726116315518,4239,overweight_mid_world_product,HS1992:280920,0.005886363525496541,0.08408536786390597,0.018035584545984407,0.3145953072184964,0.16251853746352418,0.2047722631314213,0.21599293977666773,0.0,0.00403871918104437,0.0008662703523532045,0.01511038286216837,0.007805956627216726,0.00983545280069753,0.01037439510591287,0.0
India,IND,699,2003,1116803006.0,20.833735981587672,4,False,0.8593189698499826,0.8969233555138556,0.9666477397400416,58455224018.0,4801,5035,balanced_2000_2024,0.09541974524062824,0.004466382678077974,2123,underweight_large_world_product,HS1992:710239,0.017456504240975,0.11954750101220409,0.2279808052680345,0.09172675625881097,0.03466964315140189,0.4080471662658573,0.11802812804369127,0.0,0.01140719209073826,0.021753870358429128,0.008752543713964944,0.0033081685170902597,0.03893575665124838,0.01126221390915727,0.0
Singapore,SGP,702,2003,4114826.0,15.230107106873662,1,True,0.7682429343976118,0.9355876667017492,0.9682251018804942,154587588083.0,4603,5035,balanced_2000_2024,0.12595003100883084,0.0066396213314996455,3067,underweight_large_world_product,HS1992:854219,0.018126083829113626,0.009581729777222252,0.2512740075904077,0.042040650560084186,0.03499768509181201,0.45443083296377,0.20767509401670384,0.0,0.0012068191625593805,0.031647969047725044,0.005295021241674025,0.004407959522551019,0.057235577503155666,0.026156684531165708,0.0
Slovakia,SVK,703,2003,5373374.0,15.49696657458422,2,False,0.8018208051911265,0.9267780412121216,0.9611377349050332,21916964525.0,4246,5035,balanced_2000_2024,0.10980206460716568,0.004003609500919603,3489,underweight_large_world_product,HS1992:270900,0.010501536373650922,0.028226393481434246,0.03549773343652539,0.17563417745895815,0.033168297695526976,0.491081739246728,0.23639165868082726,0.0,0.0030993162806757235,0.0038977244202053063,0.019284995300574925,0.0036419475664739576,0.05392178886016852,0.025956292179067253,0.0
Slovenia,SVN,705,2003,1995733.0,14.5065219593708,1,True,0.8288890634579068,0.9048997251255464,0.9432577516383072,12742451091.0,4158,5035,balanced_2000_2024,0.1045723722481654,0.0018273198219852516,3319,underweight_large_world_product,HS1992:270900,0.009275264489000623,0.02412362802921066,0.11249730912597239,0.10001854088394067,0.047587560111314306,0.518456621556272,0.19731634029328995,0.0,0.002522665010246894,0.01176411048683812,0.010459176089033795,0.004976344050342307,0.05421623882390869,0.020633837787795595,0.0
South Africa,ZAF,710,2003,48500348.0,17.697081531139702,4,False,0.8469211657993533,0.9282729272296872,0.995084376061357,31593900984.0,4824,5035,balanced_2000_2024,0.1019751458594812,0.0029618325308014004,2502,underweight_large_world_product,HS1992:270900,0.008306153961488816,0.11063526536923043,0.19437022855841862,0.21934108538354496,0.0006837985360132101,0.3483549786289179,0.12661464352387486,0.0,0.011282047323229683,0.019820932407985437,0.02236733917496392,6.97304554484468e-05,0.03552354975656036,0.012911546741293356,0.0
Zimbabwe,ZWE,716,2003,12232323.0,16.31959243239021,3,False,0.9707987822602493,0.9602976523175052,0.7334573372474021,1506816169.098,2496,5035,balanced_2000_2024,0.030033148966260637,0.0021848839169763545,3592,overweight_large_world_product,HS1992:240120,0.005550265219531947,0.0770937837097185,0.26469668977590904,0.13200734711105622,0.14388862366479174,0.2091914102215769,0.1731221455169476,0.0,0.0023153690905266533,0.007949675114915955,0.003964596320427227,0.004321428469074906,0.006282676785646757,0.005199403185669138,0.0
Spain,ESP,724,2003,42187645.0,17.557637963628153,3,False,0.6426650588478485,0.8574857157626241,0.9664470755114198,143651415056.962,4575,5035,balanced_2000_2024,0.14037067987509644,0.0037365828195758954,2464,underweight_large_world_product,HS1992:270900,0.019799229227651316,0.03644035042028488,0.20935774480325442,0.09772214330760849,0.036854867610641856,0.4454645470873078,0.17416034677090256,0.0,0.005115156763382145,0.02938768897514976,0.013717323694940609,0.005173342823212468,0.0625301613348973,0.02444700628351415,0.0
Sweden,SWE,752,2003,8958229.0,16.00808310916454,2,False,0.6952881045613211,0.8977602430060254,0.975057448985061,96649369356.0,4682,5035,balanced_2000_2024,0.13853674312323605,0.0024119092655903174,3193,underweight_large_world_product,HS1992:270900,0.016759870456978798,0.03087205418141744,0.13158697164511643,0.13584704688500865,0.03432387938494149,0.4522508344473905,0.2151192134561255,0.0,0.004276913839817653,0.01822963048916404,0.01881980743835865,0.004755118461344576,0.06265335767910729,0.02980191521544384,0.0
Switzerland,CHE,757,2003,7339001.0,15.808713287785537,2,False,0.817200317723868,0.9036276160863532,0.9503290572716879,101977319613.258,4452,5035,balanced_2000_2024,0.10593530148059305,0.002439577287498551,2955,underweight_large_world_product,HS1992:270900,0.010063226534497316,0.041770570036121855,0.12625517277506773,0.14617184036817354,0.04428300011577038,0.45699496854557525,0.18452444815929123,0.0,0.004424977929792795,0.013374879791411165,0.015484757977375585,0.004691132967729272,0.04841189976798965,0.019547653046294577,0.0
Turkey,TUR,792,2003,67831730.0,18.032540637535835,4,False,0.8305925863692061,0.9022433256663264,0.9643743868818011,45642633972.0,4463,5035,balanced_2000_2024,0.10352350270408783,0.001885458729788736,2893,underweight_large_world_product,HS1992:270900,0.009139685327665292,0.05894756847749121,0.11619829698305419,0.125227576519426,0.02769807112404536,0.4992369593382586,0.17269152755772463,0.0,0.006102458764678964,0.01202925471193561,0.012963997356435164,0.0028674013409081267,0.051682758710034804,0.017877631820095163,0.0
Uganda,UGA,800,2003,26352124.0,17.087059436913684,3,False,0.9774923418943936,0.961745420294466,0.5275335522134927,531512466.0,1269,5035,balanced_2000_2024,0.025356181877705497,0.00212854123189965,4248,missing_large_world_product,HS1992:090111,0.003690704421193347,0.07215532077363956,0.19954765946930378,0.14529052389559763,0.23649003075793507,0.13908669154324335,0.2074297735602806,0.0,0.0018295834369805863,0.005059766746774108,0.0036840129490038898,0.005996484232162369,0.0035267074475388016,0.005259627065245742,0.0
North Macedonia,MKD,807,2003,2022725.0,14.519956170182017,1,True,0.9422085819615229,0.9392544124163452,0.7176316610276365,1364384569.13,2463,5035,balanced_2000_2024,0.05153398686144284,0.0015092421592164396,3891,underweight_large_world_product,HS1992:270900,0.00313269874415234,0.015248484140362293,0.07898240650641257,0.20507238983048015,0.1895621061892898,0.30270421264108865,0.20843040069236657,0.0,0.0007858151813463499,0.004070278299186603,0.010568197843168647,0.009768891089786291,0.015599554917149261,0.010741249530805685,0.0
Egypt,EGY,818,2003,77853548.0,18.17034003002916,4,False,0.9449274605762692,0.9689904575789036,0.6263708498360168,5952154524.815,2241,5034,balanced_2000_2024,0.04523549475425359,0.007490658968613784,4085,underweight_large_world_product,HS1992:520100,0.0017537378370234835,0.05410116402572043,0.04397910766084878,0.05532449970657996,0.281634193134661,0.30017794805555703,0.2647830874166328,0.0,0.0024472929214844896,0.001989416693889079,0.0025026311162587023,0.0127398620661614,0.013578697994609756,0.011977593961850164,0.0
United Kingdom,GBR,826,2003,59647577.0,17.903964085398176,4,False,0.5260900700156143,0.8688690378154527,0.9748817477721796,294541327594.0,4879,5035,balanced_2000_2024,0.1451868097756407,0.001176291644134353,2760,underweight_large_world_product,HS1992:841112,0.007183104057971734,0.04232879874701785,0.19544464263104858,0.1967064526007856,0.06439498831153129,0.2673656008212536,0.23375951688836308,0.0,0.006145583251714659,0.028375984151342126,0.02855918231539134,0.009349302918490898,0.03881795862698523,0.03393879851171644,0.0
United States,USA,842,2003,290107933.0,19.485763594460593,4,False,0.5615081904581926,0.8512052499248659,0.9926245422733263,683002255597.0,4903,5035,balanced_2000_2024,0.1382926243418907,0.002795196170872316,2325,underweight_large_world_product,HS1992:270900,0.026149045577299024,0.04364407376733601,0.15438568670799754,0.08609712746692026,0.010815382591850211,0.5007635828392466,0.20429414662664935,0.0,0.006035653498255966,0.021350401775673933,0.011906597705698685,0.0014956876418885656,0.0692519100456872,0.02825237367468636,0.0
Burkina Faso,BFA,854,2003,13082532.0,16.386788463241178,3,False,0.9956966995703707,0.9725328037157804,0.30666048571461413,313984877.0,480,5035,balanced_2000_2024,0.009927400666227215,0.005512162262718223,4638,overweight_large_world_product,HS1992:520100,0.006364444722859575,0.013959481618406051,0.6410988069123942,0.0027919587028293297,0.1864024206786885,0.03904019852221833,0.11670713356546362,0.0,0.0001385813671187508,0.006364444722859575,2.7716892686546757e-05,0.0018504915152319779,0.00038756769281911296,0.0011585984755112522,0.0
Azerbaijan,AZE,31,2004,8306500.0,15.93254889880867,2,False,0.9200564143066222,0.9907080680765707,0.5602342924648089,3598710128.0,1092,5027,balanced_2000_2024,0.07249150035415286,0.0049840056412918665,4881,underweight_large_world_product,HS1992:890520,0.0024766305574244196,0.005460193757428309,0.0,0.042412094250000566,0.24755378874651127,0.39534760817324327,0.3092263150728166,0.0,0.0003958176377003575,0.0,0.0030745163453442803,0.017945545564589604,0.02865934127790415,0.02241627952861447,0.0
Australia,AUS,36,2004,19932722.0,16.80787326088613,3,False,0.8431268595232074,0.9470978148471708,0.969038230980621,80301330804.0,4680,5027,balanced_2000_2024,0.11037093144364729,0.005086081848119872,2762,overweight_large_world_product,HS1992:270112,0.017785336162200127,0.03873916548338443,0.46682988890752886,0.11988518949225488,0.029782603926770793,0.21490680355724492,0.1298563486328161,0.0,0.0042756777777507304,0.05152444966445835,0.013231840030558328,0.00328713373621492,0.023719464082190056,0.014332366152474907,0.0
Austria,AUT,40,2004,8171966.0,15.916220074362782,2,False,0.6740641081042843,0.8767326108949487,0.919037759060489,106313173943.0,4656,5027,balanced_2000_2024,0.13257713705670138,0.002170663405672957,2897,underweight_large_world_product,HS1992:270900,0.018497976945473393,0.03942975220762611,0.1526194970148731,0.15490327976783833,0.17472052308454178,0.26372069580531615,0.21460625211980455,0.0,0.0052274836625422205,0.020233855973265658,0.02053663335231326,0.02316394673559785,0.03496333483247005,0.028451882500512338,0.0
