model_label,sample,flow,dimension,metric,outcome,term,coefficient,std_error,t_stat,p_value,ci_low,ci_high,nobs,clusters,r_squared,status,candidate_rows,dropped_rows,dropped_regressors,fixed_effects,se_method,cluster_col,p_value_reference,bh_q_value
main_year_fe,rd2_countries,Imports,product,gini,product_gini,log_population,-0.0025238428676505422,0.0018781700876665786,-1.3437775866115202,0.18416550450571295,-0.006282052532335002,0.0012343667970339178,1883,60,0.5211845486066765,ok,1883,0,,year,clustered by reporter_code,reporter_code,"Student t, df=59",0.3598607419648583
main_year_fe,rd2_countries,Imports,product,gini,product_gini,log_gdp_per_capita,-0.013834957738931567,0.001728077441216265,-8.005982491846066,5.3458101638493695e-11,-0.017292832711783914,-0.01037708276607922,1883,60,0.5211845486066765,ok,1883,0,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
main_year_fe,rd2_countries,Imports,partner,gini,partner_gini,log_population,-0.0018348750228135851,0.002110407951541136,-0.8694409161383505,0.3881293896342276,-0.0060577915797281265,0.0023880415341009566,1883,60,0.16359484534625324,ok,1883,0,,year,clustered by reporter_code,reporter_code,"Student t, df=59",0.5436663788865028
main_year_fe,rd2_countries,Imports,partner,gini,partner_gini,log_gdp_per_capita,0.006916109491059506,0.001870956935731122,3.6965626300515932,0.0004807807214365326,0.003172333310059343,0.01065988567205967,1883,60,0.16359484534625324,ok,1883,0,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
main_year_fe,rd2_countries,Imports,product,top_1pct_share,product_top_1pct_share,log_population,-0.0024609659822088905,0.005585111131880065,-0.4406297250132743,0.6610913633232522,-0.013636747543210231,0.008714815578792452,1883,60,0.3219499386635646,ok,1883,0,,year,clustered by reporter_code,reporter_code,"Student t, df=59",0.7211905781708207
main_year_fe,rd2_countries,Imports,product,top_1pct_share,product_top_1pct_share,log_gdp_per_capita,-0.027459870193335217,0.005238900868062255,-5.241532696435993,2.2467295035120306e-06,-0.0379428866165904,-0.01697685377008003,1883,60,0.3219499386635646,ok,1883,0,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
main_year_fe,rd2_countries,Imports,product,top_5pct_share,product_top_5pct_share,log_population,-0.003173226205614896,0.0040384175792074675,-0.7857598040264168,0.43515256485634146,-0.011254081116399448,0.004907628705169656,1883,60,0.4509373929892172,ok,1883,0,,year,clustered by reporter_code,reporter_code,"Student t, df=59",0.5436663788865028
main_year_fe,rd2_countries,Imports,product,top_5pct_share,product_top_5pct_share,log_gdp_per_capita,-0.027779582636598268,0.003953547808860878,-7.026494677600041,2.4399330680606144e-09,-0.03569061352917988,-0.019868551744016652,1883,60,0.4509373929892172,ok,1883,0,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
main_year_fe,rd2_countries,Imports,partner,top_1pct_share,partner_top_1pct_share,log_population,-0.0077306725523282995,0.010234814689144668,-0.7553309744364661,0.45305531573875235,-0.02821048944089669,0.012749144336240092,1883,60,0.0373907965005732,ok,1883,0,,year,clustered by reporter_code,reporter_code,"Student t, df=59",0.5436663788865028
main_year_fe,rd2_countries,Imports,partner,top_1pct_share,partner_top_1pct_share,log_gdp_per_capita,0.01101325319485885,0.008248388952726183,1.3352005170923529,0.18693964994020074,-0.005491734976220566,0.027518241365938265,1883,60,0.0373907965005732,ok,1883,0,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
main_year_fe,rd2_countries,Imports,partner,top_5pct_share,partner_top_5pct_share,log_population,-0.00866246527371081,0.006833720394766935,-1.2676060437509669,0.20991876614616733,-0.022336708198786977,0.005011777651365358,1883,60,0.13116314621633796,ok,1883,0,,year,clustered by reporter_code,reporter_code,"Student t, df=59",0.3598607419648583
main_year_fe,rd2_countries,Imports,partner,top_5pct_share,partner_top_5pct_share,log_gdp_per_capita,0.01626085903433351,0.005785943761055415,2.8104073779257344,0.0067036024114019875,0.004683212310582979,0.027838505758084043,1883,60,0.13116314621633796,ok,1883,0,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
main_year_fe,rd2_countries,Exports,product,gini,product_gini,log_population,-0.01328023407860072,0.0023718007170599907,-5.599220028511703,5.916504194718712e-07,-0.0180261963511842,-0.00853427180601724,1878,60,0.4554584598993522,ok,1878,0,,year,clustered by reporter_code,reporter_code,"Student t, df=59",7.0998050336624544e-06
main_year_fe,rd2_countries,Exports,product,gini,product_gini,log_gdp_per_capita,-0.014976534624693104,0.0022908374843359997,-6.537580569157685,1.6322770508132292e-08,-0.019560489842800795,-0.010392579406585415,1878,60,0.4554584598993522,ok,1878,0,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
main_year_fe,rd2_countries,Exports,partner,gini,partner_gini,log_population,-0.004011146128646603,0.001992708730398843,-2.012911404188894,0.048694365211436406,-0.007998547088050829,-2.3745169242378288e-05,1878,60,0.10361886937966724,ok,1878,0,,year,clustered by reporter_code,reporter_code,"Student t, df=59",0.12450208131070784
main_year_fe,rd2_countries,Exports,partner,gini,partner_gini,log_gdp_per_capita,0.003972541832135442,0.0019492243410001303,2.0380116072720313,0.04603991511156526,7.215293493703211e-05,0.00787293072933385,1878,60,0.10361886937966724,ok,1878,0,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
main_year_fe,rd2_countries,Exports,product,top_1pct_share,product_top_1pct_share,log_population,-0.037983284699014006,0.00903565892663644,-4.2037094369556325,9.02841496579685e-05,-0.05606359644919552,-0.019902972948832493,1878,60,0.3505722601313357,ok,1878,0,,year,clustered by reporter_code,reporter_code,"Student t, df=59",0.000361136598631874
main_year_fe,rd2_countries,Exports,product,top_1pct_share,product_top_1pct_share,log_gdp_per_capita,-0.05524353651874625,0.009374470118642368,-5.892976970387607,1.9453544726895898e-07,-0.0740018078981762,-0.0364852651393163,1878,60,0.3505722601313357,ok,1878,0,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
main_year_fe,rd2_countries,Exports,product,top_5pct_share,product_top_5pct_share,log_population,-0.031687521742676104,0.005881186711468695,-5.387946905491606,1.3050916961966569e-06,-0.0434557491699991,-0.01991929431535311,1878,60,0.45173830912185453,ok,1878,0,,year,clustered by reporter_code,reporter_code,"Student t, df=59",7.830550177179942e-06
main_year_fe,rd2_countries,Exports,product,top_5pct_share,product_top_5pct_share,log_gdp_per_capita,-0.03978307375628525,0.005600343623448462,-7.10368442209774,1.8058336178760342e-09,-0.05098933546251173,-0.028576812050058777,1878,60,0.45173830912185453,ok,1878,0,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
main_year_fe,rd2_countries,Exports,partner,top_1pct_share,partner_top_1pct_share,log_population,0.001364838941433382,0.008862346902671518,0.154004233463481,0.8781319729957295,-0.016368676249827196,0.01909835413269396,1878,60,0.01541102130683214,ok,1878,0,,year,clustered by reporter_code,reporter_code,"Student t, df=59",0.8781319729957295
main_year_fe,rd2_countries,Exports,partner,top_1pct_share,partner_top_1pct_share,log_gdp_per_capita,0.008551588010301609,0.008662703347999375,0.9871731336934876,0.32758897675872,-0.008782441350794899,0.025885617371398117,1878,60,0.01541102130683214,ok,1878,0,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
main_year_fe,rd2_countries,Exports,partner,top_5pct_share,partner_top_5pct_share,log_population,-0.011602512535468327,0.005847053501002145,-1.984334936131461,0.051875867212794934,-0.023302439566408442,9.741449547178739e-05,1878,60,0.08480947130252703,ok,1878,0,,year,clustered by reporter_code,reporter_code,"Student t, df=59",0.12450208131070784
main_year_fe,rd2_countries,Exports,partner,top_5pct_share,partner_top_5pct_share,log_gdp_per_capita,0.009646270561141182,0.005894453630636601,1.636499524061806,0.10705893475465417,-0.0021485039101182633,0.02144104503240063,1878,60,0.08480947130252703,ok,1878,0,,year,clustered by reporter_code,reporter_code,"Student t, df=59",
