model_label,sample,flow,dimension,metric,outcome,term,coefficient,std_error,t_stat,p_value,ci_low,ci_high,nobs,clusters,r_squared,status,candidate_rows,dropped_rows,dropped_regressors,fixed_effects,se_method,cluster_col,p_value_reference,variant,model_description,outcome_sd,outcome_label,bh_q_value,effect_of_population_doubling,effect_of_population_doubling_sd,doubling_ci_low_sd,doubling_ci_high_sd
main_year_fe,cadot_broad_156,Exports,product,market_benchmark_gini,market_benchmark_gini,log_population,0.0024471325978702623,0.0005277260759556003,4.6371265498659,7.490263407821766e-06,0.0014046160368055957,0.0034896491589349286,3589,155,0.1720025437871877,ok,3589,0,,year,clustered by reporter_code,reporter_code,"Student t, df=154",baseline,Main cross-country size gradient,0.026265175043156824,World-market benchmark Gini,1.0486368770950474e-05,0.0016962230606701067,0.06458068746478976,0.037068309808761316,0.0920930651208182
main_year_fe,cadot_broad_156,Exports,product,market_benchmark_gini,market_benchmark_gini,log_gdp_per_capita,-0.00012029655995488781,0.000992783622242975,-0.12117097548719061,0.9037135705946541,-0.00208152875009807,0.0018409356301882945,3589,155,0.1720025437871877,ok,3589,0,,year,clustered by reporter_code,reporter_code,"Student t, df=154",baseline,Main cross-country size gradient,0.026265175043156824,World-market benchmark Gini,,,,-0.054932273705172036,0.0485829368949827
main_year_fe,cadot_broad_156,Exports,product,gini_gap,gini_gap,log_population,-0.008420857284979436,0.0016205518517426406,-5.1962899403213605,6.361395101400626e-07,-0.011622238115832781,-0.005219476454126092,3589,155,0.19125497378499967,ok,3589,0,,year,clustered by reporter_code,reporter_code,"Student t, df=154",baseline,Main cross-country size gradient,0.04737418484603664,Observed minus benchmark Gini,1.1132441427451095e-06,-0.005836893484981172,-0.12320831490717439,-0.1700487640677534,-0.0763678657465954
main_year_fe,cadot_broad_156,Exports,product,gini_gap,gini_gap,log_gdp_per_capita,-0.009685878476442707,0.0022374048536996896,-4.3290683223586015,2.685266306016177e-05,-0.014105845046342958,-0.0052659119065424555,3589,155,0.19125497378499967,ok,3589,0,,year,clustered by reporter_code,reporter_code,"Student t, df=154",baseline,Main cross-country size gradient,0.04737418484603664,Observed minus benchmark Gini,,,,-0.20638722872096188,-0.07704727802619521
main_two_way_clustered,cadot_broad_156,Exports,product,observed_theil,observed_theil,log_population,-0.3768385879528048,0.04028334925906363,-9.35469852641454,1.7791626186201525e-09,-0.4599793345461454,-0.29369784135946414,3589,25,0.3439483501925049,ok,3589,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=24",baseline,Main specification with reporter and year two-way clustered standard errors,1.558289463176002,Observed fixed-universe Theil,,-0.2612046047656776,-0.16762264710005015,-0.20460471972047833,-0.130640574479622
main_two_way_clustered,cadot_broad_156,Exports,product,observed_theil,observed_theil,log_gdp_per_capita,-0.5026229012002513,0.06022765675799976,-8.345383636953304,1.481542095362222e-08,-0.6269266753533131,-0.37831912704718945,3589,25,0.3439483501925049,ok,3589,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=24",baseline,Main specification with reporter and year two-way clustered standard errors,1.558289463176002,Observed fixed-universe Theil,,,,-0.27886504254048744,-0.16828120991731385
main_two_way_clustered,cadot_broad_156,Exports,product,market_component_theil,market_component_theil,log_population,0.1767137054779433,0.04360894282154776,4.052235483008011,0.00046171494331955225,0.08670927111443226,0.2667181398414543,3589,25,0.1405205383441026,ok,3589,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=24",baseline,Main specification with reporter and year two-way clustered standard errors,1.2851931007184998,Global-market component,,0.12248860671833696,0.09530755078739413,0.04676518008677128,0.14384992148801698
main_two_way_clustered,cadot_broad_156,Exports,product,market_component_theil,market_component_theil,log_gdp_per_capita,0.2794551391687159,0.0571851362779635,4.886849229673078,5.538697625797465e-05,0.16143081865812467,0.3974794596793071,3589,25,0.1405205383441026,ok,3589,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=24",baseline,Main specification with reporter and year two-way clustered standard errors,1.2851931007184998,Global-market component,,,,0.08706498404465972,0.21437382962387103
main_two_way_clustered,cadot_broad_156,Exports,product,specialization_kl,specialization_kl,log_population,-0.5535522934307469,0.04251397853785794,-13.020477322248691,2.265716261972652e-12,-0.6412968325841164,-0.4658077542773773,3589,25,0.6341807183617878,ok,3589,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=24",baseline,Main specification with reporter and year two-way clustered standard errors,1.7404818126700905,Country-specific specialization (KL),,-0.3836932114840137,-0.22045229584754242,-0.25539657362220386,-0.18550801807288103
main_two_way_clustered,cadot_broad_156,Exports,product,specialization_kl,specialization_kl,log_gdp_per_capita,-0.7820780403689667,0.051510902768216495,-15.182767110257835,8.33759273484197e-14,-0.8883913185004495,-0.6757647622374838,3589,25,0.6341807183617878,ok,3589,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=24",baseline,Main specification with reporter and year two-way clustered standard errors,1.7404818126700905,Country-specific specialization (KL),,,,-0.3538019950394285,-0.2691234325213027
main_two_way_clustered,cadot_broad_156,Exports,product,market_component_share,market_component_share,log_population,0.06323716482751104,0.006242128290366919,10.130705728221086,3.8120633592022605e-10,0.05035404522752518,0.07612028442749691,3589,25,0.507990415601209,ok,3589,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=24",baseline,Main specification with reporter and year two-way clustered standard errors,0.2382026492751232,Global-market share of observed Theil,,0.04383266250679382,0.18401416877680168,0.14652550920596388,0.2215028283476395
main_two_way_clustered,cadot_broad_156,Exports,product,market_component_share,market_component_share,log_gdp_per_capita,0.1007978104966627,0.008046886805562228,12.526311470789983,5.113574093953322e-12,0.08418985239307931,0.11740576860024608,3589,25,0.507990415601209,ok,3589,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=24",baseline,Main specification with reporter and year two-way clustered standard errors,0.2382026492751232,Global-market share of observed Theil,,,,0.24498450792048063,0.34163968257439875
main_two_way_clustered,cadot_broad_156,Exports,product,observed_gini,observed_gini,log_population,-0.0059737246871091835,0.0013662252987168785,-4.372430149492578,0.00020488321054875692,-0.008793475115990762,-0.0031539742582276046,3589,25,0.1656994488234831,ok,3589,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=24",baseline,Main specification with reporter and year two-way clustered standard errors,0.040648101428985846,Observed active-product Gini,,-0.0041406704243110715,-0.10186626874923096,-0.14994974598313254,-0.05378279151532941
main_two_way_clustered,cadot_broad_156,Exports,product,observed_gini,observed_gini,log_gdp_per_capita,-0.009806175036397573,0.0018822785782173395,-5.209736300396493,2.4456268645554906e-05,-0.013691007086563576,-0.00592134298623157,3589,25,0.1656994488234831,ok,3589,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=24",baseline,Main specification with reporter and year two-way clustered standard errors,0.040648101428985846,Observed active-product Gini,,,,-0.23346435940328103,-0.10097303568299086
main_two_way_clustered,cadot_broad_156,Exports,product,market_benchmark_gini,market_benchmark_gini,log_population,0.0024471325978702623,0.0005696233360641596,4.296053976262358,0.0002487825445806833,0.0012714878138976886,0.0036227773818428358,3589,25,0.1720025437871877,ok,3589,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=24",baseline,Main specification with reporter and year two-way clustered standard errors,0.026265175043156824,World-market benchmark Gini,,0.0016962230606701067,0.06458068746478976,0.0335550093182849,0.0956063656112946
main_two_way_clustered,cadot_broad_156,Exports,product,market_benchmark_gini,market_benchmark_gini,log_gdp_per_capita,-0.00012029655995488781,0.001073200560093143,-0.11209140623673108,0.9116831810712896,-0.002335273652269512,0.0020946805323597364,3589,25,0.1720025437871877,ok,3589,0,,year,two-way clustered by reporter_code and year,"reporter_code,year","Student t, df=24",baseline,Main specification with reporter and year two-way clustered standard errors,0.026265175043156824,World-market benchmark Gini,,,,-0.06162869066156383,0.055279353851374495
