outcome_slug,flow,outcome_label,estimator,model_label,income_form,income_label,linear_term,linear_coefficient,linear_std_error,linear_p_value,quadratic_term,quadratic_coefficient,quadratic_std_error,quadratic_p_value,turning_point_ppp_constant_2021_intl_usd,turning_point_inside_minmax,turning_point_inside_p05_p95,income_min,income_p05,income_p95,income_max,nobs,clusters,r_squared,expected_shape,verdict
import_product_hhi,Imports,Import Product HHI,country_year_fe,log_ppp_controls_country_year_fe_country_cluster,log_ppp,log PPP GDPpc,log_gdp_pc_ppp_constant_2021_intl_usd,-0.012287391974639222,0.04456936241595896,0.7832097598934101,log_gdp_pc_ppp_constant_2021_intl_usd_sq,-0.0003225264763962489,0.0026086139821519666,0.9017863581402557,5.336711106015426e-09,False,False,795.772138310178,2250.9714342755224,73769.31725340582,174569.523171267,3236,135,0.454073968913988,concentration_u,no concentration U-shape
import_product_hhi,Imports,Import Product HHI,between_country,log_ppp_controls_between_country,log_ppp,log PPP GDPpc,log_gdp_pc_ppp_constant_2021_intl_usd,-0.03905721778210184,0.01852014350833837,0.03687114504625659,log_gdp_pc_ppp_constant_2021_intl_usd_sq,0.0018017364449703095,0.000992708523284754,0.07183380280696329,50958.71579770894,True,True,795.772138310178,2250.9714342755224,73769.31725340582,174569.523171267,135,0,0.16341162157272726,concentration_u,no clean hump
import_active_product_count,Imports,Import Active HS6 Product Count,pooled_year_fe,level_ppp_controls_year_fe_country_cluster,level_ppp,PPP GDPpc level,gdp_pc_ppp_constant_2021_intl_usd_10k,389.50879206800363,46.86941724215739,9.339103552804806e-14,gdp_pc_ppp_constant_2021_intl_usd_10k_sq,-26.02806680814739,5.068097047893172,9.692768135517922e-07,74824.76415537675,True,False,795.772138310178,2250.9714342755224,73769.31725340582,174569.523171267,3236,135,0.5701394897402621,active_inverted_u,"statistical active-line bend, edge peak"
import_active_product_count,Imports,Import Active HS6 Product Count,country_year_fe,level_ppp_controls_country_year_fe_country_cluster,level_ppp,PPP GDPpc level,gdp_pc_ppp_constant_2021_intl_usd_10k,66.30182563563028,64.86975268857324,0.3085865382756993,gdp_pc_ppp_constant_2021_intl_usd_10k_sq,-2.544080154146627,3.101972162709729,0.4135875280235265,130306.08632272086,True,False,795.772138310178,2250.9714342755224,73769.31725340582,174569.523171267,3236,135,0.9139434144784239,active_inverted_u,no clean active-line hump
import_active_product_count,Imports,Import Active HS6 Product Count,between_country,level_ppp_controls_between_country,level_ppp,PPP GDPpc level,gdp_pc_ppp_constant_2021_intl_usd_10k,439.8416526205541,68.89155078511372,2.793008340914807e-09,gdp_pc_ppp_constant_2021_intl_usd_10k_sq,-31.479924282287232,8.498279781168229,0.0003123181722052675,69860.65923736025,True,True,795.772138310178,2250.9714342755224,73769.31725340582,174569.523171267,135,0,0.6381010170888273,active_inverted_u,clear active-line hump
import_active_product_count,Imports,Import Active HS6 Product Count,pooled_year_fe,log_ppp_controls_year_fe_country_cluster,log_ppp,log PPP GDPpc,log_gdp_pc_ppp_constant_2021_intl_usd,2361.507704039369,756.4544187048486,0.0022023233713760926,log_gdp_pc_ppp_constant_2021_intl_usd_sq,-100.34465193806582,39.630913236603355,0.01249633673885038,128924.64738972383,True,False,795.772138310178,2250.9714342755224,73769.31725340582,174569.523171267,3236,135,0.6565632831939269,active_inverted_u,"statistical active-line bend, edge peak"
import_active_product_count,Imports,Import Active HS6 Product Count,country_year_fe,log_ppp_controls_country_year_fe_country_cluster,log_ppp,log PPP GDPpc,log_gdp_pc_ppp_constant_2021_intl_usd,573.8201451014312,663.00237764411,0.3883182541868063,log_gdp_pc_ppp_constant_2021_intl_usd_sq,-19.266945928048244,34.26126922851559,0.5748147062067241,2932337.4115234986,False,False,795.772138310178,2250.9714342755224,73769.31725340582,174569.523171267,3236,135,0.9148060592712255,active_inverted_u,outside-support active-line peak
import_active_product_count,Imports,Import Active HS6 Product Count,between_country,log_ppp_controls_between_country,log_ppp,log PPP GDPpc,log_gdp_pc_ppp_constant_2021_intl_usd,2417.7661837428686,784.2687384806096,0.0025042467317278397,log_gdp_pc_ppp_constant_2021_intl_usd_sq,-102.78811230624784,41.09263533458758,0.013613347447978172,128145.6994380827,True,False,795.772138310178,2250.9714342755224,73769.31725340582,174569.523171267,135,0,0.7170374030709679,active_inverted_u,"statistical active-line bend, edge peak"
export_partner_gini,Exports,Export Partner Gini,pooled_year_fe,level_ppp_controls_year_fe_country_cluster,level_ppp,PPP GDPpc level,gdp_pc_ppp_constant_2021_intl_usd_10k,0.005142039119853874,0.002556687300331519,0.04630905783090425,gdp_pc_ppp_constant_2021_intl_usd_10k_sq,-8.313112545855094e-05,0.00019956212763080477,0.6776611827064396,309272.7959287456,False,False,795.772138310178,2252.6688962301046,74162.49564974211,174569.523171267,3240,135,0.09688186105419183,concentration_u,no concentration U-shape
export_partner_gini,Exports,Export Partner Gini,country_year_fe,level_ppp_controls_country_year_fe_country_cluster,level_ppp,PPP GDPpc level,gdp_pc_ppp_constant_2021_intl_usd_10k,-0.005127829496495291,0.004612089738986936,0.26820486126921833,gdp_pc_ppp_constant_2021_intl_usd_10k_sq,0.0002637931867731881,0.00022074335868051904,0.23418915659719144,97194.12315421642,True,False,795.772138310178,2252.6688962301046,74162.49564974211,174569.523171267,3240,135,0.7212778599358167,concentration_u,no clean hump
